变量名,name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,_beizhu,isShow,icon,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,desc1,desc1_tw,desc1_en,desc1_vn,desc1_kr,desc1_pt,desc1_th,quality,use,type,stackMax,specialArgsMap,specialArgsMap_kr,specialArgsMap_en,specialArgsMap_tw,effBtn,pageTag,sellPrice,autoSell,sortType,sortValue,fragID,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_vn,produceDesc_kr,produceDesc_pt,produceDesc_th,effect,rebirthRMB,dateType,expireDate,expireTime,timeOut,gateDropC,drawItemsLibC,regain,isLimitDrop
52,急躁薄荷,急躁薄荷,Hasty Mint,Bạc hà nóng nảy,성급 민트,Hortelã Apressada,เฮสตี้ มิ้นท์,,TRUE,config/item/character_item/icon_bh_tz.png,精灵在闻了这种薄荷之后，性格会变得急躁,精靈在聞了這種薄荷之後，性格會變得急躁,"""When a Pokémon smells this mint, it becomes hasty.""","Khi Pokémon ngửi loại bạc hà này, nó sẽ trở nên vội vàng",포켓몬은 해당 박하의 냄새를 맡고 나면 성격이 조급해집니다,"Quando um Pokémon sente o cheiro dessa menta, ele fica apressado.",เมื่อโปเกมอนได้กลิ่นมิ้นต์นี้ มันจะรีบร้อน,可在精灵继承界面内性格交换一栏使用,可於寶可夢繼承介面中「性格交換」欄位使用,Can be used in the Nature Exchange section of the Pokémon Inheritance interface,Có thể sử dụng tại mục Đổi Tính Cách trong giao diện Thừa Kế Pokémon,포켓몬 계승 메뉴에서 성격 교환 중 사용,Pode ser usado na coluna de troca de caracteres na interface de herança elf,สามารถใช้ได้ในคอลัมน์แลกเปลี่ยนตัวละครในอินเทอร์เฟซการสืบทอดเอลฟ์,4,strengthen-attribute,18,9999999,{character=7},{},{},{},<2>,<2>,0,0,16,38,0,,,,,,,,通过特殊运营活动可获得该物品,通過特殊運營活動可獲得該物品,This item is available through special operation events,Vật phẩm này có thể nhận được thông qua các sự kiện đặc biệt.,특수 운영 이벤트에서 해당 아이템 획득 가능,Este item está disponível por meio de eventos de operação especial,รายการนี้มีจำหน่ายผ่านกิจกรรมปฏิบัติการพิเศษ,,,,,,1,1,1,{},FALSE
53,爽朗薄荷,爽朗薄荷,Jolly Mint,Bạc hà tươi mát,명랑 민트,Hortelã Alegre,จอลลี่มิ้นท์,,TRUE,config/item/character_item/icon_bh_jz.png,精灵在闻了这种薄荷之后，性格会变得爽朗,精靈在聞了這種薄荷之後，性格會變得爽朗,"""When a Pokémon smells this mint, it becomes jolly.""","Khi Pokémon ngửi loại bạc hà này, nó sẽ trở nên vui vẻ",포켓몬은 해당 박하의 냄새를 맡고 나면 성격이 유쾌해집니다,"Quando um Pokémon sente o cheiro desta hortelã, ele fica alegre.",เมื่อโปเกมอนได้กลิ่นมิ้นต์นี้ มันจะรู้สึกร่าเริง,可在精灵继承界面内性格交换一栏使用,可於寶可夢繼承介面中「性格交換」欄位使用,Can be used in the Nature Exchange section of the Pokémon Inheritance interface,Có thể sử dụng tại mục Đổi Tính Cách trong giao diện Thừa Kế Pokémon,포켓몬 계승 메뉴에서 성격 교환 중 사용,Pode ser usado na coluna de troca de caracteres na interface de herança elf,สามารถใช้ได้ในคอลัมน์แลกเปลี่ยนตัวละครในอินเทอร์เฟซการสืบทอดเอลฟ์,4,strengthen-attribute,18,9999999,{character=8},{},{},{},<2>,<2>,0,0,16,37,0,,,,,,,,通过特殊运营活动可获得该物品,通過特殊運營活動可獲得該物品,This item is available through special operation events,Vật phẩm này có thể nhận được thông qua các sự kiện đặc biệt.,특수 운영 이벤트에서 해당 아이템 획득 가능,Este item está disponível por meio de eventos de operação especial,รายการนี้มีจำหน่ายผ่านกิจกรรมปฏิบัติการพิเศษ,,,,,,1,1,1,{},FALSE
54,天真薄荷,天真薄荷,Naive Mint,Bạc hà ngây thơ,천진난만 민트,Menta ingênua,ไร้เดียงสา มิ้นท์,,TRUE,config/item/character_item/icon_bh_sl.png,精灵在闻了这种薄荷之后，性格会变得天真,精靈在聞了這種薄荷之後，性格會變得天真,"""When a Pokémon smells this mint, it becomes naive.""","Khi Pokémon ngửi loại bạc hà này, nó sẽ trở nên ngây thơ",포켓몬은 해당 박하의 냄새를 맡고 나면 성격이 순진해집니다,"Quando um Pokémon sente o cheiro dessa menta, ele se torna ingênuo.",เมื่อโปเกมอนได้กลิ่นมิ้นต์นี้ มันจะกลายเป็นคนไร้เดียงสา,可在精灵继承界面内性格交换一栏使用,可於寶可夢繼承介面中「性格交換」欄位使用,Can be used in the Nature Exchange section of the Pokémon Inheritance interface,Có thể sử dụng tại mục Đổi Tính Cách trong giao diện Thừa Kế Pokémon,포켓몬 계승 메뉴에서 성격 교환 중 사용,Pode ser usado na coluna de troca de caracteres na interface de herança elf,สามารถใช้ได้ในคอลัมน์แลกเปลี่ยนตัวละครในอินเทอร์เฟซการสืบทอดเอลฟ์,4,strengthen-attribute,18,9999999,{character=9},{},{},{},<2>,<2>,0,0,16,36,0,,,,,,,,通过特殊运营活动可获得该物品,通過特殊運營活動可獲得該物品,This item is available through special operation events,Vật phẩm này có thể nhận được thông qua các sự kiện đặc biệt.,특수 운영 이벤트에서 해당 아이템 획득 가능,Este item está disponível por meio de eventos de operação especial,รายการนี้มีจำหน่ายผ่านกิจกรรมปฏิบัติการพิเศษ,,,,,,1,1,1,{},FALSE
55,怕寂寞薄荷,怕寂寞薄荷,Lonely Mint,Bạc hà sợ cô đơn,외로움 민트,Menta Solitária,มิ้นต์ผู้โดดเดี่ยว,,TRUE,config/item/character_item/icon_bh_pjm.png,精灵在闻了这种薄荷之后，性格会变得怕寂寞,精靈在聞了這種薄荷之後，性格會變得怕寂寞,"""When a Pokémon smells this mint, it becomes lonely.""","Khi Pokémon ngửi loại bạc hà này, nó sẽ trở nên cô đơn",포켓몬은 해당 박하의 냄새를 맡고 나면 성격이 외로움을 많이 타게 됩니다,"Quando um Pokémon sente o cheiro desta hortelã, ele fica solitário.",เมื่อโปเกมอนได้กลิ่นมิ้นต์นี้ มันก็จะรู้สึกเหงา,可在精灵继承界面内性格交换一栏使用,可於寶可夢繼承介面中「性格交換」欄位使用,Can be used in the Nature Exchange section of the Pokémon Inheritance interface,Có thể sử dụng tại mục Đổi Tính Cách trong giao diện Thừa Kế Pokémon,포켓몬 계승 메뉴에서 성격 교환 중 사용,Pode ser usado na coluna de troca de caracteres na interface de herança elf,สามารถใช้ได้ในคอลัมน์แลกเปลี่ยนตัวละครในอินเทอร์เฟซการสืบทอดเอลฟ์,4,strengthen-attribute,18,9999999,{character=10},{},{},{},<2>,<2>,0,0,16,35,0,,,,,,,,通过特殊运营活动可获得该物品,通過特殊運營活動可獲得該物品,This item is available through special operation events,Vật phẩm này có thể nhận được thông qua các sự kiện đặc biệt.,특수 운영 이벤트에서 해당 아이템 획득 가능,Este item está disponível por meio de eventos de operação especial,รายการนี้มีจำหน่ายผ่านกิจกรรมปฏิบัติการพิเศษ,,,,,,1,1,1,{},FALSE
56,勇敢薄荷,勇敢薄荷,Brave Mint,Bạc Hà Dũng Cảm,용감 민트,Hortelã Corajosa,เบรฟมิ้นท์,,TRUE,config/item/character_item/icon_bh_yg.png,精灵在闻了这种薄荷之后，性格会变得勇敢,精靈在聞了這種薄荷之後，性格會變得勇敢,"""When a Pokémon smells this mint, it becomes brave.""","Khi Pokémon ngửi loại bạc hà này, nó sẽ trở nên dũng cảm",포켓몬은 해당 박하의 냄새를 맡고 나면 성격이 용감해집니다,"Quando um Pokémon sente o cheiro desta hortelã, ele se torna corajoso.",เมื่อโปเกมอนได้กลิ่นมิ้นต์นี้ มันจะกลายเป็นคนกล้าหาญ,可在精灵继承界面内性格交换一栏使用,可於寶可夢繼承介面中「性格交換」欄位使用,Can be used in the Nature Exchange section of the Pokémon Inheritance interface,Có thể sử dụng tại mục Đổi Tính Cách trong giao diện Thừa Kế Pokémon,포켓몬 계승 메뉴에서 성격 교환 중 사용,Pode ser usado na coluna de troca de caracteres na interface de herança elf,สามารถใช้ได้ในคอลัมน์แลกเปลี่ยนตัวละครในอินเทอร์เฟซการสืบทอดเอลฟ์,4,strengthen-attribute,18,9999999,{character=11},{},{},{},<2>,<2>,0,0,16,34,0,,,,,,,,通过特殊运营活动可获得该物品,通過特殊運營活動可獲得該物品,This item is available through special operation events,Vật phẩm này có thể nhận được thông qua các sự kiện đặc biệt.,특수 운영 이벤트에서 해당 아이템 획득 가능,Este item está disponível por meio de eventos de operação especial,รายการนี้มีจำหน่ายผ่านกิจกรรมปฏิบัติการพิเศษ,,,,,,1,1,1,{},FALSE
57,固执薄荷,固執薄荷,Adamant Mint,Bạc hà bướng bỉnh,고집 민트,Adamant Mint,อดาแมนท์ มิ้นท์,,TRUE,config/item/character_item/icon_bh_gz.png,精灵在闻了这种薄荷之后，性格会变得固执,精靈在聞了這種薄荷之後，性格會變得固執,"""When a Pokémon smells this mint, it becomes adamant.""","Khi Pokémon ngửi loại bạc hà này, nó sẽ trở nên quyết đoán",포켓몬은 해당 박하의 냄새를 맡고 나면 고집쟁이로 변합니다,"Quando um Pokémon sente o cheiro dessa menta, ele fica inflexível.",เมื่อโปเกมอนได้กลิ่นมิ้นต์นี้ มันจะกลายเป็นโปเกมอนที่ดื้อรั้น,可在精灵继承界面内性格交换一栏使用,可於寶可夢繼承介面中「性格交換」欄位使用,Can be used in the Nature Exchange section of the Pokémon Inheritance interface,Có thể sử dụng tại mục Đổi Tính Cách trong giao diện Thừa Kế Pokémon,포켓몬 계승 메뉴에서 성격 교환 중 사용,Pode ser usado na coluna de troca de caracteres na interface de herança elf,สามารถใช้ได้ในคอลัมน์แลกเปลี่ยนตัวละครในอินเทอร์เฟซการสืบทอดเอลฟ์,4,strengthen-attribute,18,9999999,{character=12},{},{},{},<2>,<2>,0,0,16,33,0,,,,,,,,通过特殊运营活动可获得该物品,通過特殊運營活動可獲得該物品,This item is available through special operation events,Vật phẩm này có thể nhận được thông qua các sự kiện đặc biệt.,특수 운영 이벤트에서 해당 아이템 획득 가능,Este item está disponível por meio de eventos de operação especial,รายการนี้มีจำหน่ายผ่านกิจกรรมปฏิบัติการพิเศษ,,,,,,1,1,1,{},FALSE
58,顽皮薄荷,頑皮薄荷,Naughty Mint,Bạc hà tinh nghịch,개구쟁이 민트,Hortelã Safada,มิ้นต์ซนๆ,,TRUE,config/item/character_item/icon_bh_wp.png,精灵在闻了这种薄荷之后，性格会变得顽皮,精靈在聞了這種薄荷之後，性格會變得頑皮,"""When a Pokémon smells this mint, it becomes naughty.""","Khi Pokémon ngửi loại bạc hà này, nó sẽ trở nên nghịch ngợm",포켓몬은 해당 박하의 냄새를 맡고 나면 개구쟁이로 변합니다,"Quando um Pokémon sente o cheiro dessa hortelã, ele fica travesso.",เมื่อโปเกมอนได้กลิ่นมิ้นต์นี้ มันจะกลายเป็นเด็กเกเร,可在精灵继承界面内性格交换一栏使用,可於寶可夢繼承介面中「性格交換」欄位使用,Can be used in the Nature Exchange section of the Pokémon Inheritance interface,Có thể sử dụng tại mục Đổi Tính Cách trong giao diện Thừa Kế Pokémon,포켓몬 계승 메뉴에서 성격 교환 중 사용,Pode ser usado na coluna de troca de caracteres na interface de herança elf,สามารถใช้ได้ในคอลัมน์แลกเปลี่ยนตัวละครในอินเทอร์เฟซการสืบทอดเอลฟ์,4,strengthen-attribute,18,9999999,{character=13},{},{},{},<2>,<2>,0,0,16,32,0,,,,,,,,通过特殊运营活动可获得该物品,通過特殊運營活動可獲得該物品,This item is available through special operation events,Vật phẩm này có thể nhận được thông qua các sự kiện đặc biệt.,특수 운영 이벤트에서 해당 아이템 획득 가능,Este item está disponível por meio de eventos de operação especial,รายการนี้มีจำหน่ายผ่านกิจกรรมปฏิบัติการพิเศษ,,,,,,1,1,1,{},FALSE
59,大胆薄荷,大膽薄荷,Bold Mint,Bạc hà đậm,대담 민트,Ousado Menta,มิ้นต์สีบรอนซ์,,TRUE,config/item/character_item/icon_bh_dd.png,精灵在闻了这种薄荷之后，性格会变得大胆,精靈在聞了這種薄荷之後，性格會變得大膽,"""When a Pokémon smells this mint, it becomes bold.""","Khi Pokémon ngửi loại bạc hà này, nó sẽ trở nên táo bạo",포켓몬은 해당 박하의 냄새를 맡고 나면 성격이 대담해집니다,"Quando um Pokémon sente o cheiro dessa menta, ele fica ousado.",เมื่อโปเกมอนได้กลิ่นมิ้นต์นี้ มันจะกลายเป็นกลิ่นที่เข้มข้น,可在精灵继承界面内性格交换一栏使用,可於寶可夢繼承介面中「性格交換」欄位使用,Can be used in the Nature Exchange section of the Pokémon Inheritance interface,Có thể sử dụng tại mục Đổi Tính Cách trong giao diện Thừa Kế Pokémon,포켓몬 계승 메뉴에서 성격 교환 중 사용,Pode ser usado na coluna de troca de caracteres na interface de herança elf,สามารถใช้ได้ในคอลัมน์แลกเปลี่ยนตัวละครในอินเทอร์เฟซการสืบทอดเอลฟ์,4,strengthen-attribute,18,9999999,{character=14},{},{},{},<2>,<2>,0,0,16,31,0,,,,,,,,通过特殊运营活动可获得该物品,通過特殊運營活動可獲得該物品,This item is available through special operation events,Vật phẩm này có thể nhận được thông qua các sự kiện đặc biệt.,특수 운영 이벤트에서 해당 아이템 획득 가능,Este item está disponível por meio de eventos de operação especial,รายการนี้มีจำหน่ายผ่านกิจกรรมปฏิบัติการพิเศษ,,,,,,1,1,1,{},FALSE
60,悠闲薄荷,悠閒薄荷,Relaxed Mint,Bạc hà thư giãn,무사태평 민트,Menta Relaxada,มิ้นต์ผ่อนคลาย,,TRUE,config/item/character_item/icon_bh_yx.png,精灵在闻了这种薄荷之后，性格会变得悠闲,精靈在聞了這種薄荷之後，性格會變得悠閒,"""When a Pokémon smells this mint, it becomes relaxed""","Khi Pokémon ngửi loại bạc hà này, nó sẽ trở nên thư giãn",포켓몬은 해당 박하의 냄새를 맡고 나면 성격이 여유로워집니다,"Quando um Pokémon sente o cheiro desta menta, ele fica relaxado",“เมื่อโปเกม่อนได้กลิ่นมิ้นต์นี้ มันจะผ่อนคลายลง”,可在精灵继承界面内性格交换一栏使用,可於寶可夢繼承介面中「性格交換」欄位使用,Can be used in the Nature Exchange section of the Pokémon Inheritance interface,Có thể sử dụng tại mục Đổi Tính Cách trong giao diện Thừa Kế Pokémon,포켓몬 계승 메뉴에서 성격 교환 중 사용,Pode ser usado na coluna de troca de caracteres na interface de herança elf,สามารถใช้ได้ในคอลัมน์แลกเปลี่ยนตัวละครในอินเทอร์เฟซการสืบทอดเอลฟ์,4,strengthen-attribute,18,9999999,{character=15},{},{},{},<2>,<2>,0,0,16,30,0,,,,,,,,通过特殊运营活动可获得该物品,通過特殊運營活動可獲得該物品,This item is available through special operation events,Vật phẩm này có thể nhận được thông qua các sự kiện đặc biệt.,특수 운영 이벤트에서 해당 아이템 획득 가능,Este item está disponível por meio de eventos de operação especial,รายการนี้มีจำหน่ายผ่านกิจกรรมปฏิบัติการพิเศษ,,,,,,1,1,1,{},FALSE
61,淘气薄荷,淘氣薄荷,Impish Mint,Bạc hà tinh nghịch,장난꾸러기 민트,Menta Impish,มิ้นต์ขี้เล่น,,TRUE,config/item/character_item/icon_bh_tq.png,精灵在闻了这种薄荷之后，性格会变得淘气,精靈在聞了這種薄荷之後，性格會變得淘氣,"""When a Pokémon smells this mint, it becomes impish.""","Khi Pokémon ngửi loại bạc hà này, nó sẽ trở nên ranh mãnh",포켓몬은 해당 박하의 냄새를 맡고 나면 말썽쟁이로 변합니다,"Quando um Pokémon sente o cheiro dessa menta, ele fica travesso.",เมื่อโปเกมอนได้กลิ่นมิ้นต์นี้ มันจะกลายเป็นคนซุกซน,可在精灵继承界面内性格交换一栏使用,可於寶可夢繼承介面中「性格交換」欄位使用,Can be used in the Nature Exchange section of the Pokémon Inheritance interface,Có thể sử dụng tại mục Đổi Tính Cách trong giao diện Thừa Kế Pokémon,포켓몬 계승 메뉴에서 성격 교환 중 사용,Pode ser usado na coluna de troca de caracteres na interface de herança elf,สามารถใช้ได้ในคอลัมน์แลกเปลี่ยนตัวละครในอินเทอร์เฟซการสืบทอดเอลฟ์,4,strengthen-attribute,18,9999999,{character=16},{},{},{},<2>,<2>,0,0,16,29,0,,,,,,,,通过特殊运营活动可获得该物品,通過特殊運營活動可獲得該物品,This item is available through special operation events,Vật phẩm này có thể nhận được thông qua các sự kiện đặc biệt.,특수 운영 이벤트에서 해당 아이템 획득 가능,Este item está disponível por meio de eventos de operação especial,รายการนี้มีจำหน่ายผ่านกิจกรรมปฏิบัติการพิเศษ,,,,,,1,1,1,{},FALSE
62,乐天薄荷,樂天薄荷,Lax Mint,Kẹo bạc hà Lotte,촐랑 민트,Menta Lax,แลกซ์ มิ้นท์,,TRUE,config/item/character_item/icon_bh_lt.png,精灵在闻了这种薄荷之后，性格会变得乐天,精靈在聞了這種薄荷之後，性格會變得樂天,"""When a Pokémon smells this mint, it becomes lax.""","Khi Pokémon ngửi loại bạc hà này, nó sẽ trở nên bất cẩn",포켓몬은 해당 박하의 냄새를 맡고 나면 성격이 긍정적으로 변합니다,"Quando um Pokémon sente o cheiro dessa menta, ele fica relaxado.",เมื่อโปเกมอนได้กลิ่นมิ้นต์นี้ มันจะกลายเป็นคนสบายๆ,可在精灵继承界面内性格交换一栏使用,可於寶可夢繼承介面中「性格交換」欄位使用,Can be used in the Nature Exchange section of the Pokémon Inheritance interface,Có thể sử dụng tại mục Đổi Tính Cách trong giao diện Thừa Kế Pokémon,포켓몬 계승 메뉴에서 성격 교환 중 사용,Pode ser usado na coluna de troca de caracteres na interface de herança elf,สามารถใช้ได้ในคอลัมน์แลกเปลี่ยนตัวละครในอินเทอร์เฟซการสืบทอดเอลฟ์,4,strengthen-attribute,18,9999999,{character=17},{},{},{},<2>,<2>,0,0,16,28,0,,,,,,,,通过特殊运营活动可获得该物品,通過特殊運營活動可獲得該物品,This item is available through special operation events,Vật phẩm này có thể nhận được thông qua các sự kiện đặc biệt.,특수 운영 이벤트에서 해당 아이템 획득 가능,Este item está disponível por meio de eventos de operação especial,รายการนี้มีจำหน่ายผ่านกิจกรรมปฏิบัติการพิเศษ,,,,,,1,1,1,{},FALSE
63,内敛薄荷,內斂薄荷,Modest Mint,Bạc hà kín đáo,조심 민트,Menta Modesta,มิ้นต์ธรรมดา,,TRUE,config/item/character_item/icon_bh_nl.png,精灵在闻了这种薄荷之后，性格会变得内敛,精靈在聞了這種薄荷之後，性格會變得內斂,"""When a Pokémon smells this mint, it becomes modest.""","Khi Pokémon ngửi loại bạc hà này, nó sẽ trở nên khiêm tốn",포켓몬은 해당 박하의 냄새를 맡고 나면 성격이 내성적으로 변합니다,"Quando um Pokémon sente o cheiro desta hortelã, ele se torna modesto.",เมื่อโปเกมอนได้กลิ่นมิ้นต์นี้ มันจะกลายเป็นคนสุภาพ,可在精灵继承界面内性格交换一栏使用,可於寶可夢繼承介面中「性格交換」欄位使用,Can be used in the Nature Exchange section of the Pokémon Inheritance interface,Có thể sử dụng tại mục Đổi Tính Cách trong giao diện Thừa Kế Pokémon,포켓몬 계승 메뉴에서 성격 교환 중 사용,Pode ser usado na coluna de troca de caracteres na interface de herança elf,สามารถใช้ได้ในคอลัมน์แลกเปลี่ยนตัวละครในอินเทอร์เฟซการสืบทอดเอลฟ์,4,strengthen-attribute,18,9999999,{character=18},{},{},{},<2>,<2>,0,0,16,27,0,,,,,,,,通过特殊运营活动可获得该物品,通過特殊運營活動可獲得該物品,This item is available through special operation events,Vật phẩm này có thể nhận được thông qua các sự kiện đặc biệt.,특수 운영 이벤트에서 해당 아이템 획득 가능,Este item está disponível por meio de eventos de operação especial,รายการนี้มีจำหน่ายผ่านกิจกรรมปฏิบัติการพิเศษ,,,,,,1,1,1,{},FALSE
64,慢吞吞薄荷,慢吞吞薄荷,Mild Mint,Bạc hà chậm chạp,의젓 민트,Menta suave,มิ้นต์อ่อนๆ,,TRUE,config/item/character_item/icon_bh_lj.png,精灵在闻了这种薄荷之后，性格会变得慢吞吞,精靈在聞了這種薄荷之後，性格會變得慢吞吞,"""When a Pokémon smells this mint, it becomes mild.""","Khi Pokémon ngửi loại bạc hà này, nó sẽ trở nên nhẹ nhàng",포켓몬은 해당 박하의 냄새를 맡고 나면 성격이 느릿느릿해집니다,"Quando um Pokémon sente o cheiro desta menta, ele se torna suave.",“เมื่อโปเกมอนได้กลิ่นมิ้นต์นี้ มันจะอ่อนลง”,可在精灵继承界面内性格交换一栏使用,可於寶可夢繼承介面中「性格交換」欄位使用,Can be used in the Nature Exchange section of the Pokémon Inheritance interface,Có thể sử dụng tại mục Đổi Tính Cách trong giao diện Thừa Kế Pokémon,포켓몬 계승 메뉴에서 성격 교환 중 사용,Pode ser usado na coluna de troca de caracteres na interface de herança elf,สามารถใช้ได้ในคอลัมน์แลกเปลี่ยนตัวละครในอินเทอร์เฟซการสืบทอดเอลฟ์,4,strengthen-attribute,18,9999999,{character=19},{},{},{},<2>,<2>,0,0,16,26,0,,,,,,,,通过特殊运营活动可获得该物品,通過特殊運營活動可獲得該物品,This item is available through special operation events,Vật phẩm này có thể nhận được thông qua các sự kiện đặc biệt.,특수 운영 이벤트에서 해당 아이템 획득 가능,Este item está disponível por meio de eventos de operação especial,รายการนี้มีจำหน่ายผ่านกิจกรรมปฏิบัติการพิเศษ,,,,,,1,1,1,{},FALSE
65,冷静薄荷,冷靜薄荷,Quiet Mint,Bạc hà mát lạnh,냉정 민트,Menta Silenciosa,เงียบมิ้นต์,,TRUE,config/item/character_item/icon_bh_mtt.png,精灵在闻了这种薄荷之后，性格会变得冷静,精靈在聞了這種薄荷之後，性格會變得冷靜,"""When a Pokémon smells this mint, it becomes quiet.""","Khi Pokémon ngửi loại bạc hà này, nó sẽ trở nên trầm lặng",포켓몬은 해당 박하의 냄새를 맡고 나면 성격이 냉정해집니다,"Quando um Pokémon sente o cheiro desta hortelã, ele fica quieto.",“เมื่อโปเกมอนได้กลิ่นมิ้นต์นี้ มันจะเงียบสงบ”,可在精灵继承界面内性格交换一栏使用,可於寶可夢繼承介面中「性格交換」欄位使用,Can be used in the Nature Exchange section of the Pokémon Inheritance interface,Có thể sử dụng tại mục Đổi Tính Cách trong giao diện Thừa Kế Pokémon,포켓몬 계승 메뉴에서 성격 교환 중 사용,Pode ser usado na coluna de troca de caracteres na interface de herança elf,สามารถใช้ได้ในคอลัมน์แลกเปลี่ยนตัวละครในอินเทอร์เฟซการสืบทอดเอลฟ์,4,strengthen-attribute,18,9999999,{character=20},{},{},{},<2>,<2>,0,0,16,25,0,,,,,,,,通过特殊运营活动可获得该物品,通過特殊運營活動可獲得該物品,This item is available through special operation events,Vật phẩm này có thể nhận được thông qua các sự kiện đặc biệt.,특수 운영 이벤트에서 해당 아이템 획득 가능,Este item está disponível por meio de eventos de operação especial,รายการนี้มีจำหน่ายผ่านกิจกรรมปฏิบัติการพิเศษ,,,,,,1,1,1,{},FALSE
66,马虎薄荷,馬虎薄荷,Rash Mint,Bạc hà lơ là,덜렁 민트,Hortelã Erupção Cutânea,ผื่นสะระแหน่,,TRUE,config/item/character_item/icon_bh_mh.png,精灵在闻了这种薄荷之后，性格会变得马虎,精靈在聞了這種薄荷之後，性格會變得馬虎,"""When a Pokémon smells this mint, it becomes rash.""","Khi Pokémon ngửi loại bạc hà này, nó sẽ trở nên bốc đồng",포켓몬은 해당 박하의 냄새를 맡고 나면 성격이 건성건성 해집니다,"Quando um Pokémon sente o cheiro dessa hortelã, ele fica irritado.",“เมื่อโปเกมอนได้กลิ่นมิ้นต์นี้ มันจะกลายเป็นผื่น”,可在精灵继承界面内性格交换一栏使用,可於寶可夢繼承介面中「性格交換」欄位使用,Can be used in the Nature Exchange section of the Pokémon Inheritance interface,Có thể sử dụng tại mục Đổi Tính Cách trong giao diện Thừa Kế Pokémon,포켓몬 계승 메뉴에서 성격 교환 중 사용,Pode ser usado na coluna de troca de caracteres na interface de herança elf,สามารถใช้ได้ในคอลัมน์แลกเปลี่ยนตัวละครในอินเทอร์เฟซการสืบทอดเอลฟ์,4,strengthen-attribute,18,9999999,{character=21},{},{},{},<2>,<2>,0,0,16,24,0,,,,,,,,通过特殊运营活动可获得该物品,通過特殊運營活動可獲得該物品,This item is available through special operation events,Vật phẩm này có thể nhận được thông qua các sự kiện đặc biệt.,특수 운영 이벤트에서 해당 아이템 획득 가능,Este item está disponível por meio de eventos de operação especial,รายการนี้มีจำหน่ายผ่านกิจกรรมปฏิบัติการพิเศษ,,,,,,1,1,1,{},FALSE
