变量名,_beizhu,triggerTime,lastTime,needAutoJump,canSkip,isFirstGate,isOver,storyType,guideArgs,showType,choices,gotoStep,force,useRoleFigure,unitId,offPos,talkSelect,talkContent,talkContent_tw,talkContent_en,talkContent_vn,talkContent_kr,talkContent_pt,talkContent_th,topTalk,topTalk_tw,topTalk_en,topTalk_vn,topTalk_kr,topTalk_pt,topTalk_th,topTalkPos,topPosX,topPosY,playmp4,headRes,headPos,roleName,roleName_tw,roleName_en,roleName_vn,roleName_kr,roleName_pt,roleName_th,bgRes,tagName,animate,animateAngle,animatePos,anyPosCancel,lightSize
607063,,4000,6000,0,TRUE,FALSE,,0,,2,<>,<>,2,,281018,{y=-150;x=0},<>,哼，今天就是阿尔宙斯来也救不了你们,哼，今天就是阿爾宙斯來也救不了你們,"Hmph, not even Arceus can save you today.","Hừ, hôm nay dù Arceus có đến cũng không cứu được các ngươi đâu.","흥, 오늘은 아르세우스가 와도 너희들을 구할 수 없다.","Hmph, nem mesmo Arceus pode salvá-los hoje.",หึ วันนี้ต่อให้เป็นอาร์เซอุสมาเองก็ช่วยพวกแกไม่ได้หรอก,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
608011,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<32>,,{y=-150;x=0},<>,又到了一年一度的劳动节，特此召开大会票选最勤劳宝可梦，请大家为心目中的最勤劳宝可梦投出宝贵的一票！,又到了一年一度的勞動節，特此召開大會票選最勤勞寶可夢，請大家為心目中的最勤勞寶可夢投出寶貴的一票！,"It's the annual Labor Day again, a conference is hereby held to elect the most diligent Pokémon. Please cast your precious vote for the most diligent Pokémon in your heart!","Lại đến Ngày Lao động hàng năm, nhân dịp này tổ chức đại hội bầu chọn Pokémon chăm chỉ nhất, mời mọi người bỏ phiếu quý giá cho Pokémon chăm chỉ nhất trong lòng mình!","일 년에 한 번 있는 노동절이 다시 돌아왔습니다. 이에 가장 근면한 포켓몬을 선출하는 대회를 개최하오니, 여러분의 마음에 드는 가장 근면한 포켓몬에게 소중한 한 표를 던져주시기 바랍니다!","É o Dia do Trabalho anual novamente, uma conferência é realizada para eleger o Pokémon mais diligente. Por favor, depositem seu precioso voto no Pokémon mais diligente em seus corações!",ถึงวันแรงงานประจำปีอีกครั้งแล้ว จึงได้มีการจัดประชุมเพื่อคัดเลือกโปเกมอนที่ขยันที่สุด ขอให้ทุกท่านลงคะแนนเสียงอันมีค่าให้กับโปเกมอนที่ขยันที่สุดในใจของท่าน!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
608012,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<32>,,{y=-150;x=0},<>,下面有请第一位劳动模范代表——修建老匠发表感言,下面有請第一位勞動模範代表——修建老匠發表感言,"Next, let's welcome the first model worker representative—Conkeldurr, to give a speech.","Tiếp theo, xin mời đại diện người lao động gương mẫu đầu tiên - Conkeldurr, phát biểu cảm nghĩ.",다음으로 첫 번째 노동 모범 대표이신 노보청 님의 소감을 들어보겠습니다.,"A seguir, vamos dar as boas-vindas ao primeiro representante dos trabalhadores-modelo—Conkeldurr, para fazer um discurso.",ต่อไป ขอเชิญตัวแทนผู้ใช้แรงงานตัวอย่างคนแรก — คอนเคลเดอร์ กล่าวสุนทรพจน์,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
608013,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,,282013,{y=-150;x=150},<>,咱们工人有力量！,咱們工人有力量！,We workers have strength!,Công nhân chúng ta có sức mạnh!,우리 노동자에게는 힘이 있다!,"Nós, trabalhadores, temos força!",พวกเราคนงานมีพลัง!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
608014,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<32>,,{y=-150;x=0},<>,对了，在投票开始之前，应观众要求采访您一下，对于精灵评分垫底这件事，您怎么看？,對了，在投票開始之前，應觀眾要求採訪您一下，對於精靈評分墊底這件事，您怎麼看？,"By the way, before the voting begins, at the audience's request, I'd like to interview you. What do you think about being at the bottom of the Pokémon rankings?","À đúng rồi, trước khi bắt đầu bỏ phiếu, theo yêu cầu của khán giả, xin phỏng vấn ngài một chút, về việc xếp hạng cuối cùng trong bảng xếp hạng Pokémon, ngài nghĩ sao?","对了, 투표 시작 전에, 관객들의 요청에 따라 인터뷰를 좀 하겠습니다. 포켓몬 평점에서 꼴찌를 한 것에 대해 어떻게 생각하십니까?","A propósito, antes do início da votação, a pedido do público, gostaria de entrevistá-lo. O que você acha de estar no fundo do ranking dos Pokémon?",เอ้อ ก่อนที่จะเริ่มการลงคะแนน ตามคำขอของผู้ชมขอสัมภาษณ์ท่านหน่อย เกี่ยวกับเรื่องที่ท่านได้คะแนนโปเกมอนต่ำสุด ท่านมีความคิดเห็นอย่างไร?,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
608015,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,,282013,{y=-150;x=150},<>,……（把主持人打飞）嘿！咱们工人有力量！,……（把主持人打飛）嘿！咱們工人有力量！,... (Knocks the host away) Hey! We workers have strength!,... (Đánh bay người dẫn chương trình) Này! Công nhân chúng ta có sức mạnh!,… (진행자를 날려버리며) 헤이! 우리 노동자에게는 힘이 있다!,"... (Derruba o apresentador) Ei! Nós, trabalhadores, temos força!",… (ต่อยพิธีกรกระเด็น) เฮ้! พวกเราคนงานมีพลัง!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
608021,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<32>,,{y=-150;x=0},<>,第二位劳动模范代表是来自力大搬家公司的搬家团队,第二位勞動模範代表是來自力大搬家公司的搬家團隊,The second model worker representative is the moving team from Machoke Moving Company.,Đại diện người lao động gương mẫu thứ hai là đội chuyển nhà từ Công ty chuyển nhà Machoke.,두 번째 노동 모범 대표는 근육몬 이사 회사의 이사 팀입니다.,O segundo representante dos trabalhadores-modelo é a equipe de mudança da Machoke Moving Company.,ตัวแทนผู้ใช้แรงงานตัวอย่างคนที่สองคือทีมขนย้ายจากบริษัท มาโช้ค มูฟวิ่ง,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
608022,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,,282014,{y=-150;x=0},<>,（展示肌肉）我们的口号是！,（展示肌肉）我們的口號是！,(Flexing muscles) Our slogan is!,(Khoe cơ bắp) Khẩu hiệu của chúng tôi là!,(근육을 과시하며) 우리의 구호는!,(Mostrando os músculos) Nosso lema é!,(โชว์กล้าม) คำขวัญของเราคือ!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
608023,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,,282015,{y=0;x=150},<>,（展示肌肉）人多力量大！东西再多也不怕！,（展示肌肉）人多力量大！東西再多也不怕！,"(Flexing muscles) There is strength in numbers! No matter how much stuff there is, we are not afraid!",(Khoe cơ bắp) Nhiều người sức mạnh lớn! Dù đồ có nhiều cũng không sợ!,(근육을 과시하며) 사람이 많으면 힘이 세다! 물건이 아무리 많아도 두렵지 않다!,"(Mostrando os músculos) A união faz a força! Não importa quanta coisa haja, não temos medo!",(โชว์กล้าม) คนเยอะพลังแยะ! ของจะเยอะแค่ไหนก็ไม่กลัว!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
608024,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,,282016,{y=-100;x=0},<>,（展示鸡肉）啾啾……,（展示雞肉）啾啾……,(Flexing chicken) Cheep cheep...,(Khoe thịt gà) Chíp chíp...,(닭고기를 과시하며) 짹짹…,(Mostrando frango) Piu piu...,(โชว์เนื้อไก่) จิ๊บๆ…,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
608031,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<32>,,{y=-150;x=0},<>,接下来有请杰尼消防队的成员,接下來有請傑尼消防隊的成員,"Next, let's welcome the members of the Squirtle Fire Squad.","Tiếp theo, xin mời các thành viên của Đội cứu hỏa Squirtle.",다음으로 꼬부기 소방대원들을 모시겠습니다.,"A seguir, vamos dar as boas-vindas aos membros do Esquadrão de Bombeiros Squirtle.",ต่อไป ขอเชิญสมาชิกของหน่วยดับเพลิงสเควิตเทิล,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
608032,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,,282017,{y=-100;x=50},<>,杰尼杰尼！（向主持人喷水玩）,傑尼傑尼！（向主持人噴水玩）,Squirtle Squirtle! (Sprays water at the host playfully),Squirtle Squirtle! (Phun nước vào người dẫn chương trình để trêu),꼬부기 꼬부기! (진행자에게 장난으로 물을 뿌리며),Squirtle Squirtle! (Joga água no apresentador de brincadeira),สเควิตเทิล สเควิตเทิล! (พ่นน้ำใส่พิธีกรเล่น),,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
608033,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<32>,,{y=-150;x=0},<>,（擦水）我宣布取消你们的参选资……,（擦水）我宣佈取消你們的參選資……,(Wiping water) I declare your eligibility for election canceled...,(Lau nước) Tôi tuyên bố hủy bỏ tư cách tham gia của các bạn...,(물을 닦으며) 여러분의 출마 자격을 취소한다고 선언합니다…,(Limpando a água) Declaro sua elegibilidade para a eleição cancelada...,(เช็ดน้ำ) ฉันขอประกาศยกเลิกสิทธิ์ในการเข้าร่วมการเลือกตั้งของพวกคุณ...,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
608034,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,,282019,{y=-200;x=150},<>,噗--（喷水击飞主持人）,噗--（噴水擊飛主持人）,Pfft-- (Knocks the host away with a spray of water),Phụt-- (Phun nước đánh bay người dẫn chương trình),푸-- (물을 뿌려 진행자를 날려버리며),Pfft-- (Derruba o apresentador com um jato de água),ฟู่-- (พ่นน้ำใส่พิธีกรกระเด็น),,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
608041,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<32>,,{y=-150;x=0},<>,接下……,接下……,Next...,Tiếp theo...,다음은…,A seguir...,ต่อไป...,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
608042,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,,282020,{y=-300;x=150},<>,嗖--（飞快地跑出会场）,嗖--（飛快地跑出會場）,Swoosh-- (Runs out of the venue at high speed),Vù-- (Chạy nhanh ra khỏi hội trường),휙-- (회의장을 빠르게 뛰쳐나가며),Swoosh-- (Corre para fora do local em alta velocidade),ฟิ้ว-- (วิ่งออกจากห้องประชุมอย่างรวดเร็ว),,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
608043,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<32>,,{y=-150;x=0},<>,……来我们……,……來我們……,...let us...,...chúng ta hãy...,…우리…,...vamos nós...,...พวกเรา...,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
608044,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,,282020,{y=-300;x=150},<>,嗖--（飞快地跑回会场）,嗖--（飛快地跑回會場）,Swoosh-- (Runs back into the venue at high speed),Vù-- (Chạy nhanh trở lại hội trường),휙-- (회의장으로 빠르게 돌아오며),Swoosh-- (Corre de volta para o local em alta velocidade),ฟิ้ว-- (วิ่งกลับเข้ามาในห้องประชุมอย่างรวดเร็ว),,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
608045,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,,282020,{y=-300;x=150},<>,手里举了个牌子：我是送快递的快龙，大家要pick我哦！（比心）,手裡舉了個牌子：我是送快遞的快龍，大家要pick我哦！（比心）,"Holding up a sign: I'm Dragonite, the deliveryman, please pick me! (Makes a heart sign)","Tay cầm một tấm biển: Tôi là Dragonite giao hàng, mọi người hãy pick tôi nhé! (Làm trái tim)","손에 팻말을 들고: 저는 택배원 망나뇽입니다, 여러분 저를 뽑아주세요! (하트 표시)","Segurando uma placa: Eu sou o Dragonite, o entregador, por favor, me escolham! (Faz um sinal de coração)",ในมือถือป้าย: ฉันคือไคริวคนส่งของ ทุกคนต้องเลือกฉันนะ! (ทำท่าหัวใจ),,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
608046,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<32>,,{y=-150;x=0},<>,……,……,...,...,…,...,…,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
608051,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<32>,,{y=-150;x=0},<>,最后一位劳动模范代表是广受病人好评的胖可丁护士，有请！,最後一位勞動模範代表是廣受病人好評的胖可丁護士，有請！,"The last model worker representative is Nurse Wigglytuff, who is highly praised by patients, please welcome her!","Đại diện người lao động gương mẫu cuối cùng là y tá Wigglytuff được bệnh nhân đánh giá cao, xin mời!","마지막 노동 모범 대표는 환자들로부터 좋은 평가를 받고 있는 푸크린 간호사입니다, 모시겠습니다!","A última representante dos trabalhadores-modelo é a Enfermeira Wigglytuff, muito elogiada pelos pacientes, por favor, dêem-lhe as boas-vindas!",ตัวแทนผู้ใช้แรงงานตัวอย่างคนสุดท้ายคือพยาบาลวิกลิทัฟที่ได้รับคำชมจากผู้ป่วยเป็นอย่างมาก ขอเชิญ!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
608052,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,,282022,{y=-100;x=0},<>,啦啦啦（哼着歌上台）,啦啦啦（哼著歌上臺）,La la la (Comes on stage humming a song),La la la (Vừa hát vừa lên sân khấu),라라라 (노래를 흥얼거리며 무대에 오르며),La la la (Sobe ao palco cantarolando uma canção),ลาลาลา (ร้องเพลงขึ้นเวที),,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
608053,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<32>,,{y=-150;x=0},<>,……zzZZ……,……zzZZ……,...zzZZ...,...zzZZ...,…zzZZ…,...zzZZ...,...zzZZ...,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
608061,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<32>,,{y=-150;x=0},<>,本次劳动表彰大会圆满落幕，请各位宝可梦和训练家们有序退场……,本次勞動表彰大會圓滿落幕，請各位寶可夢和訓練家們有序退場……,"This Labor Day commendation conference has come to a successful conclusion. Pokémon and trainers, please exit in an orderly manner...","Đại hội khen thưởng lao động lần này đã kết thúc thành công tốt đẹp, mời các Pokémon và huấn luyện viên ra về một cách có trật tự...",이번 노동 표창 대회는 성공적으로 막을 내렸습니다. 포켓몬과 트레이너 여러분께서는 질서 있게 퇴장해 주시기 바랍니다…,"Esta conferência de homenagem ao Dia do Trabalho chegou a uma conclusão bem-sucedida. Pokémon e treinadores, por favor, saiam de forma ordenada...",การประชุมมอบรางวัลแรงงานในครั้งนี้สิ้นสุดลงอย่างสมบูรณ์ ขอให้โปเกมอนและเทรนเนอร์ทุกท่านทยอยออกจากงานอย่างเป็นระเบียบ...,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
608062,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,,282027,{y=-100;x=150},<>,呼噜……ZZzz…,呼嚕……ZZzz…,Snore... ZZzz…,Khò... ZZzz...,쿨쿨… ZZzz…,Ronco... ZZzz…,คร่อก... ZZzz…,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
608063,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<32>,,{y=-150;x=0},<>,……什么时候出现在台上的，你也是来参选的吗,……什麼時候出現在臺上的，你也是來參選的嗎,"...When did you appear on the stage, are you also here to run for election?","...Bạn xuất hiện trên sân khấu từ lúc nào vậy, bạn cũng đến để tranh cử à?","…언제 무대에 나타났지, 너도 출마하러 온 거니?","...Quando você apareceu no palco, você também está aqui para concorrer?",...คุณมาอยู่บนเวทีตั้งแต่เมื่อไหร่ คุณมาลงสมัครด้วยเหรอ,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
608064,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,,282027,{y=-100;x=150},<>,（一边打呼噜一边点了点头）ZZzz…,（一邊打呼嚕一邊點了點頭）ZZzz…,(Nods while snoring) ZZzz…,(Vừa ngáy vừa gật đầu) ZZzz…,(코를 골며 고개를 끄덕이며) ZZzz…,(Acena com a cabeça enquanto ronca) ZZzz…,(พยักหน้าพร้อมกับกรน) ZZzz…,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
608065,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<32>,,{y=-150;x=0},<>,我们可是票选最勤劳宝可梦，你确定……（被一拳打飞出场外）……吗……,我們可是票選最勤勞寶可夢，你確定……（被一拳打飛出場外）……嗎……,"We are electing the most diligent Pokémon, are you sure... (Gets punched out of the venue) ...you are...","Chúng tôi đang bầu chọn Pokémon chăm chỉ nhất, bạn chắc chứ... (Bị một cú đấm đánh bay ra khỏi sân khấu)... không...","우리는 가장 근면한 포켓몬을 뽑고 있는데, 너 확실히… (주먹에 맞아 무대 밖으로 날아가며) …맞니…","Estamos elegendo o Pokémon mais diligente, você tem certeza... (É socado para fora do local)... que é você...",เรากำลังคัดเลือกโปเกมอนที่ขยันที่สุด คุณแน่ใจนะ... (ถูกต่อยกระเด็นออกจากเวที)... ว่า...,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
608066,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,,282027,{y=-100;x=150},<>,（睡眼惺忪地瞟了一眼会场，然后懒洋洋地翻了个身，只见屁股上写了两个大字：投我！）,（睡眼惺忪地瞟了一眼會場，然後懶洋洋地翻了個身，只見屁股上寫了兩個大字：投我！）,"(Looks around the venue with sleepy eyes, then lazily turns over, revealing two large words written on its butt: VOTE FOR ME!)","(Nhìn quanh hội trường với đôi mắt ngái ngủ, sau đó lười biếng lật người lại, chỉ thấy trên mông có viết hai chữ lớn: BẦU CHO TÔI!)","(졸린 눈으로 회의장을 훑어보고는, 게으르게 몸을 뒤집자, 엉덩이에 '나를 뽑아!'라는 두 글자가 크게 쓰여 있었다.)","(Olha ao redor do local com olhos sonolentos, depois se vira preguiçosamente, revelando duas grandes palavras escritas em seu traseiro: VOTE EM MIM!)",(เหลือบมองไปรอบๆ ห้องประชุมด้วยดวงตาง่วงนอน จากนั้นก็พลิกตัวอย่างเกียจคร้าน ปรากฏตัวอักษรขนาดใหญ่สองตัวเขียนอยู่บนก้น: เลือกฉัน!),,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
609010,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<1>,,,<>,前面发生了什么？怎么像是着火了一样？,前面發生了什麼？怎麼像是著火了一樣？,What happened down there? Why it is like on fire?,Chuyện gì đã xảy ra ở dưới đó vậy? Sao lại giống như đang cháy thế?,앞에 무슨 일이야? 왜 불이 난 것 같은데?,O que aconteceu lá embaixo? Por que está parecendo que está pegando fogo?,ข้างล่างนั่นเกิดอะไรขึ้น? ทำไมมันเหมือนไฟไหม้เลย?,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
609012,,2000,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<1>,,,<>,咦！是那只小火焰猴发出的火焰……等一下，那些精灵怎么好像都在攻击它？,咦！是那只小火焰猴發出的火焰……等一下，那些精靈怎麼好像都在攻擊它？,"What! It's the flames from that Chimchar...Wait a minute, why do all those Pokémons seem to be attacking it?","Cái gì! Đó là ngọn lửa từ con Chimchar đó... Khoan đã, tại sao tất cả các Pokémon đó dường như đang tấn công nó?","어! 저 불꽃숭이가 내뿜는 불꽃인데... 잠깐만, 저 포켓몬들이 왜 모두 얘를 공격하는거야?","O quê! São as chamas daquele Chimchar... Espere um minuto, por que todos aqueles Pokémons parecem estar atacando-o?",อะไรนะ! นั่นมันเปลวไฟจากเจ้าชิมชาร์นี่นา...เดี๋ยวนะ ทำไมโปเกมอนพวกนั้นถึงได้รุมโจมตีมันล่ะ?,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
609013,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,,,,<>,只见一群凶恶的精灵在围攻一只伤痕累累的小火焰猴。,只見一群兇惡的精靈在圍攻一隻傷痕累累的小火焰猴。,"I saw a group of ferocious Pokémons besieging a scarred Chimchar,","Tôi thấy một nhóm Pokémon hung dữ đang bao vây một con Chimchar đầy sẹo,",여러 흉악한 포켓몬들이 한 상처 많은 불꽃숭이를 포위 공격하고 있다.,"Eu vi um grupo de Pokémons ferozes cercando um Chimchar cheio de cicatrizes,",ฉันเห็นกลุ่มโปเกมอนดุร้ายกำลังรุมล้อมชิมชาร์ที่เต็มไปด้วยบาดแผล,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
609014,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,,2021,{y=-150;x=0},<>,唔……,唔……,Charrrr……,Charrrr……,움...,Charrrr……,ชารรรรร……,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
609015,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<1>,,,<>,喂喂，住手啊，这么多人欺负一个，太过分了吧！,喂喂，住手啊，這麼多人欺負一個，太過分了吧！,"Hey, it’s time to stop! You are bullying Chimchar!","Này, đến lúc dừng lại rồi! Các người đang bắt nạt Chimchar!","야, 그만해, 이렇게 많은 사람들이 얘 하나를 괴롭히다니, 너무한 거 아니야!","Ei, é hora de parar! Vocês estão intimidando o Chimchar!",เฮ้ หยุดได้แล้วนะ! พวกนายกำลังรังแกชิมชาร์!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
609016,,0,2000,0,TRUE,FALSE,,0,,1,<>,<>,1,,,{y=400;x=-100},<>,胜利条件：保护小火焰猴，击退其他精灵！,勝利條件：保護小火焰猴，擊退其他精靈！,Victory conditions: Protect Chimchar and defeat other Pokémons!,Điều kiện chiến thắng: Bảo vệ Chimchar và đánh bại các Pokémon khác!,승리 조건: 불꽃숭이를 보호하고 다른 포켓몬을 물리치기!,Condições de vitória: Proteger o Chimchar e derrotar os outros Pokémons!,เงื่อนไขชัยชนะ: ปกป้องชิมชาร์และเอาชนะโปเกมอนตัวอื่นๆ!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
609018,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<1>,,,<>,呼……暂时击退他们了。,呼……暫時擊退他們了。,Phew...Fought them off temporarily,Phù... Tạm thời đã đánh lui được chúng.,휴…일단 그들을 물리쳤다.,Ufa... Lutei contra eles temporariamente,เฮ้อ...สู้กับพวกมันได้ชั่วคราว,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
609019,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<1>,,,<>,你没事吧？小火焰猴！,你沒事吧？小火焰猴！,Are you OK? Chimchar!,Cậu có sao không? Chimchar!,너 괜찮니? 불꽃숭이!,Você está bem? Chimchar!,นายเป็นอะไรมั้ย? ชิมชาร์!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
609021,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<1>,,,<>,啊这，不小心伤到了小火焰猴。,啊這，不小心傷到了小火焰猴。,Oh! Accidentally injured Chimchar.,Ồ! Vô tình làm bị thương Chimchar.,"아, 불꽃숭이를 다치게 했구나.",Oh! Feri acidentalmente o Chimchar.,โอ๊ะ! เผลอทำร้ายชิมชาร์เข้าซะแล้ว,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
609025,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,,2021,{y=-150;x=0},<>,嘿咔~（痛苦）咔啊啊啊啊！！,嘿哢~（痛苦）哢啊啊啊啊！！,Char~ (painful) char ah ah ah ah! !,Char~ (đau đớn) char a a a a! !,흐카~ (아픔) 캬아아아아!!,Char~ (doloroso) char ah ah ah ah! !,ชาร์~ (เจ็บปวด) ชาร์ อ๊า อ๊า อ๊า! !,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
609026,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<1>,,,<>,你怎么了？小火焰猴！,你怎麼了？小火焰猴！,What happened to you? Chimchar!,Cậu bị sao vậy? Chimchar!,왜 그래? 불꽃숭이!,O que aconteceu com você? Chimchar!,นายเป็นอะไรไป? ชิมชาร์!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
609027,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,,,,<>,原本奄奄一息的小火焰猴身体爆发出了烈焰点燃了周围，尾部冒出数条如火蛇般扭动的火柱。,原本奄奄一息的小火焰猴身體爆發出了烈焰點燃了周圍，尾部冒出數條如火蛇般扭動的火柱。,"The body of the dying Chimchar burst into flames and ignited the surroundings, and several fire pillars that twisted like fire snakes emerged from the tail.","Cơ thể của con Chimchar đang hấp hối bùng lên ngọn lửa và đốt cháy xung quanh, và vài cột lửa xoắn như rắn lửa trồi lên từ đuôi.",죽어가던 불꽃숭이가 몸에서 불꽃이 튀어 주변에 불을 붙이고 꼬리에서 불뱀처럼 뒤틀린 수많은 불기둥이 솟구쳤다.,"O corpo do Chimchar moribundo explodiu em chamas e incendiou os arredores, e vários pilares de fogo que se torciam como cobras de fogo emergiram da cauda.",ร่างของชิมชาร์ที่ใกล้ตายลุกเป็นไฟและเผาไหม้รอบๆ และเสาไฟหลายต้นที่บิดเบี้ยวเหมือนงูไฟก็โผล่ออกมาจากหาง,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
609028,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<1>,,,<>,好强的猛火……,好強的猛火……,What a strong fire...,Ngọn lửa mạnh quá...,불길이 너무 세..,Que fogo forte...,ไฟแรงมาก...,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
609029,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,,,,<>,突然小火焰猴的身子发出了一阵耀眼的白光。,突然小火焰猴的身子發出了一陣耀眼的白光。,"Suddenly, the body of Chimchar emitted a dazzling white light.","Đột nhiên, cơ thể của Chimchar phát ra một luồng ánh sáng trắng chói lòa.",갑자기 불꽃숭이의 몸이 눈부신 흰 빛을 발했다.,"De repente, o corpo do Chimchar emitiu uma luz branca ofuscante.",ทันใดนั้น ร่างของชิมชาร์ก็เปล่งแสงสีขาวเจิดจ้าออกมา,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
609030,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<1>,,,<>,这难道是——进化！？,這難道是——進化！？,Is this evolution?!! ?,Đây là sự tiến hóa sao?!! ?,설마-- 진화!?,Isso é evolução?!! ?,นี่คือการวิวัฒนาการเหรอ?!! ?,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
