变量名,type,targetType,targetType2,targetArg,targetArg2,yyID,point,award,isShow,sort,title,title_tw,title_en,title_vn,title_kr,title_pt,title_th,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,jumpTo,languages
4048,4,40,40,1,100190,,20,{rmb=200;gold=20000},,14,冒险之路,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,Estrada da Aventura,ถนนแห่งการผจญภัย,冒险之路通关第190关,冒險之路通關第190關,Clear Adventure Road level 190,Adventure Road vượt ải 190,모험의 길 스테이지190 클리어,Estrada de aventura limpa nível 190,เคลียร์เส้นทางผจญภัย ระดับ 190,endlessTower,
4049,4,40,40,1,100200,,50,{rmb=200;2516=1},,15,冒险之路,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,Estrada da Aventura,ถนนแห่งการผจญภัย,冒险之路通关第200关,冒險之路通關第200關,Clear Adventure Road level 200,Adventure Road vượt ải 200,모험의 길 스테이지200 클리어,Estrada de aventura limpa nível 200,เคลียร์เส้นทางผจญภัย ระดับ 200,endlessTower,
4050,4,40,40,1,100210,,20,{rmb=200;gold=20000},,16,冒险之路,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,Estrada da Aventura,ถนนแห่งการผจญภัย,冒险之路通关第210关,冒險之路通關第210關,Clear Adventure Road level 210,Adventure Road vượt ải 210,모험의 길 스테이지210 클리어,Estrada de aventura limpa nível 210,เคลียร์เส้นทางผจญภัย ระดับ 210,endlessTower,
4051,4,40,40,1,100220,,20,{rmb=200;gold=20000},,17,冒险之路,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,Estrada da Aventura,ถนนแห่งการผจญภัย,冒险之路通关第220关,冒險之路通關第220關,Clear Adventure Road level 220,Adventure Road vượt ải 220,모험의 길 스테이지220 클리어,Estrada de aventura limpa nível 220,เคลียร์ถนนผจญภัย ระดับ 220,endlessTower,
4052,4,40,40,1,100230,,20,{rmb=200;gold=20000},,18,冒险之路,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,Estrada da Aventura,ถนนแห่งการผจญภัย,冒险之路通关第230关,冒險之路通關第230關,Clear Adventure Road level 230,Adventure Road vượt ải 230,모험의 길 스테이지230 클리어,Estrada de aventura limpa nível 230,เคลียร์ถนนผจญภัย ระดับ 230,endlessTower,
4053,4,40,40,1,100240,,20,{rmb=200;gold=20000},,19,冒险之路,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,Estrada da Aventura,ถนนแห่งการผจญภัย,冒险之路通关第240关,冒險之路通關第240關,Clear Adventure Road level 240,Adventure Road vượt ải 240,모험의 길 스테이지240 클리어,Estrada de aventura limpa nível 240,เคลียร์ถนนผจญภัย ระดับ 240,endlessTower,
4054,4,40,40,1,100250,,50,{rmb=200;gold=20000},,20,冒险之路,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,Estrada da Aventura,ถนนแห่งการผจญภัย,冒险之路通关第250关,冒險之路通關第250關,Clear Adventure Road level 250,Adventure Road vượt ải 250,모험의 길 스테이지250 클리어,Estrada de aventura limpa nível 250,เคลียร์เส้นทางผจญภัย ระดับ 250,endlessTower,
4055,4,40,40,1,100260,,20,{rmb=200;gold=20000},,21,冒险之路,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,Estrada da Aventura,ถนนแห่งการผจญภัย,冒险之路通关第260关,冒險之路通關第260關,Clear Adventure Road level 260,Adventure Road vượt ải 260,모험의 길 스테이지260 클리어,Estrada de aventura limpa nível 260,เคลียร์ถนนผจญภัย ระดับ 260,endlessTower,
4056,4,40,40,1,100270,,20,{rmb=200;gold=20000},,22,冒险之路,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,Estrada da Aventura,ถนนแห่งการผจญภัย,冒险之路通关第270关,冒險之路通關第270關,Clear Adventure Road level 270,Adventure Road vượt ải 270,모험의 길 스테이지270 클리어,Estrada de aventura limpa nível 270,เคลียร์ถนนผจญภัย ระดับ 270,endlessTower,
4057,4,40,40,1,100280,,20,{rmb=200;gold=20000},,23,冒险之路,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,Estrada da Aventura,ถนนแห่งการผจญภัย,冒险之路通关第280关,冒險之路通關第280關,Clear Adventure Road level 280,Adventure Road vượt ải 280,모험의 길 스테이지280 클리어,Estrada de aventura limpa nível 280,เคลียร์ถนนผจญภัย ระดับ 280,endlessTower,
4058,4,40,40,1,100290,,20,{rmb=200;gold=20000},,24,冒险之路,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,Estrada da Aventura,ถนนแห่งการผจญภัย,冒险之路通关第290关,冒險之路通關第290關,Clear Adventure Road level 290,Adventure Road vượt ải 290,모험의 길 스테이지290 클리어,Estrada de aventura limpa nível 290,เคลียร์ถนนผจญภัย ระดับ 290,endlessTower,
4059,4,40,40,1,100300,,50,{rmb=200;2517=1},,25,冒险之路,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,Estrada da Aventura,ถนนแห่งการผจญภัย,冒险之路通关第300关,冒險之路通關第300關,Clear Adventure Road level 300,Adventure Road vượt ải 300,모험의 길 스테이지300 클리어,Estrada de aventura limpa nível 300,เคลียร์เส้นทางผจญภัยระดับ 300,endlessTower,
4060,4,40,40,1,100310,,30,{rmb=300;gold=20000},,26,冒险之路,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,Estrada da Aventura,ถนนแห่งการผจญภัย,冒险之路通关第310关,冒險之路通關第310關,Clear Adventure Road level 310,Adventure Road vượt ải 310,모험의 길 스테이지310 클리어,Estrada de aventura limpa nível 310,เคลียร์ถนนผจญภัย ระดับ 310,endlessTower,
4061,4,40,40,1,100320,,30,{rmb=300;gold=20000},,27,冒险之路,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,Estrada da Aventura,ถนนแห่งการผจญภัย,冒险之路通关第320关,冒險之路通關第320關,Clear Adventure Road level 320,Adventure Road vượt ải 320,모험의 길 스테이지320 클리어,Estrada de aventura limpa nível 320,เคลียร์ถนนผจญภัย ระดับ 320,endlessTower,
4062,4,40,40,1,100330,,30,{rmb=300;gold=20000},,28,冒险之路,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,Estrada da Aventura,ถนนแห่งการผจญภัย,冒险之路通关第330关,冒險之路通關第330關,Clear Adventure Road level 330,Adventure Road vượt ải 330,모험의 길 스테이지330 클리어,Estrada de aventura limpa nível 330,เคลียร์ถนนผจญภัย ระดับ 330,endlessTower,
4063,4,40,40,1,100340,,30,{rmb=300;gold=20000},,29,冒险之路,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,Estrada da Aventura,ถนนแห่งการผจญภัย,冒险之路通关第340关,冒險之路通關第340關,Clear Adventure Road level 340,Adventure Road vượt ải 340,모험의 길 스테이지340 클리어,Estrada de aventura limpa nível 340,เคลียร์ถนนผจญภัย ระดับ 340,endlessTower,
4064,4,40,40,1,100350,,50,{rmb=300;2524=1},,30,冒险之路,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,Estrada da Aventura,ถนนแห่งการผจญภัย,冒险之路通关第350关,冒險之路通關第350關,Clear Adventure Road level 350,Adventure Road vượt ải 350,모험의 길 스테이지350 클리어,Estrada de aventura limpa nível 350,เคลียร์ถนนผจญภัย ระดับ 350,endlessTower,
4065,4,40,40,1,100360,,30,{rmb=300;gold=20000},,31,冒险之路,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,Estrada da Aventura,ถนนแห่งการผจญภัย,冒险之路通关第360关,冒險之路通關第360關,Clear Adventure Road level 360,Adventure Road vượt ải 360,모험의 길 스테이지360 클리어,Estrada de aventura limpa nível 360,เคลียร์ถนนผจญภัย ระดับ 360,endlessTower,
4066,4,40,40,1,100370,,30,{rmb=300;gold=20000},,32,冒险之路,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,Estrada da Aventura,ถนนแห่งการผจญภัย,冒险之路通关第370关,冒險之路通關第370關,Clear Adventure Road level 370,Adventure Road vượt ải 370,모험의 길 스테이지370 클리어,Estrada de aventura limpa nível 370,เคลียร์ถนนผจญภัย ระดับ 370,endlessTower,
4067,4,40,40,1,100380,,30,{rmb=300;gold=20000},,33,冒险之路,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,Estrada da Aventura,ถนนแห่งการผจญภัย,冒险之路通关第380关,冒險之路通關第380關,Clear Adventure Road level 380,Adventure Road vượt ải 380,모험의 길 스테이지380 클리어,Estrada de aventura limpa nível 380,เคลียร์ถนนผจญภัย ระดับ 380,endlessTower,
4068,4,40,40,1,100390,,30,{rmb=300;gold=20000},,34,冒险之路,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,Estrada da Aventura,ถนนแห่งการผจญภัย,冒险之路通关第390关,冒險之路通關第390關,Clear Adventure Road level 390,Adventure Road vượt ải 390,모험의 길 스테이지390 클리어,Estrada de aventura limpa nível 390,เคลียร์ถนนผจญภัย ระดับ 390,endlessTower,
4069,4,40,40,1,100400,,50,{rmb=300;2525=1},,35,冒险之路,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,Estrada da Aventura,ถนนแห่งการผจญภัย,冒险之路通关第400关,冒險之路通關第400關,Clear Adventure Road level 400,Adventure Road vượt ải 400,모험의 길 스테이지400 클리어,Estrada de aventura limpa nível 400,เคลียร์ถนนผจญภัย ระดับ 400,endlessTower,
,4,40,40,1,100410,,30,{rmb=300;gold=20000},,36,冒险之路,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,,,冒险之路通关第410关,冒險之路通關第410關,Clear Adventure Road level 410,Adventure Road vượt ải 410,모험의 길 스테이지410 클리어,,,endlessTower,
,4,40,40,1,100420,,30,{rmb=300;gold=20000},,37,冒险之路,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,,,冒险之路通关第420关,冒險之路通關第420關,Clear Adventure Road level 420,Adventure Road vượt ải 420,모험의 길 스테이지420 클리어,,,endlessTower,
,4,40,40,1,100430,,30,{rmb=300;gold=20000},,38,冒险之路,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,,,冒险之路通关第430关,冒險之路通關第430關,Clear Adventure Road level 430,Adventure Road vượt ải 430,모험의 길 스테이지430 클리어,,,endlessTower,
,4,40,40,1,100440,,30,{rmb=300;gold=20000},,39,冒险之路,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,,,冒险之路通关第440关,冒險之路通關第440關,Clear Adventure Road level 440,Adventure Road vượt ải 440,모험의 길 스테이지440 클리어,,,endlessTower,
,4,40,40,1,100450,,50,{rmb=300;gold=20000},,40,冒险之路,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,,,冒险之路通关第450关,冒險之路通關第450關,Clear Adventure Road level 450,Adventure Road vượt ải 450,모험의 길 스테이지450 클리어,,,endlessTower,
,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,4,79,7901,1,,,10,{rmb=20;2518=1},,1,第一条鱼,第一條魚,First fish,Con cá đầu tiên,첫 번째 물고기,Primeiro peixe,ปลาตัวแรก,成功钓上一条鱼,成功釣上一條魚,Successfully caught a fish,Câu thành công một con cá,물고기 한마리 낚시 성공,Pegou um peixe com sucesso,ได้ปลามาสำเร็จ,,
4101,4,79,7902,200,,,50,{rmb=200;gold=20000},FALSE,1,200条鱼,200條魚,200 fish,200 con cá,물고기 200마리,200 peixes,ปลา 200 ตัว,累计成功钓上200条鱼,累計成功釣上200條魚,Cumulatively successfully caught 200 fish,Tích lũy bắt thành công 200 con cá,물고기 200마리 낚시 성공,Capturamos 200 peixes com sucesso acumulado,สะสมได้สำเร็จจับปลาได้ 200 ตัว,,
4102,4,79,7903,1,2,,30,{rmb=50;2522=1},,1,老人与海,老人與海,The old man and the sea,Ông già và biển cả,노인과 바다,O velho e o mar,ชายชราและทะเล,成功钓上一个精灵,成功釣上一個精靈,Successfully caught an Pokemon,Bắt thành công một con yêu tinh,포켓몬 1개 낚시 성공,Pegou um Pokémon com sucesso,จับโปเกม่อนได้สำเร็จ,,
4103,4,79,7904,100,3,,50,{rmb=200;gold=20000},,1,丢失的鱼饵,丟失的魚餌,Lost bait,Mất mồi,잃어버린 미끼,isca perdida,เหยื่อหาย,累积100次钓上陈旧的袋子或奇怪的宝箱,累積100次釣上陳舊的袋子或奇怪的寶箱,Catch an old bag or strange treasure chest 100 times,Bắt túi cũ hoặc rương kho báu lạ 100 lần,낡은 자루또는 이상한 보물상자 누적 낚시 100회,Pegue uma bolsa velha ou um baú de tesouro estranho 100 vezes,จับถุงเก่าหรือหีบสมบัติแปลกๆ 100 ครั้ง,,
4104,4,78,7801,1,1031,,50,{rmb=100;gold=20000},FALSE,1,钓上暴鲤龙,釣上暴鯉龍,Catch a tyrannosaurus,Đón bão,갸라도스 낚기,Pegue um tiranossauro,จับไทรันโนซอรัส,成功钓上一只暴鲤龙精灵,成功釣上一隻暴鯉龍精靈,Successfully caught a tyrannosaurus Pokemon,Bắt thành công một con khủng long bạo chúa,갸라도스 낚시 성공,Capturou com sucesso um Pokémon tiranossauro,จับโปเกม่อนไทรันโนซอรัสสำเร็จแล้ว,,
4105,4,78,7802,1,1041,,50,{rmb=100;gold=20000},FALSE,1,钓上水跃鱼,釣上水躍魚,Catch a leaping fish,Bắt một con cá nhảy,물짱이 낚기,Pegue um peixe saltando,จับปลากระโดด,成功钓上一只水跃鱼精灵,成功釣上一隻水躍魚精靈,Successfully caught a water leaping fish Pokemon,Bắt thành công một con cá nhảy nước,물짱이 낚시 성공,Pegou com sucesso um Pokémon peixe saltador de água,จับโปเกม่อนปลากระโดดน้ำได้สำเร็จ,,
4106,4,78,7803,1,101,,20,{rmb=30;gold=20000},FALSE,1,钓上无壳海兔,釣上無殼海兔,Catch a shellless sea hare,Bắt một con thỏ biển không vỏ,깝질무 낚기,Pegue uma lebre marinha sem concha,จับกระต่ายทะเลที่ไม่มีเปลือก,成功钓上无壳海兔,成功釣上無殼海兔,Successfully caught shellless sea hare,Bắt thành công thỏ biển không vỏ,깝질무 낚시 성공,Lebre marinha sem concha capturada com sucesso,จับกระต่ายทะเลไร้เปลือกสำเร็จ,,
4107,4,78,7804,1,102,,20,{rmb=30;gold=20000},FALSE,1,钓上小球飞鱼,釣上小球飛魚,Catch a small ball flying fish,Bắt một con cá bay bóng nhỏ,타만타 낚기,Pegue um pequeno peixe voador com bola,จับปลาบินตัวเล็ก,成功钓上小球飞鱼,成功釣上小球飛魚,Successfully caught small ball flying fish,Bắt thành công cá chuồn,타만타  낚시 성공,Peixe voador pequeno capturado com sucesso,จับปลาบินลูกเล็กได้สำเร็จ,,
4108,4,78,7805,1,103,,20,{rmb=30;gold=20000},FALSE,1,钓上野蛮鲈鱼,釣上野蠻鱸魚,Catch a wild bass,Bắt một con cá vược hoang dã,배쓰나이 낚기,Pegue um robalo selvagem,จับปลากะพงป่า,成功钓上野蛮鲈鱼,成功釣上野蠻鱸魚,Successfully caught wild bass,Bắt thành công cá vược hoang dã,배쓰나이  낚시 성공,Robalo selvagem capturado com sucesso,จับปลากะพงป่าได้สำเร็จ,,
4109,4,78,7806,1,104,,20,{rmb=30;gold=20000},FALSE,1,钓上滴蛛,釣上滴蛛,Catch a spider,Bắt một con nhện,물거미 낚기,Pegue uma aranha,จับแมงมุม,成功钓上滴蛛,成功釣上滴蛛,Successfully caught the drip spider,Bắt thành công con nhện nhỏ giọt,물거미  낚시 성공,Peguei a aranha gotejadora com sucesso,จับแมงมุมหยดน้ำได้สำเร็จ,,
4110,4,78,7807,1,105,,20,{rmb=30;gold=20000},FALSE,1,钓上宝石海星,釣上寶石海星,Catch the gem starfish,Bắt sao biển đá quý,아쿠스타 낚기,Pegue a estrela do mar preciosa,จับปลาดาวอัญมณี,成功钓上宝石海星,成功釣上寶石海星,Successfully caught the gem starfish,Bắt thành công sao biển đá quý,아쿠스타  낚시 성공,Pegou com sucesso a estrela do mar preciosa,จับปลาดาวอัญมณีได้สำเร็จ,,
4111,4,78,7808,1,201,,30,{rmb=50;gold=20000},FALSE,1,钓上吼吼鲸,釣上吼吼鯨,Catch a roaring whale,Bắt một con cá voi đang gầm thét,고래왕자 낚기,Pegue uma baleia rugindo,จับปลาวาฬคำราม,成功钓上吼吼鲸,成功釣上吼吼鯨,Successfully caught roaring whale,Bắt thành công cá voi gầm,고래왕자  낚시 성공,Baleia rugindo capturada com sucesso,จับวาฬคำรามได้สำเร็จ,,
4112,4,78,7809,1,202,,30,{rmb=50;gold=20000},FALSE,1,钓上古空棘鱼,釣上古空棘魚,Catch the Ancient Airacantha,Bắt airacanthopus cổ đại,시라칸 낚기,Pegue o Airacantha Antigo,จับนกแอร์ราแคนธาโบราณ,成功钓上古空棘鱼,成功釣上古空棘魚,Successfully caught the ancient airacanthopus,Bắt thành công airacanthopus cổ đại,시라칸   낚시 성공,Capturado com sucesso o antigo airacanthopus,จับปลาไอราแคนโทปัสโบราณได้สำเร็จ,,
4113,4,78,7810,1,203,,30,{rmb=50;gold=20000},FALSE,1,钓上鲶鱼王,釣上鯰魚王,Catch the Catfish King,Catch the Catfish King,메깅 낚기,Pegue o Rei do Peixe-Gato,จับราชาปลาดุก,成功钓上鲶鱼王,成功釣上鯰魚王,Successfully caught the catfish king,Bắt thành công vua cá trê,메깅  낚시 성공,Pegou com sucesso o rei do peixe-gato,จับราชาปลาดุกได้สำเร็จ,,
4114,4,78,7811,1,204,,30,{rmb=50;gold=20000},FALSE,1,钓上鳃鱼海兽,釣上鰓魚海獸,Catch the gill fish,Bắt cá mang,어치르돈 낚기,Pegue o peixe de guelra,จับปลาที่มีเหงือก,成功钓上鳃鱼海兽,成功釣上鰓魚海獸,Successfully caught gill fish,Bắt thành công cá mang và thú biển,어치르돈 낚시 성공,Peixe de guelra capturado com sucesso,จับปลาเหงือกได้สำเร็จ,,
4115,4,80,80,8,,,50,{rmb=50;2519=1},,1,垂钓高手,垂釣高手,Fishing master,Bậc thầy câu cá,낚시 고수,Mestre da pesca,ปรมาจารย์การตกปลา,钓鱼等级达到8级,釣魚等級達到8級,Reach level 8 in fishing,Đạt cấp độ câu cá 8,낚시 레벨 8레벨 달성,Alcance o nível 8 na pesca,ถึงระดับ 8 ในการตกปลา,,
4116,4,80,80,13,,,50,{rmb=100;2520=1},,2,垂钓达人,垂釣達人,Fishing expert,Chuyên gia câu cá,낚시 장인,Especialista em pesca,ผู้เชี่ยวชาญการตกปลา,钓鱼等级达到13级,釣魚等級達到13級,Reach level 13 in fishing,Đạt cấp 13 khi câu cá,낚시 레벨 13레벨 달성,Alcance o nível 13 na pesca,ถึงระดับ 13 ในการตกปลา,,
4117,4,80,80,17,,,50,{rmb=200;2521=1},,3,垂钓宗师,垂釣宗師,Master Fishing,Câu cá thành thạo,낚시 마스터,Mestre da Pesca,มาสเตอร์ตกปลา,钓鱼等级达到17级,釣魚等級達到17級,Reach level 17 in fishing,Đạt cấp 17 khi câu cá,낚시 레벨 17레벨 달성,Alcance o nível 17 na pesca,ถึงระดับ 17 ในการตกปลา,,
4118,4,78,7812,1,106,,20,{rmb=30;gold=20000},FALSE,1,钓上墨海马,釣上墨海馬,Catch the Horsea,Bắt Horsea,포획 쏘드라,Pegue o Horsea,จับม้า,成功钓上墨海马,成功釣上墨海馬,Successfully caught Horsea,Successfully caught Horsea,낚시 성공 쏘드라,Horsea capturado com sucesso,จับ Horsea ได้สำเร็จ,,
4119,4,78,7813,1,107,,20,{rmb=30;gold=20000},FALSE,1,钓上霓虹鱼,釣上霓虹魚,Catch Lumineon,Bắt Lumineon,포획 네오라이트,Pegue Lumineon,จับลูมิเนียน,成功钓上霓虹鱼,成功釣上霓虹魚,Successfully caught Lumineon,Successfully caught Lumineon,낚시 성공 네오라이트,Lumineon capturado com sucesso,จับ Lumineon ได้สำเร็จ,,
4120,4,78,7814,1,205,,30,{rmb=50;gold=20000},FALSE,1,钓上玛瑙水母,釣上瑪瑙水母,Catch Tentacool,Bắt Tentacool,포획 왕눈해,Pegue Tentacool,จับ Tentacool,成功钓上玛瑙水母,成功釣上瑪瑙水母,Successfully caught Tentacool,Successfully caught Tentacool,낚시 성공 왕눈해,Tentacool capturado com sucesso,จับ Tentacool ได้สำเร็จ,,
4121,4,78,7815,1,206,,30,{rmb=50;gold=20000},FALSE,1,钓上章鱼桶,釣上章魚桶,Catch the Octillery,Bắt Octillery,포획 대포무노,Pegue o Octillery,จับปลาหมึกยักษ์,成功钓上章鱼桶,成功釣上章魚桶,Successfully caught the Octillery,Successfully caught the Octillery,낚시 성공 대포무노,Capturado com sucesso o Octillery,จับ Octillery ได้สำเร็จ,,
4122,4,78,7816,1,9999,,50,{rmb=200;gold=20000},FALSE,2,钓上"盖欧卡",釣上"蓋歐卡",Catch "Kyogre",Bắt “Kyogre”,포획 “가이오가”,Pegue "Kyogre",จับ "ไคโอเกร",在钓鱼大赛中成功钓上"盖欧卡",在釣魚大賽中成功釣上"蓋歐卡",Successfully caught "Kyogre" in the fishing competition,Successfully caught "Kyogre" in the fishing competition,낚시 대회에서 “가이오가” 낚시 성공,Pegou com sucesso "Kyogre" na competição de pesca,จับ “เคียวเกร” ได้สำเร็จในการแข่งขันตกปลา,,
4123,4,89,89,1,,,50,{rmb=200;gold=20000},,1,"""一周目通关!""",一周目通關!,"""Clear the first round!""",“Vượt qua vòng đầu tiên!”,"""첫 통관!""",Limpe a primeira rodada!,“ผ่านรอบแรกไปได้แล้ว!”,成功通关所有道馆副本(不包括馆主),成功通關所有道館副本(不包括館主),Successfully cleared all Gym dungeon (excluding the owner),Successfully cleared all Gym dungeon (excluding the owner),체육관 던전 모두 클리어(관장 포함하지 않음),Limpou com sucesso todas as masmorras do ginásio (exceto o proprietário),เคลียร์ดันเจี้ยนยิมทั้งหมดสำเร็จแล้ว (ยกเว้นเจ้าของ),,
4124,4,89,89,4,,,50,{rmb=350;2523=1},,2,道馆挑战者,道館挑戰者,Gym Challenger,Thử thách phòng gym,도관 도전자,Desafiador de Ginásio,ยิมชาเลนเจอร์,累计4次成功通关所有道馆副本(不包括馆主),累計4次成功通關所有道館副本(不包括館主),Successfully cleared all Gym dungeon in total 4 times(excluding the owner),Successfully cleared all Gym dungeon in total 4 times(excluding the owner),누적 4회 체육관 던전 모두 클리어(관장 포함하지 않음),Concluiu com sucesso todas as masmorras do ginásio no total 4 vezes (excluindo o proprietário),เคลียร์ดันเจี้ยนยิมสำเร็จทั้งหมด 4 ครั้ง (ไม่รวมเจ้าของ),,
,,,,,,,,,,,,,,,,,,,,,,,,,,
5001,5,46,46,100,,,10,{rmb=30;coin1=400},,1,百战不殆,百戰不殆,Undefeated,Trăm Trận Trăm Thắng,백전불태,Invicto,ไร้พ่าย,竞技场战斗100次,競技場戰鬥100次,Fight in the Arena 100 times,Đấu Trường chiến đấu 100 lần,아레나 전투 100회,Lute na Arena 100 vezes,ต่อสู้ในสนามประลอง 100 ครั้ง,arena,
5002,5,46,46,200,,,15,{rmb=30;coin1=400},,2,越战越勇,越戰越勇,Fearless Fighter,Cành Đánh Càng Hăng,용사의 길,Lutador destemido,นักสู้ผู้ไม่หวั่นไหว,竞技场战斗200次,競技場戰鬥200次,Fight in the Arena 200 times,Đấu Trường chiến đấu 200 lần,아레나 전투 200회,Lute na Arena 200 vezes,ต่อสู้ในสนามประลอง 200 ครั้ง,arena,
5003,5,46,46,500,,,20,{rmb=50;coin1=600},,3,竞技狂人,競技狂人,Arena Manic,Cuồng Nhân Thi Đấu,아레나 매니아,Arena Maníaco,อารีน่าแมนิค,竞技场战斗500次,競技場戰鬥500次,Fight in the Arena 500 times,Đấu Trường chiến đấu 500 lần,아레나 전투 500회,Lute na Arena 500 vezes,ต่อสู้ในสนามประลอง 500 ครั้ง,arena,
5004,5,46,46,1000,,,30,{rmb=50;coin1=600},,4,战遍天下无敌手,戰遍天下無敵手,Informidable Fighter,Vô Địch Thiên Hạ,천하무적,Lutador Informável,นักสู้ผู้รอบรู้,竞技场战斗1000次,競技場戰鬥1000次,Fight in the Arena 1000 times,Đấu Trường chiến đấu 1000 lần,아레나 전투 1000회,Lute na Arena 1000 vezes,"ต่อสู้ในสนามประลอง 1,000 ครั้ง",arena,
5005,5,46,46,2000,,,50,{rmb=100;coin1=800},,5,不战不休,不戰不休,Relentless Fighter,Không Chiến Không Nghỉ,계속되는 전투,Lutador Implacável,นักสู้ที่ไม่ลดละ,竞技场战斗2000次,競技場戰鬥2000次,Fight in the Arena 2000 times,Đấu Trường chiến đấu 2000 lần,아레나 전투 2000회,Lute na Arena 2000 vezes,"ต่อสู้ในสนามประลอง 2,000 ครั้ง",arena,
5006,5,46,46,5000,,,50,{rmb=100;2509=1},,6,以战止战,以戰止戰,Ending with a Battle,Lấy Chiến Ngừng Chiến,이전지전,Terminando com uma batalha,จบลงด้วยการต่อสู้,竞技场战斗5000次,競技場戰鬥5000次,Fight in the Arena 5000 times,Đấu Trường chiến đấu 5000 lần,아레나 전투 5000회,Lute na Arena 5000 vezes,"ต่อสู้ในสนามประลอง 5,000 ครั้ง",arena,
5007,5,47,47,5000,,,10,{rmb=30;coin1=400},,1,荣誉币,榮譽幣,Honor Coins,Đồng tiền danh dự,명예 코인,Moedas de Honra,เหรียญเกียรติยศ,拥有荣誉币5000个,擁有榮譽幣5000個,Own 5000honor coins,Xu Vinh Dự đạt 5000,명예 코인 5000개 보유,Possui 5000 moedas de honra,"มีเหรียญเกียรติยศ 5,000 เหรียญ",arena,
5008,5,47,47,10000,,,15,{rmb=30;coin1=400},,2,荣誉币,榮譽幣,Honor Coins,Đồng tiền danh dự,명예 코인,Moedas de Honra,เหรียญเกียรติยศ,拥有荣誉币10000个,擁有榮譽幣10000個,Own 10000honor coins,Xu Vinh Dự đạt 10000,명예 코인 10000개 보유,Possui 10000 moedas de honra,"มีเหรียญเกียรติยศ 10,000 เหรียญ",arena,
5009,5,47,47,50000,,,20,{rmb=50;coin1=600},,3,荣誉币,榮譽幣,Honor Coins,Đồng tiền danh dự,명예 코인,Moedas de Honra,เหรียญเกียรติยศ,拥有荣誉币50000个,擁有榮譽幣50000個,Own 50000honor coins,Xu Vinh Dự đạt 50000,명예 코인 50000개 보유,Possui 50000 moedas de honra,"มีเหรียญเกียรติยศ 50,000 เหรียญ",arena,
5010,5,47,47,100000,,,30,{rmb=50;coin1=600},,4,荣誉币,榮譽幣,Honor Coins,Đồng tiền danh dự,명예 코인,Moedas de Honra,เหรียญเกียรติยศ,拥有荣誉币100000个,擁有榮譽幣100000個,Own 100000honor coins,Xu Vinh Dự đạt 100000,명예 코인 100000개 보유,Possui 100000 moedas de honra,"มีเหรียญเกียรติยศ 100,000 เหรียญ",arena,
5011,5,47,47,500000,,,50,{rmb=100;coin1=800},,5,荣誉币,榮譽幣,Honor Coins,Đồng tiền danh dự,명예 코인,Moedas de Honra,เหรียญเกียรติยศ,拥有荣誉币500000个,擁有榮譽幣500000個,Own 500000honor coins,Xu Vinh Dự đạt 500000,명예 코인 500000개 보유,Possui 500000 moedas de honra,"มีเหรียญเกียรติยศ 500,000 เหรียญ",arena,
5012,5,49,49,10,,,10,{rmb=30;850=50},,1,石英大会,石英大會,Indigo Plateau Conference,Thạch anh đại hội,석영 대회,Conferência Indigo Plateau,การประชุมที่ราบสูงอินดิโก้,报名参赛石英大会10次,報名參賽石英大會10次,Sign up for Indigo Plateau Conference 10 times,Đăng ký tham gia Indigo Plateau Conference 10 lần,석영 대회 참가 신청 10회,Inscreva-se para a Indigo Plateau Conference 10 vezes,ลงทะเบียนเข้าร่วมงาน Indigo Plateau Conference 10 ครั้ง,craft,
