变量名,huodongID,daySum,themeType,themeName,themeName_tw,themeName_en,themeName_vn,themeName_kr,themeName_pt,themeName_th,tabIndex,tabName,tabName_tw,tabName_en,tabName_vn,tabName_kr,tabName_pt,tabName_th,countType,taskType,taskParam,taskSpecialParam,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,award,costMap,priceShow,buyMax
,,,,,,,,,,,,,,,,,,,第5天,,,,,,,,,,,{},,,
24401,12007,5,4,第5天,第5天,Day5,Thứ 5 Trời,5일 차,Day5,Day5,0,以太积分,以太積分,Aether Paradise Point,Aether Paradise Point,에테르 포인트,Ponto do Paraíso do Éter,จุดสวรรค์อีเธอร์,3,63,20000,,当日起以太积分累计20000,當日起以太積分累計20000,Aether points reach 20000 in total since today,Aether points reach 20000 in total since today,404404,Pontos de éter atingem 20.000 no total desde hoje,"คะแนนอีเธอร์รวมแตะ 20,000 ตั้งแต่วันนี้",{6335=1;coin2=200;4000=20},,,
24402,12007,5,4,第5天,第5天,Day5,Thứ 5 Trời,5일 차,Day5,Day5,0,以太积分,以太積分,Aether Paradise Point,Aether Paradise Point,에테르 포인트,Ponto do Paraíso do Éter,จุดสวรรค์อีเธอร์,3,63,30000,,当日起以太积分累计30000,當日起以太積分累計30000,Aether points reach 30000 in total since today,Aether points reach 30000 in total since today,404404,Pontos de éter atingem 30.000 no total desde hoje,"คะแนนอีเธอร์รวมแล้วถึง 30,000 ตั้งแต่วันนี้",{6335=1;coin2=300;4000=20},,,
24403,12007,5,4,第5天,第5天,Day5,Thứ 5 Trời,5일 차,Day5,Day5,0,以太积分,以太積分,Aether Paradise Point,Aether Paradise Point,에테르 포인트,Ponto do Paraíso do Éter,จุดสวรรค์อีเธอร์,3,63,40000,,当日起以太积分累计40000,當日起以太積分累計40000,Aether points reach 40000 in total since today,Aether points reach 40000 in total since today,404404,Pontos de éter atingem 40.000 no total desde hoje,"คะแนนอีเธอร์รวมแตะ 40,000 ตั้งแต่วันนี้",{6335=1;coin2=400;4000=30},,,
24404,12007,5,4,第5天,第5天,Day5,Thứ 5 Trời,5일 차,Day5,Day5,0,以太积分,以太積分,Aether Paradise Point,Aether Paradise Point,에테르 포인트,Ponto do Paraíso do Éter,จุดสวรรค์อีเธอร์,3,63,50000,,当日起以太积分累计50000,當日起以太積分累計50000,Aether points reach 50000 in total since today,Aether points reach 50000 in total since today,404404,Pontos de éter atingem 50000 no total desde hoje,"คะแนนอีเธอร์รวมแล้วถึง 50,000 ตั้งแต่วันนี้",{6335=1;coin2=500;4000=40},,,
24405,12007,5,4,第5天,第5天,Day5,Thứ 5 Trời,5일 차,Day5,Day5,0,以太积分,以太積分,Aether Paradise Point,Aether Paradise Point,에테르 포인트,Ponto do Paraíso do Éter,จุดสวรรค์อีเธอร์,3,63,60000,,当日起以太积分累计60000,當日起以太積分累計60000,Aether points reach 60000 in total since today,Aether points reach 60000 in total since today,404404,Pontos de éter atingem 60.000 no total desde hoje,"คะแนนอีเธอร์รวมแตะ 60,000 ตั้งแต่วันนี้",{6335=1;coin2=600;4000=50},,,
24406,12007,5,4,第5天,第5天,Day5,Thứ 5 Trời,5일 차,Day5,Day5,0,以太积分,以太積分,Aether Paradise Point,Aether Paradise Point,에테르 포인트,Ponto do Paraíso do Éter,จุดสวรรค์อีเธอร์,3,63,70000,,当日起以太积分累计70000,當日起以太積分累計70000,Aether points reach 70000 in total since today,Aether points reach 70000 in total since today,404404,Pontos de éter atingem 70.000 no total desde hoje,"คะแนนอีเธอร์รวมแล้วถึง 70,000 ตั้งแต่วันนี้",{6335=1;coin2=600;4000=50},,,
24407,12007,5,4,第5天,第5天,Day5,Thứ 5 Trời,5일 차,Day5,Day5,1,以太层数,以太層數,Aether Paradise Floor,Aether Paradise Floor,에테르 층수,Piso do Paraíso Etéreo,พื้นสวรรค์อีเธอร์,3,61,20,,当日起以太宝箱开启20次,當日起以太寶箱開啟20次,Open Aether chest 20 times since today,Open Aether chest 20 times since today,404404,Abra o baú de Aether 20 vezes desde hoje,เปิดหีบอีเธอร์ 20 ครั้งตั้งแต่วันนี้,{6335=1;coin2=200;gold=10000},,,
24408,12007,5,4,第5天,第5天,Day5,Thứ 5 Trời,5일 차,Day5,Day5,1,以太层数,以太層數,Aether Paradise Floor,Aether Paradise Floor,에테르 층수,Piso do Paraíso Etéreo,พื้นสวรรค์อีเธอร์,3,61,40,,当日起以太宝箱开启40次,當日起以太寶箱開啟40次,Open Aether chest 40 times since today,Open Aether chest 40 times since today,404404,Abra o baú de Aether 40 vezes desde hoje,เปิดหีบอีเธอร์ 40 ครั้งตั้งแต่วันนี้,{6335=1;coin2=300;gold=20000},,,
24409,12007,5,4,第5天,第5天,Day5,Thứ 5 Trời,5일 차,Day5,Day5,1,以太层数,以太層數,Aether Paradise Floor,Aether Paradise Floor,에테르 층수,Piso do Paraíso Etéreo,พื้นสวรรค์อีเธอร์,3,61,60,,当日起以太宝箱开启60次,當日起以太寶箱開啟60次,Open Aether chest 60 times since today,Open Aether chest 60 times since today,404404,Abra o baú de Aether 60 vezes desde hoje,เปิดหีบอีเธอร์ 60 ครั้งนับตั้งแต่วันนี้,{6335=1;coin2=400;gold=30000},,,
24410,12007,5,4,第5天,第5天,Day5,Thứ 5 Trời,5일 차,Day5,Day5,1,以太层数,以太層數,Aether Paradise Floor,Aether Paradise Floor,에테르 층수,Piso do Paraíso Etéreo,พื้นสวรรค์อีเธอร์,3,61,80,,当日起以太宝箱开启80次,當日起以太寶箱開啟80次,Open Aether chest 80 times since today,Open Aether chest 80 times since today,404404,Abra o baú de Aether 80 vezes desde hoje,เปิดหีบอีเธอร์ 80 ครั้งนับตั้งแต่วันนี้,{6335=1;coin2=500;gold=40000},,,
24411,12007,5,4,第5天,第5天,Day5,Thứ 5 Trời,5일 차,Day5,Day5,1,以太层数,以太層數,Aether Paradise Floor,Aether Paradise Floor,에테르 층수,Piso do Paraíso Etéreo,พื้นสวรรค์อีเธอร์,3,61,100,,当日起以太宝箱开启100次,當日起以太寶箱開啟100次,Open Aether chest 100 times since today,Open Aether chest 100 times since today,404404,Abra o baú de Aether 100 vezes desde hoje,เปิดหีบอีเธอร์ 100 ครั้งตั้งแต่วันนี้,{6335=1;coin2=600;gold=50000},,,
24412,12007,5,4,第5天,第5天,Day5,Thứ 5 Trời,5일 차,Day5,Day5,1,以太层数,以太層數,Aether Paradise Floor,Aether Paradise Floor,에테르 층수,Piso do Paraíso Etéreo,พื้นสวรรค์อีเธอร์,3,61,120,,当日起以太宝箱开启120次,當日起以太寶箱開啟120次,Open Aether chest 120 times since today,Open Aether chest 120 times since today,404404,Abra o baú de Aether 120 vezes desde hoje,เปิดหีบอีเธอร์ 120 ครั้งนับตั้งแต่วันนี้,{6335=1;coin2=800;520=1},,,
24413,12007,5,4,第5天,第5天,Day5,Thứ 5 Trời,5일 차,Day5,Day5,2,金币获得,金幣獲得,Gold Gaining,Gold Gaining,코인 획득,Ganhando ouro,การได้รับทองคำ,3,19,1000000,,当日起金币获得1000000,當日起金幣獲得1000000,Obtain 1000000 coins in total since today,Obtain 1000000 coins in total since today,당일부터 1000000코인 획득,Obtenha 1.000.000 de moedas no total desde hoje,รับเหรียญรวม 1000000 เหรียญตั้งแต่วันนี้,{6335=1;rmb=10;gold=100000},,,
24414,12007,5,4,第5天,第5天,Day5,Thứ 5 Trời,5일 차,Day5,Day5,2,金币获得,金幣獲得,Gold Gaining,Gold Gaining,코인 획득,Ganhando ouro,การได้รับทองคำ,3,19,3000000,,当日起金币获得3000000,當日起金幣獲得3000000,Obtain 3000000 coins in total since today,Obtain 3000000 coins in total since today,당일부터 3000000코인 획득,Obtenha 3.000.000 de moedas no total desde hoje,ได้รับเหรียญทั้งหมด 3000000 เหรียญตั้งแต่วันนี้,{6335=1;rmb=20;gold=150000},,,
24415,12007,5,4,第5天,第5天,Day5,Thứ 5 Trời,5일 차,Day5,Day5,2,金币获得,金幣獲得,Gold Gaining,Gold Gaining,코인 획득,Ganhando ouro,การได้รับทองคำ,3,19,5000000,,当日起金币获得5000000,當日起金幣獲得5000000,Obtain 5000000 coins in total since today,Obtain 5000000 coins in total since today,당일부터 5000000코인 획득,Obtenha 5000000 moedas no total desde hoje,รับเหรียญทั้งหมด 5000000 เหรียญตั้งแต่วันนี้,{6335=1;rmb=30;gold=200000},,,
24416,12007,5,4,第5天,第5天,Day5,Thứ 5 Trời,5일 차,Day5,Day5,2,金币获得,金幣獲得,Gold Gaining,Gold Gaining,코인 획득,Ganhando ouro,การได้รับทองคำ,3,19,7000000,,当日起金币获得7000000,當日起金幣獲得7000000,Obtain 7000000 coins in total since today,Obtain 7000000 coins in total since today,당일부터 7000000코인 획득,Obtenha 7000000 moedas no total desde hoje,ได้รับเหรียญรวม 7000000 เหรียญตั้งแต่วันนี้,{6335=1;rmb=40;gold=250000},,,
24417,12007,5,4,第5天,第5天,Day5,Thứ 5 Trời,5일 차,Day5,Day5,2,金币获得,金幣獲得,Gold Gaining,Gold Gaining,코인 획득,Ganhando ouro,การได้รับทองคำ,3,19,9000000,,当日起金币获得9000000,當日起金幣獲得9000000,Obtain 9000000 coins in total since today,Obtain 9000000 coins in total since today,당일부터 9000000코인 획득,Obtenha 9000000 moedas no total desde hoje,ได้รับเหรียญรวม 9000000 เหรียญตั้งแต่วันนี้,{6335=1;rmb=50;gold=300000},,,
24418,12007,5,4,第5天,第5天,Day5,Thứ 5 Trời,5일 차,Day5,Day5,2,金币获得,金幣獲得,Gold Gaining,Gold Gaining,코인 획득,Ganhando ouro,การได้รับทองคำ,3,19,12000000,,当日起金币获得12000000,當日起金幣獲得12000000,Obtain 12000000 coins in total since today,Obtain 12000000 coins in total since today,당일부터 12000000코인 획득,Obtenha 12000000 moedas no total desde hoje,ได้รับเหรียญทั้งหมด 12000000 เหรียญตั้งแต่วันนี้,{6335=1;rmb=60;gold=350000},,,
24419,12007,5,4,第5天,第5天,Day5,Thứ 5 Trời,5일 차,Day5,Day5,2,金币获得,金幣獲得,Gold Gaining,Gold Gaining,코인 획득,Ganhando ouro,การได้รับทองคำ,3,19,15000000,,当日起金币获得15000000,當日起金幣獲得15000000,Obtain 15000000 coins in total since today,Obtain 15000000 coins in total since today,당일부터 15000000코인 획득,Obtenha 15000000 moedas no total desde hoje,ได้รับเหรียญทั้งหมด 15000000 เหรียญตั้งแต่วันนี้,{6335=1;rmb=70;gold=400000},,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24501,12008,1,0,第1天,第1天,Day1,Thứ 1 Trời,1일 차,Day1,Day1,0,副本挑战,副本挑戰,Dungeon challenge,Dungeon challenge,던전 도전,Desafio da masmorra,ความท้าทายในดันเจี้ยน,1,29,50,,普通副本挑战50次,普通副本挑戰50次,Challenge Normal dungeon 50 times,Challenge Normal dungeon 50 times,일반 던전 50회 도전,Desafie a masmorra normal 50 vezes,ท้าทายดันเจี้ยนปกติ 50 ครั้ง,{6339=1;930=10;5000=10;rmb=10},,,
24502,12008,1,0,第1天,第1天,Day1,Thứ 1 Trời,1일 차,Day1,Day1,0,副本挑战,副本挑戰,Dungeon challenge,Dungeon challenge,던전 도전,Desafio da masmorra,ความท้าทายในดันเจี้ยน,1,29,100,,普通副本挑战100次,普通副本挑戰100次,Challenge Normal dungeon 100 times,Challenge Normal dungeon 100 times,일반 던전 100회 도전,Desafie a masmorra normal 100 vezes,ท้าทายดันเจี้ยนปกติ 100 ครั้ง,{6339=1;930=10;5000=12;rmb=20},,,
24503,12008,1,0,第1天,第1天,Day1,Thứ 1 Trời,1일 차,Day1,Day1,0,副本挑战,副本挑戰,Dungeon challenge,Dungeon challenge,던전 도전,Desafio da masmorra,ความท้าทายในดันเจี้ยน,1,29,200,,普通副本挑战200次,普通副本挑戰200次,Challenge Normal dungeon 200 times,Challenge Normal dungeon 200 times,일반 던전 200회 도전,Desafie a masmorra normal 200 vezes,ท้าทายดันเจี้ยนปกติ 200 ครั้ง,{6339=1;930=10;5000=14;rmb=30},,,
24504,12008,1,0,第1天,第1天,Day1,Thứ 1 Trời,1일 차,Day1,Day1,0,副本挑战,副本挑戰,Dungeon challenge,Dungeon challenge,던전 도전,Desafio da masmorra,ความท้าทายในดันเจี้ยน,1,29,300,,普通副本挑战300次,普通副本挑戰300次,Challenge Normal dungeon 300 times,Challenge Normal dungeon 300 times,일반 던전 300회 도전,Desafie a masmorra normal 300 vezes,ท้าทายดันเจี้ยนปกติ 300 ครั้ง,{6339=1;930=15;5000=16;rmb=40},,,
24505,12008,1,0,第1天,第1天,Day1,Thứ 1 Trời,1일 차,Day1,Day1,0,副本挑战,副本挑戰,Dungeon challenge,Dungeon challenge,던전 도전,Desafio da masmorra,ความท้าทายในดันเจี้ยน,1,29,450,,普通副本挑战450次,普通副本挑戰450次,Challenge Normal dungeon 450 times,Challenge Normal dungeon 450 times,일반 던전 450회 도전,Desafie a masmorra normal 450 vezes,ท้าทายดันเจี้ยนปกติ 450 ครั้ง,{6339=1;930=20;5000=18;rmb=50},,,
24506,12008,1,0,第1天,第1天,Day1,Thứ 1 Trời,1일 차,Day1,Day1,0,副本挑战,副本挑戰,Dungeon challenge,Dungeon challenge,던전 도전,Desafio da masmorra,ความท้าทายในดันเจี้ยน,1,29,600,,普通副本挑战600次,普通副本挑戰600次,Challenge Normal dungeon 600 times,Challenge Normal dungeon 600 times,일반 던전 600회 도전,Desafie a masmorra normal 600 vezes,ท้าทายดันเจี้ยนปกติ 600 ครั้ง,{6339=1;930=30;5000=20;rmb=60},,,
24507,12008,1,0,第1天,第1天,Day1,Thứ 1 Trời,1일 차,Day1,Day1,0,副本挑战,副本挑戰,Dungeon challenge,Dungeon challenge,던전 도전,Desafio da masmorra,ความท้าทายในดันเจี้ยน,1,29,750,,普通副本挑战750次,普通副本挑戰750次,Challenge Normal dungeon 750 times,Challenge Normal dungeon 750 times,일반 던전 750회 도전,Desafie a masmorra normal 750 vezes,ท้าทายดันเจี้ยนปกติ 750 ครั้ง,{6339=1;930=40;5000=30;rmb=90},,,
24508,12008,1,0,第1天,第1天,Day1,Thứ 1 Trời,1일 차,Day1,Day1,0,副本挑战,副本挑戰,Dungeon challenge,Dungeon challenge,던전 도전,Desafio da masmorra,ความท้าทายในดันเจี้ยน,1,29,900,,普通副本挑战900次,普通副本挑戰900次,Challenge Normal dungeon 900 times,Challenge Normal dungeon 900 times,일반 던전 900회 도전,Desafie a masmorra normal 900 vezes,ท้าทายดันเจี้ยนปกติ 900 ครั้ง,{6339=1;930=50;5000=50;rmb=120},,,
24509,12008,1,0,第1天,第1天,Day1,Thứ 1 Trời,1일 차,Day1,Day1,1,困难挑战,困难挑戰,Elite Stage,Elite Stage,하드 도전,Estágio Elite,เวทีอีลิท,1,30,20,,困难副本挑战20次,困难副本挑戰20次,Challenge Elite dungeon 20 times,Challenge Elite dungeon 20 times,하드 던전 20회 도전,Desafie a masmorra Elite 20 vezes,ท้าทายดันเจี้ยน Elite 20 ครั้ง,{6339=1;100=1;503=1;602=2},,,
24510,12008,1,0,第1天,第1天,Day1,Thứ 1 Trời,1일 차,Day1,Day1,1,困难挑战,困难挑戰,Elite Stage,Elite Stage,하드 도전,Estágio Elite,เวทีอีลิท,1,30,40,,困难副本挑战40次,困难副本挑戰40次,Challenge Elite dungeon 40 times,Challenge Elite dungeon 40 times,하드 던전 40회 도전,Desafie a masmorra Elite 40 vezes,ท้าทายดันเจี้ยน Elite 40 ครั้ง,{6339=1;100=2;503=2;602=2},,,
24511,12008,1,0,第1天,第1天,Day1,Thứ 1 Trời,1일 차,Day1,Day1,1,困难挑战,困难挑戰,Elite Stage,Elite Stage,하드 도전,Estágio Elite,เวทีอีลิท,1,30,60,,困难副本挑战60次,困难副本挑戰60次,Challenge Elite dungeon 60 times,Challenge Elite dungeon 60 times,하드 던전 60회 도전,Desafie a masmorra Elite 60 vezes,ท้าทายดันเจี้ยน Elite 60 ครั้ง,{6339=1;100=3;503=2;602=3},,,
24512,12008,1,0,第1天,第1天,Day1,Thứ 1 Trời,1일 차,Day1,Day1,1,困难挑战,困难挑戰,Elite Stage,Elite Stage,하드 도전,Estágio Elite,เวทีอีลิท,1,30,90,,困难副本挑战90次,困难副本挑戰90次,Challenge Elite dungeon 90 times,Challenge Elite dungeon 90 times,하드 던전 90회 도전,Desafie a masmorra Elite 90 vezes,ท้าทายดันเจี้ยน Elite 90 ครั้ง,{6339=1;100=4;503=3;602=3},,,
24513,12008,1,0,第1天,第1天,Day1,Thứ 1 Trời,1일 차,Day1,Day1,1,困难挑战,困难挑戰,Elite Stage,Elite Stage,하드 도전,Estágio Elite,เวทีอีลิท,1,30,120,,困难副本挑战120次,困难副本挑戰120次,Challenge Elite dungeon 120 times,Challenge Elite dungeon 120 times,하드 던전 120회 도전,Desafie a masmorra Elite 120 vezes,ท้าทายดันเจี้ยน Elite 120 ครั้ง,{6339=1;100=5;503=3;602=4},,,
24514,12008,1,0,第1天,第1天,Day1,Thứ 1 Trời,1일 차,Day1,Day1,1,困难挑战,困难挑戰,Elite Stage,Elite Stage,하드 도전,Estágio Elite,เวทีอีลิท,1,30,150,,困难副本挑战150次,困难副本挑戰150次,Challenge Elite dungeon 150 times,Challenge Elite dungeon 150 times,하드 던전 150회 도전,Desafie a masmorra Elite 150 vezes,ท้าทายดันเจี้ยน Elite 150 ครั้ง,{6339=1;100=6;503=4;602=5},,,
24515,12008,1,0,第1天,第1天,Day1,Thứ 1 Trời,1일 차,Day1,Day1,1,困难挑战,困难挑戰,Elite Stage,Elite Stage,하드 도전,Estágio Elite,เวทีอีลิท,1,30,200,,困难副本挑战200次,困难副本挑戰200次,Challenge Elite dungeon 200 times,Challenge Elite dungeon 200 times,하드 던전 200회 도전,Desafie a masmorra Elite 200 vezes,ท้าทายดันเจี้ยน Elite 200 ครั้ง,{6339=1;100=7;503=5;602=6},,,
,,,,,,,,,,,,,,,,,,,第2天,,,,,,,,,,,{},,,
24601,12008,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,0,派遣任务,派遣任務,Dispatch quest,Dispatch quest,파견 퀘스트,Missão de despacho,ภารกิจส่งของ,3,85,5,,当日起完成派遣任务5次,當日起完成派遣任務5次,Complete dispatch mission 5 times from today onwards,Complete dispatch mission 5 times from today onwards,당일부터 파견 퀘스트 5회 완료,Complete a missão de despacho 5 vezes a partir de hoje,เสร็จสิ้นภารกิจจัดส่ง 5 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6339=1;2101=10;gold=10000},,,
24602,12008,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,0,派遣任务,派遣任務,Dispatch quest,Dispatch quest,파견 퀘스트,Missão de despacho,ภารกิจส่งของ,3,85,10,,当日起完成派遣任务10次,當日起完成派遣任務10次,Complete dispatch mission 10 times from today onwards,Complete dispatch mission 10 times from today onwards,당일부터 파견 퀘스트 10회 완료,Complete a missão de despacho 10 vezes a partir de hoje,เสร็จสิ้นภารกิจจัดส่ง 10 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6339=1;2101=10;gold=20000},,,
24603,12008,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,0,派遣任务,派遣任務,Dispatch quest,Dispatch quest,파견 퀘스트,Missão de despacho,ภารกิจส่งของ,3,85,20,,当日起完成派遣任务20次,當日起完成派遣任務20次,Complete dispatch mission 20 times from today onwards,Complete dispatch mission 20 times from today onwards,당일부터 파견 퀘스트 20회 완료,Complete a missão de despacho 20 vezes a partir de hoje,เสร็จสิ้นภารกิจส่งของ 20 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6339=1;2101=10;gold=30000},,,
24604,12008,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,0,派遣任务,派遣任務,Dispatch quest,Dispatch quest,파견 퀘스트,Missão de despacho,ภารกิจส่งของ,3,85,30,,当日起完成派遣任务30次,當日起完成派遣任務30次,Complete dispatch mission 30 times from today onwards,Complete dispatch mission 30 times from today onwards,당일부터 파견 퀘스트 30회 완료,Complete a missão de despacho 30 vezes a partir de hoje,เสร็จสิ้นภารกิจจัดส่ง 30 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6339=1;2102=10;gold=40000},,,
24605,12008,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,0,派遣任务,派遣任務,Dispatch quest,Dispatch quest,파견 퀘스트,Missão de despacho,ภารกิจส่งของ,3,85,40,,当日起完成派遣任务40次,當日起完成派遣任務40次,Complete dispatch mission 40 times from today onwards,Complete dispatch mission 40 times from today onwards,당일부터 파견 퀘스트 40회 완료,Complete a missão de despacho 40 vezes a partir de hoje,เสร็จสิ้นภารกิจจัดส่ง 40 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6339=1;2102=10;gold=50000},,,
24606,12008,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,0,派遣任务,派遣任務,Dispatch quest,Dispatch quest,파견 퀘스트,Missão de despacho,ภารกิจส่งของ,3,85,50,,当日起完成派遣任务50次,當日起完成派遣任務50次,Complete dispatch mission 50 times from today onwards,Complete dispatch mission 50 times from today onwards,당일부터 파견 퀘스트 50회 완료,Complete a missão de despacho 50 vezes a partir de hoje,เสร็จสิ้นภารกิจส่งของ 50 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6339=1;2103=6;gold=60000},,,
24607,12008,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,0,派遣任务,派遣任務,Dispatch quest,Dispatch quest,파견 퀘스트,Missão de despacho,ภารกิจส่งของ,3,85,60,,当日起完成派遣任务60次,當日起完成派遣任務60次,Complete dispatch mission 60 times from today onwards,Complete dispatch mission 60 times from today onwards,당일부터 파견 퀘스트 60회 완료,Complete a missão de despacho 60 vezes a partir de hoje,เสร็จสิ้นภารกิจจัดส่ง 60 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6339=1;2103=6;gold=70000},,,
24608,12008,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,1,精灵突破,精靈突破,Pokémon Upgrade,Pokémon Upgrade,포켓몬 돌파,Atualização Pokémon,อัพเกรดโปเกมอน,3,35,2,,当日起精灵突破2次,當日起精靈突破2次,Breakthrough your Pokémon 2 times from today onwards,Breakthrough your Pokémon 2 times from today onwards,당일부터 포켓몬 2회 돌파,Destrua seu Pokémon 2 vezes a partir de hoje,ทะลุโปเกมอนของคุณ 2 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6339=1;850=20;gold=20000},,,
24609,12008,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,1,精灵突破,精靈突破,Pokémon Upgrade,Pokémon Upgrade,포켓몬 돌파,Atualização Pokémon,อัพเกรดโปเกมอน,3,35,4,,当日起精灵突破4次,當日起精靈突破4次,Breakthrough your Pokémon 4 times from today onwards,Breakthrough your Pokémon 4 times from today onwards,당일부터 포켓몬 4회 돌파,Destrua seu Pokémon 4 vezes a partir de hoje,ทะลุโปเกมอนของคุณ 4 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6339=1;850=30;gold=40000},,,
24610,12008,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,1,精灵突破,精靈突破,Pokémon Upgrade,Pokémon Upgrade,포켓몬 돌파,Atualização Pokémon,อัพเกรดโปเกมอน,3,35,6,,当日起精灵突破6次,當日起精靈突破6次,Breakthrough your Pokémon 6 times from today onwards,Breakthrough your Pokémon 6 times from today onwards,당일부터 포켓몬 6회 돌파,Destrua seu Pokémon 6 vezes a partir de hoje,ทะลุโปเกมอนของคุณ 6 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6339=1;850=40;gold=60000},,,
24611,12008,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,1,精灵突破,精靈突破,Pokémon Upgrade,Pokémon Upgrade,포켓몬 돌파,Atualização Pokémon,อัพเกรดโปเกมอน,3,35,8,,当日起精灵突破8次,當日起精靈突破8次,Breakthrough your Pokémon 8 times from today onwards,Breakthrough your Pokémon 8 times from today onwards,당일부터 포켓몬 8회 돌파,Destrua seu Pokémon 8 vezes a partir de hoje,ทะลุโปเกมอนของคุณ 8 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6339=1;850=50;gold=80000},,,
24612,12008,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,1,精灵突破,精靈突破,Pokémon Upgrade,Pokémon Upgrade,포켓몬 돌파,Atualização Pokémon,อัพเกรดโปเกมอน,3,35,10,,当日起精灵突破10次,當日起精靈突破10次,Breakthrough your Pokémon 10 times from today onwards,Breakthrough your Pokémon 10 times from today onwards,당일부터 포켓몬 10회 돌파,Destrua seu Pokémon 10 vezes a partir de hoje,ทะลุโปเกมอนของคุณ 10 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6339=1;850=60;gold=100000},,,
24613,12008,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,1,精灵突破,精靈突破,Pokémon Upgrade,Pokémon Upgrade,포켓몬 돌파,Atualização Pokémon,อัพเกรดโปเกมอน,3,35,15,,当日起精灵突破15次,當日起精靈突破15次,Breakthrough your Pokémon 15 times from today onwards,Breakthrough your Pokémon 15 times from today onwards,당일부터 포켓몬 15회 돌파,Destrua seu Pokémon 15 vezes a partir de hoje,ทะลุโปเกมอนของคุณ 15 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6339=1;850=80;gold=120000},,,
24614,12008,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,1,精灵突破,精靈突破,Pokémon Upgrade,Pokémon Upgrade,포켓몬 돌파,Atualização Pokémon,อัพเกรดโปเกมอน,3,35,20,,当日起精灵突破20次,當日起精靈突破20次,Breakthrough your Pokémon 20 times from today onwards,Breakthrough your Pokémon 20 times from today onwards,당일부터 포켓몬 20회 돌파,Destrua seu Pokémon 20 vezes a partir de hoje,ทะลุโปเกมอนของคุณ 20 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6339=1;850=100;gold=160000},,,
24615,12008,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,2,金币消耗,金幣消耗,Cost Gold,Cost Gold,코인 소모,Custo Ouro,ค่าใช้จ่ายทองคำ,3,20,2000000,,当日起金币消耗2000000,當日起金幣消耗2000000,Spend 2000000 coins from today onwards,Spend 2000000 coins from today onwards,당일부터 2000000 코인 소모,Gaste 2000000 moedas a partir de hoje,ใช้ 2000000 เหรียญตั้งแต่วันนี้เป็นต้นไป,{6339=1;13=10;gold=200000},,,
24616,12008,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,2,金币消耗,金幣消耗,Cost Gold,Cost Gold,코인 소모,Custo Ouro,ค่าใช้จ่ายทองคำ,3,20,4000000,,当日起金币消耗4000000,當日起金幣消耗4000000,Spend 4000000 coins from today onwards,Spend 4000000 coins from today onwards,당일부터 4000000 코인 소모,Gaste 4000000 moedas a partir de hoje,ใช้ 4000000 เหรียญตั้งแต่วันนี้เป็นต้นไป,{6339=1;13=15;gold=300000},,,
24617,12008,2,1,第2天,第2天,Day2,Thứ 2 Trời,2일 차,Day2,Day2,2,金币消耗,金幣消耗,Cost Gold,Cost Gold,코인 소모,Custo Ouro,ค่าใช้จ่ายทองคำ,3,20,6000000,,当日起金币消耗6000000,當日起金幣消耗6000000,Spend 6000000 coins from today onwards,Spend 6000000 coins from today onwards,당일부터 6000000 코인 소모,Gaste 6000000 moedas a partir de hoje,ใช้ 6000000 เหรียญตั้งแต่วันนี้เป็นต้นไป,{6339=1;13=20;gold=400000},,,
