变量名,name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,desc,desc_tw,desc_en,desc_vn,desc_th,cards,equipID,skinID,attrMap
26313,技巧掌控,技巧掌控,Technique control,Thủ thuật thành thạo,스킬 컨트롤,Controle de habilidades,การควบคุมทักษะ,,,,,,<301;2481;3011>,,,{7=10%;8=10%}
26811,虫虫崛起,蟲蟲崛起,Bug Rising,Sự Trỗi Dậy Của Côn Trùng,버그의 상승,Insetos sobem,แมลงเพิ่มขึ้น,,,,,,<371;481;2271>,,,{7=10%;8=10%}
26812,森林力量,森林力量,Forest Power,Sức mạnh của rừng,숲의 힘,Poder da Floresta,พลังป่าไม้,,,,,,<2591;281;2301>,,,{1=10%}
26813,群体情谊,群體情誼,Team Friendship,Tinh thần đoàn kết,그룹 우정,Amizade em grupo,มิตรภาพกลุ่ม,,,,,,<3471;2961;2611>,,,{7=10%;8=10%}
27211,地表强者,地表強者,Strongest on Earth,Mạnh nhất thế giới,표면에 강함,Forte na Terra,แข็งแกร่งบนโลก,,,,,,<2231;491>,,,{7=10%;8=10%}
27212,品行不端,品行不端,Bad Conduct,Hành vi không đúng mực,버릇 없음,Conduta imprópria,การประพฤติตนไม่เหมาะสม,,,,,,<2271;21>,,,{1=12%}
27213,电影对决,電影對決,Movie Showdown,Cuộc chiến điện ảnh,영화 대결,Confronto de Filmes,ศึกภาพยนตร์,,,,,,<1251;2821;2591>,,,{7=10%;8=10%}
27214,恶意满满,惡意滿滿,Full of malice,Đầy rẫy ác ý,악의로 가득 찬,Cheio de malícia,เต็มไปด้วยความอาฆาตพยาบาท,,,,,,<3141;1081;481>,,,{14=500}
28211,幻影霸者,幻影霸者,Master of Illusions,Bá chủ ảo ảnh,팬텀 오버로드,Senhor Fantasma,จอมมารเหนือฟ้า,,,,,,<1221;1231;1241>,,,{7=10%;8=10%}
28212,恶作剧者,惡作劇者,Prankster,Kẻ nghịch ngợm,장난 꾸러기,Brincalhão,นักเล่นตลก,,,,,,<2721;2271;1081>,,,{1=12%}
28213,身手矫健,身手矯健,Agile Actions,Nhanh nhẹn và khéo léo,원기 왕성한,Ágil,คล่องตัว,,,,,,<271;2631;461>,,,{7=10%;8=10%}
28214,基情四射,基情四射,Best Friend Forever,Tràn đầy sự căng thẳng đồng tính luyến ái,열렬한,Gay,เกย์,,,,,,<2241>,,,{14=500}
28411,隐秘超能,隱秘超能,Hidden Psychic Powers,Siêu năng lực bí mật,시크릿 슈퍼,Superpoder secreto,พลังพิเศษสุดลับ,,,,,,<3291;551>,,,{7=10%;8=10%}
28412,梦境大师,夢境大師,Dream Master,Đại sư giấc mơ,드림 마스터,Mestre dos Sonhos,ปรมาจารย์แห่งความฝัน,,,,,,<771>,,,{1=10%}
28413,公主链接,公主連結,Princess Link,Princess Connect!,프린세스 링크,Princesa Link,ลิงค์เจ้าหญิง,,,,,,<3351;1391>,,,{7=10%;8=10%}
28711,冰系家族,冰系家族,Ice-type family,Gia đình hệ Băng,얼음 가족,Família de gelo,ครอบครัวไอซ์,,,,,,<2301;1861;3011>,,,{7=10%;8=10%}
28712,暴雪感应,暴雪感應,Blizzard Detection,Phát hiện bão tuyết,블리자드 유도,Detecção de nevasca,การตรวจจับพายุหิมะ,,,,,,<3501;1081;2921>,,,{1=10%}
28713,冰封力量,冰封力量,Freezing Power,Sức mạnh băng giá,얼어 붙은 힘,Poder Congelado,พลังแห่งการแช่แข็ง,,,,,,<1351;801;371>,,,{7=10%;8=10%}
28911,雷电家族,雷電家族,Electric family,Gia đình Raijin,라이덴 가족,Família Raiden,ครอบครัวไรเดน,,,,,,<351;71;1441>,,,{7=10%;8=10%}
28912,自然之力,自然之力,Power of Nature,Sức mạnh của thiên nhiên,자연의 힘,Força da Natureza,พลังแห่งธรรมชาติ,,,,,,<3511;51;2071>,,,{1=10%}
28913,电光意识,電光意識,Electric awareness,Ý thức điện quang,전기 광학 인식,Consciência Elétrica,การรับรู้เกี่ยวกับไฟฟ้า,,,,,,<91;11;3511>,,,{7=10%;8=10%}
29211,水流力量,水流力量,Force of Current,Sức mạnh của dòng chảy,현재 힘,Força da Água,พลังน้ำ,,,,,,<2922;551;801>,,,{7=10%;8=10%}
29212,水之波动,水之波動,Water Pulse,Gợn sóng nước,물의파동,Ondas de água,คลื่นน้ำ,,,,,,<3501;3011;3471>,,,{1=10%}
29213,覆舟之势,覆舟之勢,Overturn,Xu hướng lật thuyền,전복,A tendência de virar,แนวโน้มที่จะพลิกคว่ำ,,,,,,<371;541;21>,,,{7=10%;8=10%}
29221,水流力量,水流力量,The power of water flow,Sức mạnh của dòng chảy,물의 힘,O poder do fluxo da água,พลังของกระแสน้ำ,,,,,,<2921;801;891>,,,{7=10%;8=10%}
29222,水之波动,水之波動,Water's Ripple,Gợn sóng nước,물결,Ondulação da água,ระลอกน้ำ,,,,,,<3471;541;691>,,,{1=10%}
29223,覆舟之势,覆舟之勢,The momentum of an overturned boat,Thế mạnh của một chiếc thuyền bị lật,배가 뒤집히는 추세,O ímpeto de um barco capotado,แรงผลักดันของเรือที่คว่ำ,,,,,,<2011;121;3011>,,,{7=10%;8=10%}
29611,钢铁意志,鋼鐵意志,Steel Will,Ý chí sắt thép,강철 같은 의지,Vontade de Ferro,ความตั้งใจอันแรงกล้า,,,,,,<801;3281;2071>,,,{7=10%;8=10%}
29612,刚毅之躯,剛毅之軀,Resilient Body,Thân thể mạnh mẽ,꿋꿋함,Um corpo forte,ร่างกายที่แข็งแรง,,,,,,<1081;2631;3511>,,,{1=10%}
29613,危机感应,危機感應,Danger Detection,Cảm biến khủng hoảng,위기 감지,Detecção de crise,การตรวจจับวิกฤต,,,,,,<131;3431;1081>,,,{7=10%;8=10%}
29911,灵界力量,靈界力量,Spiritual Power,Sức mạnh tâm linh,영적인 힘,Poder espiritual,พลังแห่งจิตวิญญาณ,,,,,,<391;1811;3561>,,,{7=10%;8=10%}
29912,火焰之躯,火焰之軀,Flame Body,Thân thể lửa,화염의 몸,Corpo de Chama,ร่างกายเปลวไฟ,,,,,,<601;741>,,,{1=12%}
29913,誓约伙伴,誓約夥伴,Pledge Partner,Những người bạn thề,맹세 파트너,Parceiro de compromisso,พันธมิตรผู้ให้คำมั่นสัญญา,,,,,,<2922;2871;2471>,,,{7=10%;8=10%}
29914,祸不单行,禍不單行,Hex,Họa vô đơn chí,병상첨병,Os infortúnios nunca vêm sozinhos,เคราะห์ร้ายไม่เคยมาเพียงลำพัง,,,,,,<3411;2821;2921>,,,{14=500}
30011,龙系家族,龍系家族,Dragon-type family,Gia tộc Rồng,드래곤 패밀리,Família Dragão,ครอบครัวมังกร,,,,,,<3141;751>,,,{7=10%;8=10%}
30012,双龙道馆,雙龍道館,Opelucid Gym,Đạo quán Song Long,더블 드래곤로드 파빌리온,Ginásio Dragão Duplo,ดับเบิ้ลดราก้อนยิม,,,,,,<1891>,,,{1=12%}
30013,同行伙伴,同行夥伴,Companions,Những người bạn đồng hành,동료 파트너,Parceiros,พันธมิตร,,,,,,<2891;2611>,,,{7=10%;8=10%}
30014,刀锋战士,刀鋒戰士,Blade,Blade Runner,블레이드 워리어,Lâmina,ใบมีด,,,,,,<2231;571;691>,,,{14=500}
30111,冰系家族,冰系家族,Ice-type family,Gia đình hệ Băng,얼음 가족,Família de gelo,ครอบครัวไอซ์,,,,,,<1861;2871;3501>,,,{7=10%;8=10%}
30112,暴雪感应,暴雪感應,Blizzard Detection,Phát hiện bão tuyết,블리자드 유도,Detecção de nevasca,การตรวจจับพายุหิมะ,,,,,,<171;1081;2011>,,,{1=10%}
30113,冰封力量,冰封力量,Freezing Power,Sức mạnh băng giá,얼어 붙은 힘,Poder Congelado,พลังแห่งการแช่แข็ง,,,,,,<2271;3431;551>,,,{7=10%;8=10%}
30211,寒冰意志,寒冰意志,Frozen Will,Ý chí băng giá,얼음 의지,Vontade de Gelo,ไอซ์วิลล์,,,,,,<721;3011;3501>,,,{7=10%;8=10%}
30212,盾之勇者,盾之勇者,Shield of the Brave,Vị Anh Hùng Khiên,방패 영웅,O Herói do Escudo,ฮีโร่โล่,,,,,,<3541;3411>,,,{1=12%}
30213,雨雪交加,雨雪交加,Rainstorm,Mưa và tuyết,비와 눈,Chuva e neve,ฝนและหิมะ,,,,,,<3301;2301;1851>,,,{7=10%;8=10%}
30214,天气管制,天氣管制,Weather Control,Kiểm soát thời tiết,날씨 제어,Controle do clima,การควบคุมสภาพอากาศ,,,,,,<731;51;71>,,,{23=500}
31411,龙之波动,龍之波動,Dragon Pulse,Sóng của Rồng,용의 파동,Onda do Dragão,มังกรคลื่น,,,,,,<751;1891>,,,{7=10%;8=10%}
31412,恶魔盛焰,惡魔盛焰,Demon Flame,Ngọn lửa của ác quỷ,악마의 불꽃,Chama do diabo,เปลวไฟแห่งปีศาจ,,,,,,<1171;2481;791>,,,{1=12%}
31413,恶贯满盈,惡貫滿盈,Full of evil,Ác đầy mình,악으로 가득,Cheio de maldade,เต็มไปด้วยความชั่วร้าย,,,,,,<2821;1841>,,,{7=10%;8=10%}
31414,多头会议,多頭會議,Big Meeting,Cuộc họp đa đầu,다자간 회의,Reunião multi-chefe,การประชุมหลายหัว,,,,,,<1901;2871;351>,,,{14=500}
31511,虫虫崛起,蟲蟲崛起,Rise of Bug,Sự Trỗi Dậy Của Côn Trùng,버그의 상승,Insetos sobem,แมลงเพิ่มขึ้น,,,,,,<571;1071;41>,,,{7=10%;8=10%}
31512,隐秘火系,隱秘火系,Hidden Fire,Hỏa hệ bí ẩn,숨겨진 불,Fogo Oculto,ไฟที่ซ่อนอยู่,,,,,,<1171;2991;1611>,,,{1=12%}
31513,誓约伙伴,誓約夥伴,Vow Partner,Đối tác thề ước,맹세 파트너,Parceiro de compromisso,พันธมิตรผู้ให้คำมั่นสัญญา,,,,,,<2821;1811;3281>,,,{7=10%;8=10%}
31514,水火无情,水火無情,Water & Fire,Nước và lửa không khoan nhượng.,무자비한,Fogo e água são implacáveis,ไฟและน้ำไม่มีความเมตตา,,,,,,<381;2481;221>,,,{14=500}
31611,钢铁世家,鋼鐵世家,Steel Family,Triều đại Thép,강철 세가,Família de Aço,ครอบครัวสตีล,,,,,,<1931;2031;571>,,,{7=10%;8=10%}
31612,格斗勇士,格鬥勇士,Fighting Warrior,Chiến binh chiến đấu,격투 용사,Guerreiros Lutadores,นักรบผู้ต่อสู้,,,,,,<3251;1301;2631>,,,{1=12%}
31613,圣剑士,聖劍士,Swords of Justice,Hiệp sĩ thánh kiếm,성검사,Espadachim Sagrado,นักดาบศักดิ์สิทธิ์,,,,,,<3171;3181>,,,{7=10%;8=10%}
31614,探险同伴,探險同伴,Adventure Parter,Những người bạn đồng hành phiêu lưu,탐험 파트너,Companheiro de expedição,เพื่อนร่วมเดินทาง,,,,,,<3021;1911;2481>,,,{14=500}
31711,岩崩,岩崩,Rock Slide,Sạt lở đá,무너진 바위,Queda de rochas,หินถล่ม,,,,,,<701;401;2591>,,,{7=10%;8=10%}
31712,格斗家,格鬥家,Fighter,Đấu sĩ,격투가,Lutador,นักสู้,,,,,,<3251;2241;461>,,,{1=12%}
31713,圣剑士,聖劍士,Swords of Justice,Hiệp sĩ thánh kiếm,성검사,Espadachim Sagrado,นักดาบศักดิ์สิทธิ์,,,,,,<3161;3181>,,,{7=10%;8=10%}
31714,剑舞,劍舞,Sword Dance,Múa kiếm,칼춤,Dança da Espada,รำดาบ,,,,,,<1071;3001;341>,,,{14=500}
31811,草叶风暴,草葉風暴,Leaf Storm,Bão Lá Cỏ,풀잎 폭풍,Tempestade de grama,พายุหญ้า,,,,,,<3661;3841;2301>,,,{7=10%;8=10%}
31812,搏命者,搏命者,Fighter,Kẻ liều lĩnh,목숨을 버린 자,Assumidor de riscos,ผู้ที่รับความเสี่ยง,,,,,,<3251;1071;3511>,,,{1=12%}
31813,圣剑士,聖劍士,Swords of Justice,Hiệp sĩ thánh kiếm,성검사,Espadachim Sagrado,นักดาบศักดิ์สิทธิ์,,,,,,<3161;3171>,,,{7=10%;8=10%}
31814,神秘登场,神秘登場,Mystery Debut,Sự xuất hiện bí ẩn,신비 등장,Aparição misteriosa,รูปลักษณ์อันลึกลับ,,,,,,<2401;3351;2841;2891>,,,{23=500}
32011,雷电打击,雷電打擊,Lightning strike,Tia sét đánh,낙뢰,Queda de raio,ฟ้าผ่า,,,,,,<591;731;1221>,,,{7=10%;8=10%}
32012,飞来飞去,飛來飛去,Flying around,Bay lượn,날아다니다,Voando por aí,บินไปรอบๆ,,,,,,<51;2891;3511>,,,{1=12%}
32013,形体变化,形體變化,Morphological changes,Những thay đổi hình thái,형태 변화,Mudanças na forma do corpo,การเปลี่ยนแปลงรูปร่างของร่างกาย,,,,,,<3411;461;1851>,,,{7=10%;8=10%}
32014,传说三云神,傳說三雲神,Legend of the Three Cloud Gods,Truyền thuyết về ba vị thần mây,삼운신의 전설,Lenda do Deus Mikumo,ตำนานเทพเจ้ามิคุโมะ,,,,,,<3191;3231>,,,{14=500}
32111,龙之波动,龍之波動,Dragon Pulse,Sóng thần rồng,용의 파동,Onda do Dragão,มังกรคลื่น,,,,,,<2351;3141;4131>,,,{7=15%;8=15%}
32112,火之势力,火之勢力,Force of Fire,Sức mạnh của lửa,불꽃의 세력,Força de fogo,กองกำลังดับเพลิง,,,,,,<1271;3151;1171;1301>,,,{1=20%}
32113,誓约同伴,誓約同伴,Vow Companion,Những người bạn đồng hành bằng lời thề,서약 파트너,Companheiro de Juramento,สหายผู้สาบาน,,,,,,<2721;3001;2471;2841>,,,{7=15%;8=15%}
32114,合众传说,合眾傳說,Unova Legend,Huyền thoại Liên minh,하나의 전설,Lendas de Unova,ตำนานแห่งยูโนวา,,,,,,<3221;601;881>,,,{23=750}
32211,龙系出击,龍系出擊,Dragon Series,Cuộc tấn công của Rồng,드래곤계 출격,Ataque do Dragão,การโจมตีของมังกร,,,,,,<2361;3001;2231>,,,{7=15%;8=15%}
32212,雷电操控,雷電操控,Thunder Control,Điều khiển sấm sét,번개 조종,Controle de Raios,การควบคุมสายฟ้า,,,,,,<731;1221;881>,,,{1=20%}
32213,召唤之力,召喚之力,Summon Power,Sức mạnh triệu hồi,소환의 힘,Poder de invocação,การเรียกพลัง,,,,,,<3641;1941;1951>,,,{7=15%;8=15%}
32214,黑白英雄,黑白英雄,Black & White Hero,Anh hùng đen trắng,흑백 영웅,Herói Preto e Branco,ฮีโร่ขาวดำ,,,,,,<3211;861;2471>,,,{14=750}
32411,暴雪降临,暴雪降臨,Blizzard Incoming,Bão tuyết,폭설 강림,A nevasca está chegando,พายุหิมะกำลังมา,,,,,,<721;641;1921>,,,{7=15%;8=15%}
32412,道之三龙,道之三龍,Tao Trio,Ba con Rồng của Đạo,음양 트리오,Os Três Dragões do Tao,มังกรสามตัวแห่งเต๋า,,,,,,<3211;3221>,,,{1=20%}
32413,圣剑决斗,聖劍決鬥,Sacred Sword Duel,Cuộc đấu kiếm thánh,성검의 결투,Duelo de Espadas Sagradas,ดวลดาบศักดิ์สิทธิ์,,,,,,<3251;2471;3001;3021>,,,{7=15%;8=15%}
32414,胡帕的召唤,胡帕的召喚,Hoopa's Call,Lời gọi của Hoopa,후파의 부름,Chamado de Hoopa,เสียงเรียกของฮูปา,,,,,,<2391;3301;751>,,,{23=750}
32441,暴雪降临,暴雪來襲,Blizzard,Bão tuyết,눈폭풍,Nevasca,พายุหิมะ,,,,,,<721;641;1921>,,,{7=15%;8=15%}
32442,道之三龙,道之三龍,Three Dragons of the Dao,Ba con Rồng của Đạo,도의 세 용,Três Dragões do Dao,สามมังกรแห่งเต๋า,,,,,,<3211;3221>,,,{1=20%}
32443,圣剑决斗,聖劍決鬥,Holy Sword Duel,Cuộc đấu kiếm thánh,성검 결투,Duelo da Espada Sagrada,การดวลดาบศักดิ์สิทธิ์,,,,,,<3251;2471;3001;3021>,,,{7=15%;8=15%}
32444,胡帕的召唤,胡帕的召喚,Hoopa's Call,Lời gọi của Hoopa,후파의 부름,O Chamado de Hoopa,การเรียกของฮูพา,,,,,,<2391;3301;751>,,,{23=750}
32511,覆舟之势,覆舟之勢,Overturning,Xu hướng của một chiếc thuyền bị lật,난파한 형세,A tendência de virar,แนวโน้มที่จะพลิกคว่ำ,,,,,,<1241;3771;801>,,,{7=10%;8=10%}
32512,格斗家,格鬥家,Fighter,Chiến binh,격투가,Lutador,นักสู้,,,,,,<2241;1301;461>,,,{1=12%}
32513,誓约同伴,誓約同伴,Vow Companion,Những người bạn thề nguyện,서약 파트너,Companheiro de Juramento,สหายผู้สาบาน,,,,,,<3151;3511;551>,,,{7=10%;8=10%}
32514,心灵感应,心靈感應,Telepathy,Thần giao cách cảm,텔레파시,Telepatia,โทรจิต,,,,,,<1951;771>,,,{14=500}
32521,斗士精神,鬥士精神,Fighter spirit,Tinh thần chiến binh,투사 정신,Espírito de lutador,จิตวิญญาณนักสู้,,,,,,<3261;4121;7071>,,,{7=15%;8=15%}
32522,决战圣剑士,決戰聖劍士,Decisive Battle: Holy Swordsman,Trận chiến quyết định: Hiệp sĩ thánh kiếm,결전: 성검사,Batalha Decisiva: Espadachim Sagrado,ศึกชี้ชะตา: นักดาบศักดิ์สิทธิ์,,,,,,<3241>,,,{1=20%}
32523,觉悟宣誓,覺悟宣誓,Awakening Oath,Lời thề giác ngộ,각성 선서,Juramento de Despertar,คำปฏิญาณแห่งการตรัสรู้,,,,,,<3251;3161;3171;3181>,,,{7=15%;8=15%}
32524,水势攻击,水勢攻擊,Water attack,Tấn công bằng nước,물 공격,Ataque de água,การโจมตีด้วยน้ำ,,,,,,<1961;3304;2033>,,,{14=750}
32611,一般关系,一般關係,General Relationship,Mối quan hệ chung,보통 관계,Relacionamento Geral,ความสัมพันธ์โดยทั่วไป,,,,,,<2381;711;341>,,,{7=15%;8=15%}
32612,精神同步,精神同步,Mental Synchronize,Đồng bộ tinh thần,정신 동기화,Sincronicidade Mental,ความสอดคล้องทางจิตใจ,,,,,,<3641;1391;1901>,,,{1=20%}
32613,圣剑同行,聖劍同行,Sacred Sword Companion,Thánh Kiếm Đồng Hành,성검 동행,Espada Sagrada,ดาบศักดิ์สิทธิ์,,,,,,<3161;2821;2721>,,,{7=15%;8=15%}
32614,危机感应,危機感應,Crisis Sensing,Cảm biến khủng hoảng,위기 감응,Detecção de crise,การตรวจจับวิกฤต,,,,,,<2441;1251;701>,,,{22=750}
32711,虫系军团,蟲系軍團,Insect Legion,Đội quân côn trùng,곤충 군단,Legião de insetos,กองทัพแมลง,,,,,,<571;1071;3151;611>,,,{7=15%;8=15%}
32712,钢铁守护,鋼鐵守護,Steel Guardian,Vệ binh thép,강철 수호자,Guarda de Aço,การ์ดเหล็ก,,,,,,<4171;1501;1901>,,,{1=20%}
32713,远古生物,遠古生物,Ancient creatures,Sinh vật cổ đại,고대 생물,Criaturas Antigas,สิ่งมีชีวิตโบราณ,,,,,,<1991;701;3501;691>,,,{7=15%;8=15%}
32714,钢铁炮台,鋼鐵炮臺,Steel Fortress,Pháo đài thép,강철 요새,Forte de Aço,ป้อมเหล็ก,,,,,,<2351;1931;3161>,,,{14=750}
32811,草之誓约,草之誓約,Grass Pledge,Hiệp ước Cỏ,풀의 맹세,Juramento da Grama,คำสาบานแห่งหญ้า,,,,,,<281;781;2301>,,,{7=10%;8=10%}
32812,森林意志,森林意志,Forest Will,Ý chí của Rừng,숲의 의지,Vontade da Floresta,ฟอเรสต์วิลล์,,,,,,<1351;2011;3511>,,,{1=10%}
32813,冒险同伴,冒險同伴,Adventure Partner,Những người bạn đồng hành phiêu lưu,모험 동반자,Companheiro de aventura,เพื่อนร่วมผจญภัย,,,,,,<3431;1071;1611>,,,{7=10%;8=10%}
32911,火焰掌控,火焰掌控,Flame Control,Khống chế ngọn lửa,화염 제어,Maestria do Fogo,ความเชี่ยวชาญด้านไฟ,,,,,,<2481;11;1611>,,,{7=10%;8=10%}
32912,炎焰之力,炎焰之力,Power of Fire,Sức mạnh của ngọn lửa bùng cháy,화염의 힘,Poder da Chama,พลังแห่งเปลวไฟ,,,,,,<3341;3281;791>,,,{1=10%}
32913,太阳意志,太陽意志,Sun will,Ý chí của mặt trời,태양의 의지,Sol vai,ซันวิลล์,,,,,,<121;2271;2611>,,,{7=10%;8=10%}
33011,出类拔萃,出類拔萃,Rising Above All,Xuất sắc,훌륭해,Fora do comum,โดดเด่น,,,,,,<3291;3281>,,,{7=10%;8=10%}
33012,水之波动,水之波動,Water Pulse,Gợn sóng nước,물의파동,Ondas de água,คลื่นน้ำ,,,,,,<1241;631;1311;21>,,,{1=12%}
33013,劲敌对决,勁敵對決,Showdown,Trận chiến giữa các Titan,라이벌 대결,Confronto de rivais,การเผชิญหน้าระหว่างคู่แข่ง,,,,,,<1291;11>,,,{7=10%;8=10%}
33014,除恶务尽,除惡務盡,Eradicate evil,Diệt trừ tận gốc,악을 멀리하십시오,Elimine todo o mal,กำจัดความชั่วร้ายทั้งหมด,,,,,,<2821;1841>,,,{14=500}
33041,主角传承,主角傳承,Protagonist Legacy,Di sản nhân vật chính,주인공 계승,Legado do Protagonista,มรดกของตัวเอก,,,,,,<7001>,,,{7=15%;8=15%}
33042,水之波动,水之波動,Water's Ripple,Gợn sóng nước,물결,Ondulação da água,ระลอกน้ำ,,,,,,<1241;631;1311;21>,,,{1=20%}
33043,水之使者,水之使者,Water Messenger,Sứ giả của nước,물의 전령,Mensageiro da Água,ผู้ส่งสารแห่งน้ำ,,,,,,<2411;3681;641>,,,{7=15%;8=15%}
33044,海洋统治,海洋統治,Ocean Rule,Thống trị đại dương,해양 지배,Domínio do Oceano,การปกครองมหาสมุทร,,,,,,<1961;2421;2361>,,,{14=750}
33411,火焰掌控,火焰掌控,Flame Control,Kiểm soát ngọn lửa,화염 제어,Maestria do Fogo,ความเชี่ยวชาญด้านไฟ,,,,,,<471;1611;101>,,,{7=10%;8=10%}
33412,炎焰之力,炎焰之力,Power of Fire,Sức mạnh của ngọn lửa bùng cháy,화염의 힘,Poder da Chama,พลังแห่งเปลวไฟ,,,,,,<1441;2481;271>,,,{1=10%}
33413,太阳意志,太陽意志,Sun will,Ý chí của mặt trời,태양의 의지,Sol vai,ซันวิลล์,,,,,,<471;3511;2071>,,,{7=10%;8=10%}
33511,妖精联盟,妖精聯盟,Pokémon Alliance,Liên minh Tiên nữ,페어리 리그,Aliança das Fadas,พันธมิตรแฟรี่,,,,,,<131;3431;1391>,,,{7=10%;8=10%}
33512,湿地之战,濕地之戰,Battle on the Wetlands,Cuộc chiến vùng đất ngập nước,습지 전투,Guerra das Zonas Húmidas,สงครามพื้นที่ชุ่มน้ำ,,,,,,<3541;3511;2071>,,,{1=12%}
33513,花草共生,花草共生,Symbiosis,Hoa và cỏ cùng sinh sống,꽃과 식물의 공생,Simbiose de flores e plantas,การอยู่ร่วมกันของดอกไม้และพืช,,,,,,<1291;281;781>,,,{7=10%;8=10%}
33514,公主链接,公主連結,Princess Link,Princess Connect!,프린세스 링크,Princesa Link,ลิงค์เจ้าหญิง,,,,,,<3631;2841>,,,{23=500}
34111,幽灵出没,幽靈出沒,Appearance of Ghosts,Ma xuất hiện,유령 유령,Assombração Fantasma,ผีหลอกหลอน,,,,,,<391;1811>,,,{7=10%;8=10%}
34112,钢铁意志,鋼鐵意志,Steel Will,Ý chí sắt thép,강철 같은 의지,Vontade de Ferro,ความตั้งใจอันแรงกล้า,,,,,,<1901;331;2961>,,,{1=12%}
34113,利刃出鞘,利刃出鞘,Knives Out,Đao cạo,칼집에서 칼,Facas e Segredos,มีดออกไป,,,,,,<571;691>,,,{7=10%;8=10%}
34114,盾之勇者,盾之勇者,Shield of the Brave,Anh Hùng Rìu,방패 영웅,O Herói do Escudo,ฮีโร่โล่,,,,,,<3021;3501;2011>,,,{23=500}
34311,龙族克星,龍族剋星,Dragon Buster,Sát Long,드래곤 네메시스,Dragão Nêmesis,มังกรเนเมซิส,,,,,,<171;281;2631>,,,{7=10%;8=10%}
34312,广域伙伴,廣域夥伴,Wide Companion,Đối tác diện rộng,광역 파트너,Parceiros de área ampla,พันธมิตรพื้นที่กว้าง,,,,,,<471;691;2961>,,,{1=10%}
34313,月亮之力,月亮之力,Moonblast,Sức mạnh của mặt trăng,달의 힘,Poder da Lua,พลังแห่งดวงจันทร์,,,,,,<131;2301;2011>,,,{7=10%;8=10%}
34711,水流力量,水流力量,Force of Current,Sức mạnh của dòng nước,현재 힘,Força da Água,พลังน้ำ,,,,,,<551;21;801>,,,{7=10%;8=10%}
34712,水之波动,水之波動,Water Pulse,Gợn sóng nước,물의파동,Ondas de água,คลื่นน้ำ,,,,,,<1441;1861;2871>,,,{1=10%}
34713,覆舟之势,覆舟之勢,Overturn,Xu hướng lật thuyền,전복,A tendência de virar,แนวโน้มที่จะพลิกคว่ำ,,,,,,<2922;2011;3011>,,,{7=10%;8=10%}
35011,岩石壁垒,岩石壁壘,Rock Barrier,Hàng rào đá,바위 장벽,Parede de pedra,กำแพงหิน,,,,,,<301;691;2591>,,,{7=10%;8=10%}
35012,沙暴之势,沙暴之勢,Sandstorm,Sức mạnh của bão cát,모래 폭풍,Tempestade de areia,พายุทราย,,,,,,<1081;2871;3011>,,,{1=10%}
35013,自然组合,自然組合,Natural combination,Kết hợp tự nhiên,자연스러운 조합,Combinação natural,การผสมผสานที่เป็นธรรมชาติ,,,,,,<541;2301;1861>,,,{7=10%;8=10%}
35111,格斗势力,格鬥勢力,Fighting Forces,Lực lượng chiến đấu,싸우는 힘,Força de combate,กำลังรบ,,,,,,<271;2631;2271>,,,{7=10%;8=10%}
35112,拳之力量,拳之力量,Fist Power,Sức mạnh của nắm đấm,주먹의 힘,O poder do punho,พลังแห่งกำปั้น,,,,,,<231;461;1441;51>,,,{1=10%}
35113,技巧掌控,技巧掌控,Technique control,Thủ thuật thành thạo,스킬 컨트롤,Controle de habilidades,การควบคุมทักษะ,,,,,,<2961;791;3431>,,,{7=10%;8=10%}
35411,龙之波动,龍之波動,Dragon Pulse,Sóng thần Rồng,용의 파동,Onda do Dragão,มังกรคลื่น,,,,,,<3141;1891>,,,{7=10%;8=10%}
35412,肥大体型,肥大體型,Extra-large size,Thể trạng béo phì,비대,Corpo obeso,ร่างกายอ้วน,,,,,,<751;711;2481>,,,{1=12%}
35413,盾之勇者,盾之勇者,Shield of the Brave,Anh Hùng Rìu,방패 영웅,O Herói do Escudo,ฮีโร่โล่,,,,,,<3021;3501;2011>,,,{7=10%;8=10%}
35414,同行伙伴,同行夥伴,Companions,Bạn đồng hành,동료 파트너,Parceiros,พันธมิตร,,,,,,<3301;3511;91>,,,{23=500}
35611,幽灵感应,幽靈感應,Ghost Detection,Cảm giác ma,영감은,Sentido Fantasma,สัมผัสผี,,,,,,<1351;801;781>,,,{7=8%;8=8%}
35612,魅影同伴,魅影同伴,Phantom Companion,Bạn đồng hành ma quái,팬텀 컴패니언,Companheiro Fantasma,สหายผี,,,,,,<171;2011;3281>,,,{1=10%}
35613,魂魄之力,魂魄之力,Soul Power,Sức mạnh linh hồn,아스트랄 파워,Poder da alma,พลังแห่งวิญญาณ,,,,,,<2961;111;301>,,,{7=8%;8=8%}
35911,低空势力,低空勢力,Low-altitude forces,Lực lượng tầm thấp,낮은 고도의 힘,Forças de baixa altitude,กองกำลังระดับความสูงต่ำ,,,,,,<571;51>,,,{7=10%;8=10%}
35912,输出全靠吼,輸出全靠吼,Dealing damage with a roar,Đầu ra phụ thuộc hoàn toàn vào việc hét lên,출력은 모두 포효에 달려 있습니다.,A saída depende inteiramente do rugido,เอาท์พุตขึ้นอยู่กับเสียงคำรามล้วนๆ,,,,,,<1391;1441;61>,,,{1=12%}
