变量名,name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,icon,quality,exclusiveCards,itemsShow,languages,stackShow,strengthMax,strengthSeqID,advanceMax,advanceSeqID,advanceLvLimit,universalItems,attrTypes,attrNumRates,viceAttrRate,strengthAttrSeq,advanceAttrSeq,effect1,effect1LevelAdvSeq,effect2,effect2LevelAdvSeq,rebirthRMB,heldItemExp,fragID,produceGate1,produceGate2,produceGate3,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_vn,produceDesc_kr,produceDesc_pt,produceDesc_th,effect
30465,神·混沌魔方球,神·混沌魔方球,Divine Chaos Cube,Thần Quả Cầu Ma Thuật Hỗn Độn,신성한 혼돈의 마방구,Cubo do Caos Divino,ลูกบาศก์มนตราโกลาหลศักดิ์สิทธิ์,config/item/xddj/icon_zzmq.png,6,<>,TRUE,,199,80,6,7,102,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.1;1;1.1;1>,0.5,6,6,211,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,212,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28165,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30466,神·岩石巨盾,神·岩石巨盾,Divine Rock Giant Shield,Thần Khiên Đá Khổng Lồ,신성한 바위 거대 방패,Escudo Gigante de Rocha Divino,โล่หินยักษ์ศักดิ์สิทธิ์,config/item/xddj/icon_bjls.png,6,<>,TRUE,,199,80,6,7,103,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1.1;0.9;1;1;1;1>,0.5,6,6,213,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,214,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28166,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30467,神·基因气团,神·基因氣團,Divine DNA Airmass,Thần Khối Khí Gen,신성한 유전자 기단,Massa de Ar de DNA Divina,มวลอากาศยีนส์ศักดิ์สิทธิ์,config/item/xddj/icon_symh.png,6,<>,TRUE,,199,80,6,7,104,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1.1;1;1.1>,0.5,6,6,215,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,216,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28167,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30468,神·荆棘之冠,神·荊棘之冠,Divine Thorned Crown,Thần Vương Miện Gai,신성한 가시 왕관,Coroa de Espinhos Divina,มงกุฎหนามศักดิ์สิทธิ์,config/item/xddj/icon_sgsnd.png,6,<>,TRUE,,199,80,6,7,105,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,0.5,6,6,217,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,218,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28168,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30469,神·百战金盾,神·百戰金盾,Divine Aegis of a Hundred Battles,Thần Khiên Trăm Trận,신성한 백전의 금방패,Égide Divina das Cem Batalhas,โล่ร้อยศึกศักดิ์สิทธิ์,config/item/xddj/icon_zmrt.png,6,<>,TRUE,,199,80,6,7,106,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;0.9;1.1>,0.5,6,6,219,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,220,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28169,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30470,神·猩红棘刃,神·猩紅棘刃,Divine Scarlet Thorn Blade,Thần Lưỡi Dao Gai Đỏ,신성한 진홍의 가시 칼날,Lâmina de Espinho Escarlate Divina,ดาบหนามสีเลือดศักดิ์สิทธิ์,config/item/xddj/icon_sgcjalld.png,6,<>,TRUE,,199,80,6,7,107,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,0.5,6,6,221,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,222,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28170,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30471,神·三色翎羽剑,神·三色翎羽劍,Divine Tri-Color Feather Sword,Thần Kiếm Lông Ba Màu,신성한 삼색 깃털 검,Espada de Penas Tricolores Divina,ดาบขนนกสามสีศักดิ์สิทธิ์,config/item/xddj/icon_sslyj.png,6,<>,TRUE,,199,80,6,7,108,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,0.5,6,6,223,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,224,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28171,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30472,神·不挠之剑,神·不撓之劍,Divine Dauntless Sword,Thần Kiếm Bất Khuất,신성한 불굴의 검,Espada Intrépida Divina,ดาบไม่ย่อท้อศักดิ์สิทธิ์,config/item/xddj/icon_cx.png,6,<>,TRUE,,199,80,6,7,109,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,0.5,6,6,225,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,226,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28172,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30473,神·时之披风,神·時之披風,Divine Cape of Time,Thần Áo Choàng Thời Gian,신성한 시간의 망토,Capa do Tempo Divina,ผ้าคลุมแห่งกาลเวลาศักดิ์สิทธิ์,config/item/xddj/icon_sld.png,6,<>,TRUE,,199,80,6,7,110,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1.1;1;1.1>,0.5,6,6,227,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,228,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28173,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30474,神·超重力钢爪,神·超重力鋼爪,Divine Super-Gravity Steel Claw,Thần Vuốt Thép Siêu Trọng Lực,신성한 초중력 강철 발톱,Garra de Aço Supergravitacional Divina,กรงเล็บเหล็กแรงโน้มถ่วงสูงศักดิ์สิทธิ์,config/item/xddj/icon_sgcjjjg.png,6,<>,TRUE,,199,80,6,7,111,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;0.9;1.1>,0.5,6,6,229,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,230,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28174,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30475,神·漆黑缰绳,神·漆黑韁繩,Divine Reins of Unity (Black),Thần Dây Cương Hợp Nhất (Đen),신성한 검은 고삐,Rédeas da Unidade Divinas (Pretas),บังเหียนทมิฬศักดิ์สิทธิ์,config/item/xddj/icon_qhjs.png,6,<>,TRUE,,199,80,6,7,112,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,0.5,6,6,231,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,232,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28175,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30476,神·暴烈血镰,神·暴烈血鐮,Divine Violent Blood Scythe,Thần Liềm Máu Hung Bạo,신성한 폭렬의 피의 낫,Foice de Sangue Violenta Divina,เคียวโลหิตรุนแรงศักดิ์สิทธิ์,config/item/xddj/icon_blxl.png,6,<>,TRUE,,199,80,6,7,113,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,0.5,6,6,233,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,234,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28176,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30477,神·波导魂骨,神·波導魂骨,Divine Aura Soul Bone,Thần Xương Hồn Aura,신성한 파동의 혼골,Osso da Alma da Aura Divino,กระดูกวิญญาณคลื่นพลังศักดิ์สิทธิ์,config/item/xddj/icon_bdhg.png,6,<>,TRUE,,199,80,6,7,114,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,0.5,6,6,235,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,236,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28177,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30478,神·苍白缰绳,神·蒼白韁繩,Divine Reins of Unity (White),Thần Dây Cương Hợp Nhất (Trắng),신성한 하얀 고삐,Rédeas da Unidade Divinas (Brancas),บังเหียนสีขาวศักดิ์สิทธิ์,config/item/xddj/icon_cbjs.png,6,<>,TRUE,,199,80,6,7,115,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;0.9;1.1>,0.5,6,6,237,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,238,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28178,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30479,神·炎龙炽链,神·炎龍熾鏈,Divine Flame Dragon's Blazing Chain,Thần Xích Lửa Viêm Long,신성한 염룡의 불타는 사슬,Corrente Ardente do Dragão de Fogo Divina,โซ่เพลิงมังกรอัคคีศักดิ์สิทธิ์,config/item/xddj/icon_ylcl.png,6,<>,TRUE,,199,80,6,7,116,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,0.5,6,6,239,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,240,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28179,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30480,魔·创世之剑,魔·創世之劍,Demonic Sword of Creation,Ma Kiếm Sáng Thế,마의 창세의 검,Espada Demoníaca da Criação,ดาบสร้างโลกปีศาจ,config/item/xddj/icon_mcszj.png,6,<>,TRUE,,199,80,6,7,117,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<2;2;2;2;2;2>,0.5,6,6,191,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,192,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28180,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30481,神·焰白涡轮,神·焰白渦輪,Divine Fusion Flare Turbine,Thần Tuabin Lửa Trắng,신성한 화염백색 터빈,Turbina de Fusão de Chama Divina,กังหันหลอมรวมเพลิงศักดิ์สิทธิ์,config/item/xddj/icon_ybwl.png,6,<>,TRUE,,199,80,6,7,118,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1.1;1;1.1>,0.5,6,6,241,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,242,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28181,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30482,神·冰霜旋刃,神·冰霜旋刃,Divine Glaciate Blade,Thần Lưỡi Dao Băng Giá,신성한 빙상 칼날,Lâmina Glacial Divina,ดาบน้ำแข็งศักดิ์สิทธิ์,config/item/xddj/icon_bsxr.png,6,<>,TRUE,,199,80,6,7,119,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,0.5,6,6,243,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,244,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28182,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30483,神·无极碎星,神·無極碎星,Divine Eternabeam,Thần Vô Cực Phá Sao,신성한 무극의 별 파괴,Raio Eterno Divino,ลำแสงนิรันดร์ศักดิ์สิทธิ์,config/item/xddj/icon_wjsx.png,6,<>,TRUE,,199,80,6,7,120,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1.2;0.8;1.2;0.8>,0.5,6,6,245,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,246,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28183,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30484,神·星芒尾棘,神·星芒尾棘,Divine Starfall Tail-Spike,Thần Gai Đuôi Sao Băng,신성한 별빛 꼬리 가시,Espinho da Cauda da Chuva de Estrelas Divino,หนามหางดาวตกศักดิ์สิทธิ์,config/item/xddj/icon_xmwj.png,6,<>,TRUE,,199,80,6,7,121,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,0.5,6,6,247,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,248,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28184,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30485,神·幽冥毒蕊,神·幽冥毒蕊,Divine Nether-Poison Stamen,Thần Nhụy Độc Âm U,신성한 유명의 독 수술,Estame de Veneno do Submundo Divino,เกสรพิษยมโลกศักดิ์สิทธิ์,config/item/xddj/icon_ymdr.png,6,<>,TRUE,,199,80,6,7,122,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1.2;1.1;0.8;1;0.8;1>,0.5,6,6,249,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,250,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28185,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30486,神·强子引擎,神·強子引擎,Divine Hadron Engine,Thần Động Cơ Hadron,신성한 강입자 엔진,Motor Hadrônico Divino,เครื่องยนต์แฮดรอนศักดิ์สิทธิ์,config/item/xddj/icon_qzyq.png,6,<>,TRUE,,199,80,6,7,123,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1.2;1>,0.5,6,6,251,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,252,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28186,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30487,神·暗黑涡轮,神·暗黑渦輪,Divine Dark Turbine,Thần Tuabin Bóng Tối,신성한 암흑 터빈,Turbina Negra Divina,กังหันมืดศักดิ์สิทธิ์,config/item/xddj/icon_ahwl.png,6,<>,TRUE,,199,80,6,7,124,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,0.5,6,6,253,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,254,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28187,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30488,神·精灵宝石,神·精靈寶石,Divine Fairy Gem,Thần Ngọc Tiên,신성한 정령 보석,Gema de Fada Divina,อัญมณีแฟรี่ศักดิ์สิทธิ์,config/item/xddj/icon_jlbs.png,6,<>,TRUE,,199,80,6,7,126,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;0.8;1;1.1;1;1.1>,0.5,6,6,257,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,258,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28189,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30489,神·断崖之剑,神·斷崖之劍,Divine Precipice Blades,Thần Lưỡi Kiếm Vách Đá,신성한 단애의 검,Lâminas do Precipício Divinas,ดาบผาชันศักดิ์สิทธิ์,config/item/xddj/icon_dyzj.png,6,<>,TRUE,,199,80,6,7,127,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1.2;0.8;0.8;1.2;0.8;1.2>,0.5,6,6,259,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,260,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28190,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30490,神·海洋之心,神·海洋之心,Divine Heart of the Sea,Thần Trái Tim Đại Dương,신성한 바다의 심장,Coração do Mar Divino,หัวใจแห่งมหาสมุทรศักดิ์สิทธิ์,config/item/xddj/icon_hyzx.png,6,<>,TRUE,,199,80,6,7,128,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1.5;0.5;1.2;0.8;1.2;0.8>,0.5,6,6,261,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,262,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28191,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30491,神·裂空宝珠,神·裂空寶珠,Divine Sky-High Orb,Thần Ngọc Báu Bầu Trời,신성한 하늘의 보주,Orbe do Céu Divino,ลูกแก้วเวหาศักดิ์สิทธิ์,config/item/xddj/icon_lkbz.png,6,<>,TRUE,,199,80,6,7,129,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<0.8;1.2;1.3;0.7;1.3;0.7>,0.5,6,6,263,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,264,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28192,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30492,神·精神结晶,神·精神結晶,Divine Psycho Crystal,Thần Tinh Thể Tâm Linh,신성한 정신의 결정,Cristal Psíquico Divino,ผลึกพลังจิตศักดิ์สิทธิ์,config/item/xddj/icon_jsjj.png,6,<>,TRUE,,199,80,6,7,130,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<0.9;1.1;1.2;0.8;1.2;0.8>,0.5,6,6,265,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,266,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28193,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30493,神·飞水手里剑,神·飛水手裏劍,Divine Water Shuriken,Thần Phi Tiêu Nước,신성한 물수리검,Shuriken de Água Divino,ชูริเคนน้ำศักดิ์สิทธิ์,config/item/xddj/icon_fsslj.png,6,<>,TRUE,,199,80,6,7,131,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<0.8;1.2;0.8;1.2;1;1>,0.5,6,6,267,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,268,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28194,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30494,神·咸鱼龙刺,神·鹹魚龍刺,Divine Salty-Fish Dragon Spike,Thần Gai Rồng Cá Mặn,신성한 짠물고기 용의 가시,Espinho do Dragão Peixe-Salgado Divino,หนามมังกรปลาเค็มศักดิ์สิทธิ์,config/item/xddj/icon_xylc.png,6,<>,TRUE,,199,80,6,7,132,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1.2;0.8;1.2;0.8>,0.5,6,6,269,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,270,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28195,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
