变量名,_beizhu,_comment,stage,specialName,startSceen,startLevel,startGate,extendCondition,order,service,award,awardChoose,showAward,gotoScene,gotoStep,outDelay,showType,force,useRoleFigure,unitId,offPos,headRes,headPos,roleName,roleName_tw,roleName_en,roleName_kr,roleName_vn,roleName_pt,roleName_th,talkContent,talkContent_tw,talkContent_en,talkContent_vn,talkContent_kr,talkContent_pt,talkContent_th,bgRes,__tagName,tagName,jumpToNode,animate,animateAngle,animatePos,battleEnter,anyPosCancel,lightSize,chooseDesc1,choose1,chooseDesc2,choose2
,,引导地图宝箱和章节宝箱,70,,,,,,,,,,,,,0.1,,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ Tay,Rotom Dex,โรทอมเด็กซ์,点击这里，可以领取关卡胜利宝箱哦,點擊這裡，可以領取關卡勝利寶箱哦,Tap here to claim level victory chest.,Nhấn vào đây để nhận rương kho báu chiến thắng màn chơi!,터치해서 스테이지 승리 보물상자를 수령해 로토.,Clique aqui para resgatar seu baú de vitória de nível!,คลิกที่นี่เพื่อรับหีบสมบัติชัยชนะในด่าน!,,,<rightDown>,,effect/shouyindao.skel,,,,,,,,,
,,引导地图宝箱和章节宝箱,70,,,,,,,1,,,,,,0.1,,2,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=0;y=400},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเดกซ์,点击这里，可以领取章节的星级奖励哦。,點擊這裡，可以領取章節的星級獎勵哦。,Tap here to claim Star level reward of the chapter!,Nhấn vào đây để nhận phần thưởng sao của chương!,여길 터치하면 챕터 성급 보물상자를 수령할 수 있어 로토.,Clique aqui para resgatar as recompensas estelares do capítulo!,คลิกที่นี่เพื่อรับรางวัลดาวของบทนี้!,,,<btnGet>,,effect/shouyindao.skel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,引导地图宝箱和章节宝箱,71,,city.gate.section_box,,10103,finish(70),,,,,,,,,,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเดกซ์,地图上有些关卡通关后，会有一些关卡宝箱可以领取，要仔细看哦。,地圖上有些關卡通關後，會有一些關卡寶箱可以領取，要仔細看哦。,Take note of the level chests that can be claimed for clearing certain levels on the map.,"Sau khi vượt qua một số màn chơi trên bản đồ, bạn sẽ nhận được một số rương kho báu. Hãy xem kỹ nhé!","""맵의 모든 스테이지를 클리어하면, 일부 스테이지 보물상자를 수령할 수 있으니까 자세히 봐야 해 로토.""","Após completar algumas fases no mapa, você poderá coletar alguns baús de fase. Certifique-se de verificar cuidadosamente!",หลังจากเคลียร์ด่านบางด่านบนแผนที่แล้ว จะมีกล่องสมบัติให้รับ อย่าลืมตรวจสอบให้ดีนะ!,,,,,,,,,,,,,,
,,引导地图宝箱和章节宝箱,71,,,,,,,,,,,,,,,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเด็กซ์,那么，基本的操作你大概也都懂了，是时候你自己去冒险了哦,那麼，基本的操作你大概也都懂了，是時候你自己去冒險了哦,"Alright, since you've understood the basic mechanics, it's time for you to begin an adventure!","Vậy thì, bạn có lẽ cũng đã hiểu các thao tác cơ bản rồi, đã đến lúc tự mình phiêu lưu rồi nhé!","""그럼, 기본적인 방법은 모두 알려준 것 같으니까, 이제 스스로 모험을 떠날 차례야 로토.""","Então, você provavelmente já entende os comandos básicos, é hora da sua própria aventura!",งั้นล่ะนะ คุณคงเข้าใจการควบคุมพื้นฐานแล้วล่ะ  ถึงเวลาออกผจญภัยด้วยตัวเองแล้วนะ!,,,,,,,,,,,,,,
,,引导地图宝箱和章节宝箱,71,,,,,,,1,,,,,,,,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเดกซ์,相信很快我们会再见面的！,相信很快我們會再見面的！,I believe we will meet again soon!,Tôi tin rằng chúng ta sẽ gặp lại nhau sớm thôi!,우린 금방 다시 만나게 될 거야 로토!,Acredito que nos veremos novamente em breve!,ฉันเชื่อว่าเราจะได้เจอกันอีกเร็วๆ นี้!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,主城-询问查看竞技场,80,,city.view,15,,not finish(82),,1,,,,,,0.1,,1,,,{x=-100;y=0},login/new_character/img_tjltm@.png,{x=-100;y=0},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเด็กซ์,是否需要查看#L100#【竞技场】#L0#这个功能,是否需要檢視#L100#【競技場】#L0#這個功能,Do you want to check out the #L100#[Arena]#L0# feature?,Bạn có cần xem chức năng #L100#【Đấu trường】#L0# không?,#L100#[아레나]#L0# 기능을 살펴보러 가지 않을래 로토?,Você precisa visualizar a função #L100#【Arena】#L0#?,คุณต้องการดูฟังก์ชัน #L100#【สนามประลอง】#L0# หรือไม่,,,,,,,{x=-100;y=100},,,{width=300;height=300;dy=-10},否,,是,arena
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,login/new_character/img_tjltm@.png,,图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเดกซ์,去战斗吧，被选召的少年！,去戰鬥吧，被選召的少年！,"Go to fight it, the chosen juveniles!","Nào chiến đấu đi, những đứa trẻ được chọn!","""선택받은 트레이너로서, 대결을 펼쳐 보자!""","Lute, crianças escolhidas!",ไปต่อสู้เถอะ เด็กที่ได้รับเลือก!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,进入游戏-对白,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,神秘的宠物世界里，黑暗的力量逐渐蔓延，善良的宠物宝贝危在旦夕！,神秘的寵物世界裡，黑暗的力量逐漸蔓延，善良的寵物寶貝危在旦夕！,404,"Trong thế giới thú cưng huyền bí, sức mạnh bóng tối đang dần lan rộng, và những thú cưng tốt bụng đang gặp nguy hiểm!",404404,"No misterioso mundo dos animais de estimação, o poder das trevas está se espalhando, e os queridos bichinhos estão em grave perigo!",ในโลกแห่งสัตว์เลี้ยงลึกลับ อำนาจแห่งความมืดกำลังแผ่ขยายออกไป และสัตว์เลี้ยงที่ดีกำลังตกอยู่ในอันตราย!,,,,,,,,,,,,,,
,,进入游戏-对白,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,被选召的孩子们啊，快点去拯救世界！,被選召的孩子們啊，快點去拯救世界！,DigiDestined! Go and save the world!,"Những đứa trẻ được chọn, hãy nhanh chóng cứu thế giới!",404404,"Crianças Escolhidas, salvem o mundo depressa!",เด็กที่ได้รับเลือก รีบไปช่วยโลกกันเถอะ!,,,,,,,,,,,,,,
,,抽卡引导-前往关卡,1,,,,,,,,,,,,,,,1,,,{x=550;y=150},,{x=550;y=150},,,,,,,,前往关卡去战斗吧,前往關卡去戰鬥吧,Click to choose stage.,Đi đến màn chơi và chiến đấu!,404404,Vá para a fase e lute!,ไปที่ด่านและต่อสู้!,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,抽卡引导-选择关卡,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,抽卡引导-进入关卡,1,,,,,,,3,,,,,,,,1,,,{x=450;y=100},,{x=450;y=100},,,,,,,,点击此处进入战斗,點擊此處進入戰鬥,Click here to start battle.,Nhấp vào đây để bắt đầu trận chiến,404404,Clique aqui para entrar na batalha,คลิกที่นี่เพื่อเข้าสู่การต่อสู้,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,抽卡引导-对白,1,,,,,,,,,,,,201,,,1,,,,,,,,,,,,,有了拉拉宠物的帮助，战斗真是如虎添翼,有了拉拉寵物的幫助，戰鬥真是如虎添翼,404,"Nhờ có sự trợ giúp của Ralts, trận chiến trở nên dễ dàng hơn rất nhiều!",404404,"Com a ajuda do meu Ralts, a batalha foi muito mais fácil!",ด้วยความช่วยเหลือของรัลท์ การต่อสู้จึงง่ายดายขึ้นมาก!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,抽卡引导-进入抽卡,2,,,,,,,,,,,1,,,,,,,{x=100;y=250},,{x=100;y=250},,,,,,,,让我们去召唤拉拉宠物加入队伍吧！,讓我們去召喚拉拉寵物加入隊伍吧！,404,Hãy triệu hồi một thú cưng Lalafell để gia nhập đội của chúng ta!,404404,Vamos convocar um pet Lalafell para se juntar à nossa equipe!,ไปเรียกสัตว์เลี้ยงลาลาเฟลมาเข้าทีมกันเถอะ!,,,,,guide_finger/yindaoshouzhi,0,,,,,,,,
,,抽卡引导-到达抽卡页面,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,135,,,,,,,,
,,抽卡引导-抽卡,2,,,,,,,1,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,135,,,,,,,,
,,抽卡引导-抽卡确定,2,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,抽卡引导-抽卡确定,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{width=3000;height=3000},,,,
,,抽卡引导-抽卡确定,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,135,,{3=261},,,,,,
,,抽卡引导-对白,2,,,,,,,,,,,1,,,,1,,,,big_hero/lalashou.png,,拉拉宠物,拉拉寵物,404,404404,Lala Pet,Lala Pet,ลาลาเพ็ท,音乐将治愈你们，跟随我的音乐起舞吧！,音樂將治癒你們，跟隨我的音樂起舞吧！,"Music will heal you all, just dance with my music!","Âm nhạc sẽ chữa lành cho các bạn, hãy nhảy theo nhạc của tôi!",404404,"A música irá curá-los, dancem com a minha música!",ดนตรีจะเยียวยาพวกคุณ เต้นไปกับดนตรีของฉันเถอะ!,,,,,,,,,,,,,,
,,抽卡引导-对白,2,,,,,,,,,,,,301,,,0,,,,big_hero/yagushou.png,,宠物,寵物,404,펫,Thú cưng,Animal de estimação,สัตว์เลี้ยง,欢迎拉拉宠物加入队伍，让我们一起并肩作战吧！,歡迎拉拉寵物加入隊伍，讓我們一起並肩作戰吧！,404,Chào mừng Lala Pokémon gia nhập đội! Hãy cùng chiến đấu nào!,404404,"Bem-vindo à equipe, Pokémon Lala! Vamos lutar juntos!",ยินดีต้อนรับลาลาโปเกมอนเข้าทีม! มาต่อสู้ด้วยกันเถอะ!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,战斗引导-前往关卡,3,,,,,,,,,,,1,,,,0,,,{x=550;y=150},,{x=550;y=150},,,,,,,,让我们继续战斗,讓我們繼續戰鬥,Let's keep on fighting.,Hãy tiếp tục chiến đấu,404404,Vamos continuar a lutar,มาต่อสู้กันต่อไปเถอะ,,,,,guide_finger/yindaoshouzhi,,,{3=261},,,,,,
,,战斗引导-选择关卡,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,战斗引导-进入关卡,3,,,,,,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,战斗引导-对白,3,,,,,,,,,,,1,,,,1,,,,big_hero/guide_tiannvshou.png,,天女宠物,天女寵物,404,404404,Thú cưng thiên nữ,Animal de estimação celestial,สัตว์เลี้ยงสวรรค์,快看，我们得到了用于强化战斗力的宠物宝石,快看，我們得到了用於強化戰鬥力的寵物寶石,404,Nhìn kìa! Chúng ta đã có được những viên đá quý thú cưng để tăng cường sức mạnh chiến đấu!,404404,Olha! Conseguimos gemas de animais de estimação para fortalecer nossas batalhas!,เร็ว! เราได้อัญมณีสัตว์เลี้ยงเพื่อเพิ่มพลังในการต่อสู้มาแล้ว!,,,,,,,,,,,,,,
,,战斗引导-对白,3,,,,,,,,,,,,401,,,0,,,,big_hero/yagushou.png,,宠物,寵物,404,펫,Thú cưng,Animal de estimação,สัตว์เลี้ยง,好厉害，快去试试看,好厲害，快去試試看,"Cool, let's use it now.",Tuyệt vời! Hãy thử đi!,404404,Incrível! Vá tentar!,สุดยอด! ลองดูสิ!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,进阶引导-前往角色面板,4,,,,,,,,,,,1,,,,1,,,{x=155;y=150},,{x=155;y=150},,,,,,,,宠物宝石可以强化战斗力,寵物寶石可以強化戰鬥力,404,Đá Pokémon có thể tăng cường sức mạnh chiến đấu.,404404,As Pedras Pokémon podem fortalecer o poder de batalha.,โปเกมอนเจมส์สามารถเพิ่มพลังการต่อสู้ได้,,,,,guide_finger/yindaoshouzhi,,,,,{width=180;height=180},,,,
,,进阶引导-前往角色强化,4,,,,,,,,,,,,,,,1,,,{x=220;y=180},,{x=220;y=180},,,,,,,,请点击强化，材料都已经准备好了,請點擊強化，材料都已經準備好了,"All materials are ready, please click Boost.","Vui lòng nhấn vào để cường hóa, tất cả vật liệu đã sẵn sàng.",404404,"Clique para aprimorar, todos os materiais estão prontos.",โปรดคลิกเพื่อเสริมกำลัง วัสดุพร้อมแล้ว,,,,,guide_finger/yindaoshouzhi,135,,,,,,,,
,,进阶引导-角色进阶,4,,,,,,,1,,,,,,,,1,,,{x=250;y=120},,{x=250;y=120},,,,,,,,看！这就是宠物宝石的神奇力量！,看！這就是寵物寶石的神奇力量！,404,Nhìn kìa! Đây là sức mạnh kỳ diệu của viên đá Pokémon!,404404,Olhem! Este é o poder incrível da Pedra Pokémon!,ดูสิ! นี่คือพลังอันน่าอัศจรรย์ของโปเกมอนเจมส์!,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,进阶引导-进阶成功,4,,,,,,,,,,,,,1.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,进阶引导-对白,4,,,,,,,,,,,,,,,1,,,,big_hero/guide_tiannvshou.png,,天女宠物,天女寵物,404,404404,Thú cưng thiên nữ,Animal de estimação celestial,สัตว์เลี้ยงเทวดา,宠物的品质分为白→绿→蓝→紫,寵物的品質分為白→綠→藍→紫,404,Chất lượng thú cưng được chia thành Trắng → Xanh lá → Xanh dương → Tím,404404,A qualidade do pet é dividida em Branco → Verde → Azul → Roxo,คุณภาพของสัตว์เลี้ยงแบ่งเป็น ขาว → เขียว → น้ำเงิน → ม่วง,,,,,,,,,,,,,,
,,进阶引导-对白,4,,,,,,,,,,,,501,,,1,,,,big_hero/guide_tiannvshou.png,,天女宠物,天女寵物,404,404404,Thú cưng thiên nữ,Animal de estimação celestial,สัตว์เลี้ยงเทวะสตรี,挑战关卡可以获得大量进阶材料,挑戰關卡可以獲得大量進階材料,Challenge stages can obtain huge amount of materials for Advance.,Cấp độ thử thách có thể nhận được rất nhiều nguyên liệu nâng cấp.,404404,Os níveis de desafio podem obter uma grande quantidade de materiais de atualização.,ด่านท้าทายสามารถได้รับวัสดุอัพเกรดจำนวนมาก,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,战斗引导-前往关卡,5,,,,,,,,,,,1,,,,1,,,{x=550;y=150},,{x=550;y=150},,,,,,,,有没有感觉充满力量呢，让黑暗力量颤抖吧！,有沒有感覺充滿力量呢，讓黑暗力量顫抖吧！,Now you are stronger! Dispel the darkness!,Cảm nhận sức mạnh chưa nào? Hãy để thế lực hắc ám phải run sợ!,404404,Sente a força? Que o poder das trevas trema!,รู้สึกถึงพลังใช่ไหม? จงทำให้พลังแห่งความมืดสั่นสะท้าน!,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,战斗引导-选择关卡,5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,战斗引导-进入关卡,5,,,,,,,3,,,,,,,,1,,,{x=450;y=100},,{x=450;y=100},,,,,,,,让我们去继续战斗！,讓我們去繼續戰鬥！,Let's keep on fighting!,Hãy tiếp tục chiến đấu!,404404,Vamos continuar a luta!,ไปต่อกันเถอะ!,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,战斗引导-对白,5,,,,,,,,,,,2,,,,1,,,,big_hero/guide_tiannvshou.png,,天女宠物,天女寵物,404,404404,Thú cưng thiên nữ,Animal de estimação celestial,สัตว์เลี้ยงสวรรค์,好厉害，我们已经通关第一章节的所有关卡了,好厲害，我們已經通關第一章節的所有關卡了,Great! We've passed all the stages in Chapter I,Tuyệt vời! Chúng ta đã vượt qua tất cả các màn chơi trong Chương 1!,404404,Incrível! Nós completamos todos os níveis do Capítulo 1!,ยอดเยี่ยม! เราผ่านด่านทั้งหมดในบทที่ 1 แล้ว!,,,,,,,,,,,,,,
,,战斗引导-对白,5,,,,,,,,,,,,602,,,1,,,,big_hero/guide_tiannvshou.png,,天女宠物,天女寵物,404,404404,Thú cưng thiên nữ,Mascote Celestial,สัตว์เลี้ยงสวรรค์,现在我们可以领取额外奖励了，有特殊惊喜哦,現在我們可以領取額外獎勵了，有特殊驚喜哦,Now please claim the extra rewards.,"Chúng ta có thể nhận phần thưởng thêm ngay bây giờ, với một bất ngờ đặc biệt!",404404,"Agora podemos resgatar recompensas extras, com uma surpresa especial!",ตอนนี้เราสามารถรับรางวัลพิเศษได้แล้ว มีเซอร์ไพรส์พิเศษด้วยนะ!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,领取星级宝箱-前往关卡,6,,,,,,,,,,,,,,,1,,,{x=550;y=150},,{x=550;y=150},,,,,,,,有新的关卡星级奖励可以领取啦！,有新的關卡星級獎勵可以領取啦！,Please claim the Star Awards!,Có phần thưởng cấp sao mới cho màn chơi!,404404,Novas recompensas de estrelas de nível estão disponíveis!,มีรางวัลระดับดาวใหม่ให้รับแล้ว！,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,领取星级宝箱-点击宝箱,6,,,,,,,,,,,11,,,,0,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,领取星级宝箱-领取奖励,6,,,,,,,1,,,,,,0.3,,0,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,135,,,,{width=3000;height=3000},,,,
,,领取星级宝箱-领取确认,6,,,,,,,,,,,,701,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{width=3000;height=3000},,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,合成格斗家-前往格斗家面板,7,,,,,,,,,,,1,,,,1,,,{x=0;y=150},,{x=0;y=150},,,,,,,,前往宠物界面召唤小熊宠物吧！,前往寵物介面召喚小熊寵物吧！,404,Đến giao diện thú cưng và triệu hồi thú cưng gấu nhỏ!,404404,Vá para a interface de mascote e invoque o mascote ursinho!,ไปที่ส่วนของสัตว์เลี้ยงและเรียกสัตว์เลี้ยงหมีน้อย!,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,合成格斗家-前往格斗家面板,7,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,135,,,,{width=3000;height=3000},,,,
,,合成格斗家-抽卡确定,7,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{width=3000;height=3000},,,,
,,合成格斗家-抽卡确定,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{width=3000;height=3000},,,,
,,合成格斗家-确定,7,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{width=3000;height=3000},,,,
,,合成格斗家-返回主界面,7,,,,,,,,,,,,801,,,0,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,225,,,,,,,,
,,合成格斗家-返回主界面,7,,,,,,,,,,,,801,,,0,,,{x=0;y=300},,{x=0;y=300},,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,上阵-对白,8,,,,,,,,,,,1,,,,1,,,,big_hero/guide_tiannvshou.png,,天女宠物,天女寵物,404,404404,Thú cưng thiên nữ,Animal de estimação celestial,สัตว์เลี้ยงสวรรค์,让小熊宠物来助我们一臂之力吧,讓小熊寵物來助我們一臂之力吧,404,Hãy để những chú Pokémon gấu nhỏ giúp chúng ta một tay nào!,404404,Vamos deixar os Pokémon ursinhos darem uma mãozinha!,ขอให้โปเกมอนหมีตัวน้อยช่วยเราหน่อยเถอะ!,,,,,,,,,,,,,,
,,上阵-点击空位,8,,,,,,,,,,,,,,,1,,,{x=150;y=350},,{x=150;y=350},,,,,,,,点击空位可以上阵小熊宠物,點擊空位可以上陣小熊寵物,404,Nhấn vào vị trí trống để triển khai thú cưng Gấu con.,404404,Toque em um espaço vazio para colocar o pet Urso.,แตะช่องว่างเพื่อใช้งานสัตว์เลี้ยงลูกหมี,,,,,guide_finger/yindaoshouzhi,135,,,,{width=150;height=150},,,,
,,上阵-上阵,8,,,,,,,1,,,,,901,,,0,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,225,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,战斗引导-前往关卡,9,,,,,,,,,,,1,,,,1,,,{x=550;y=150},,{x=550;y=150},,,,,,,,小熊宠物加入，继续前进！,小熊寵物加入，繼續前進！,404,"Pokémon Gấu con tham gia, tiến lên!",404404,"Pokémon Ursinho se junta, vamos em frente!",โปเกมอนหมีน้อยเข้าร่วม ทะยานไปข้างหน้า!,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,战斗引导-选择关卡,9,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,{width=3000;height=3000},,,,
,,战斗引导-进入关卡,9,,,,,,,3,,,,,1002,,,0,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,战斗引导-前往关卡,10,,,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,战斗引导-对白,10,,,,,,,,,,,12,,,,1,,,,big_hero/guide_tiannvshou.png,,天女宠物,天女寵物,404,404404,Thú cưng thiên nữ,Animal de estimação celestial,สัตว์เลี้ยงสวรรค์,黑暗魔宠物的力量还未减弱，继续战斗吧！,黑暗魔寵物的力量還未減弱，繼續戰鬥吧！,404,"Sức mạnh của Pokémon Tối bóng vẫn chưa suy yếu, hãy tiếp tục chiến đấu!",404404,"O poder do Pokémon Sombrio ainda não enfraqueceu, continue lutando!",พลังของโปเกมอนมืด ยังไม่ลดลง ต่อสู้ต่อไป!,,,,,,,,,,,,,,
,,战斗引导-选择关卡,10,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,战斗引导-进入关卡,10,,,,,,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,进阶引导-对白,10,,,,,,,,,,,,1101,,,1,,,,big_hero/guide_tiannvshou.png,,天女宠物,天女寵物,404,404404,Thú cưng thiên nữ,Animal de estimação celestial,สัตว์เลี้ยงสวรรค์,宠物可以通过碎片来提升能力，现在就去试试吧,寵物可以通過碎片來提升能力，現在就去試試吧,404,Cún cưng có thể nâng cao khả năng của chúng bằng Mảnh ghép. Hãy thử ngay nào!,404404,Os animais de estimação podem melhorar suas habilidades usando Fragmentos. Experimente agora!,สัตว์เลี้ยงสามารถเพิ่มความสามารถได้ด้วยเศษชิ้นส่วน ลองใช้เลย!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,格斗家升星-前往格斗家面板,11,,,,,,,,,,,1,,,,1,,,{x=300;y=330},,{x=300;y=330},,,,,,,,点击前往宠物面板,點擊前往寵物面板,404,Nhấn để vào bảng điều khiển thú cưng,404404,Toque para ir ao painel de mascotes,แตะเพื่อไปที่แผงสัตว์เลี้ยง,,,,,guide_finger/yindaoshouzhi,135,,,,{width=180;height=180},,,,
,,格斗家升星-强化按钮,11,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,135,,,,,,,,
,,格斗家升星-升星面板,11,,,,,,,,,,,,,,,1,,,{x=300;y=230},,{x=300;y=230},,,,,,,,点击面板，切换到升星,點擊面板，切換到升星,Click Star Activation.,Nhấn vào bảng để chuyển sang Nâng sao,404404,Toque no painel para mudar para Subir de Estrela,แตะที่แผงเพื่อสลับไปยังการอัพเกรดดาว,,,,,guide_finger/yindaoshouzhi,135,,,,,,,,
,,格斗家升星-升星按钮,11,,,,,,,1,,,,,,,,,,,{x=300;y=100},,{x=300;y=100},,,,,,,,点击升星，提升宠物星级,點擊升星，提升寵物星級,404,"Nhấn để tăng sao, nâng cấp cấp sao thú cưng",404404,"Toque para aumentar a estrela, melhorar o nível de estrela do animal de estimação",แตะเพื่อเพิ่มดาว เพิ่มระดับดาวของสัตว์เลี้ยง,,,,,guide_finger/yindaoshouzhi,,,,,{width=3000;height=3000},,,,
,,格斗家升星-升星面板,11,,,,,,,,,,,,1204,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,格斗家升星-升星面板,11,,,,,,,,,,,,1204,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,格斗家进化-前往格斗家面板,12,,,,,,,,,,,1,,,,1,,,{x=300;y=330},,{x=300;y=330},,,,,,,,点击前往宠物面板,點擊前往寵物面板,404,Nhấn để đến bảng điều khiển thú cưng,404404,Toque para ir ao painel de mascotes,แตะเพื่อไปที่แผงสัตว์เลี้ยง,,,,,guide_finger/yindaoshouzhi,135,,,,{width=180;height=180},,,,
,,格斗家进化-强化按钮,12,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,135,,,,,,,,
