变量名,title,title_tw,title_en,title_vn,title_kr,title_pt,title_th,languages,showType,color,resBg,res,spineSize,type,sameId,kind,source,itemId,feature,rank,needNotice,alwaysDisplay,days,message,_message,message_tw,message_en,needNotice_vn,message_kr,message_pt,message_th,conditionDesc,conditionDesc_tw,conditionDesc_en,conditionDesc_kr,conditionDesc_vn,conditionDesc_pt,conditionDesc_th,condition1,conditionArg1_1,conditionArg1_2,conditionDesc2,condition2,conditionArg2_1,conditionArg2_2,attrNatureType1,attrType1,attrValue1,attrNatureType2,attrType2,attrValue2,attrNatureType3,attrType3,attrValue3
63,商业精英,商業精英,Business Elite,Tinh anh kinh doanh,상업계의 엘리트,Elite dos Negócios,หัวกะทิทางธุรกิจ,,pic,<92;153;112>,,config/title/img_syjy.png,,1,,1,,,crossMineDaily,3,,1,1,"#C0xFF5B545B#【Cross-server Commercial Street No.3】#T{idx}-244-72##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is online, go get their autograph!～",#C0xFF5B545B#【跨服商业街No.3】#T{idx}-244-72##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#上线了，快找他要签名吧～,#C0xFF5B545B#【跨服商業街No.3】#T{idx}-244-72##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#上線了，快找他要簽名吧～,"#C0xFF5B545B#【Cross-server Commercial Street No.3】#T{idx}-244-72##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is online, go get their autograph!～","#C0xFF5B545B#【Hạng 3 Phố Thương mại Liên server】#T{idx}-244-72##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# đã online, mau đi xin chữ ký của anh ấy đi～","#C0xFF5B545B#【크로스 서버 상업 거리 3위】#T{idx}-244-72##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#님이 접속했습니다, 어서 가서 사인을 받으세요~","#C0xFF5B545B#【Nº3 da Rua Comercial Inter-servidor】#T{idx}-244-72##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# está online, vá pegar o autógrafo dele!～",#C0xFF5B545B#【อันดับ 3 ถนนการค้าข้ามเซิร์ฟเวอร์】#T{idx}-244-72##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#ออนไลน์แล้ว รีบไปขอลายเซ็นเขากันเถอะ~,跨服商业街第三（赛季中每日22:00结算时、季终结算时）,跨服商業街第三（賽季中每日22:00結算時、季終結算時）,"Cross-server Commercial Street No.3 (at daily settlement 22:00 during the season, and at season-end settlement)",크로스 서버 상업 거리 3위 (시즌 중 매일 22:00 정산 및 시즌 종료 시),"Hạng 3 Phố Thương mại Liên server (tổng kết lúc 22:00 hàng ngày trong mùa giải, và tổng kết cuối mùa)",3º lugar na Rua Comercial Inter-servidor (no acerto diário às 22:00 durante a temporada e no acerto final da temporada),อันดับ 3 ถนนการค้าข้ามเซิร์ฟเวอร์ (สรุปผลเวลา 22:00 ทุกวันในช่วงฤดูกาล และตอนสรุปผลสิ้นสุดฤดูกาล),,,,,,,,0,11,100,0,12,100,0,0,
64,天工大赏,天工大賞,Heavenly Craftsmanship Award,Giải thưởng Thiên công,천공의 대상,Prêmio de Artesanato Celestial,รางวัลงานฝีมือสวรรค์,,pic,<92;153;112>,,config/title/img_tgds.png,<254;104>,1,,1,,,crossUnionFight,1,,1,14,"#C0xFF5B545B#【Room Battle No.1】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is online, go get their autograph!～",#C0xFF5B545B#【部屋大作战No.1】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#上线了，快找他要签名吧～,#C0xFF5B545B#【部屋大作戰No.1】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#上線了，快找他要簽名吧～,"#C0xFF5B545B#【Room Battle No.1】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is online, go get their autograph!～","#C0xFF5B545B#【Hạng 1 Đại chiến Căn phòng】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# đã online, mau đi xin chữ ký của anh ấy đi～","#C0xFF5B545B#【방 대작전 1위】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#님이 접속했습니다, 어서 가서 사인을 받으세요~","#C0xFF5B545B#【Nº1 da Batalha de Quartos】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# está online, vá pegar o autógrafo dele!～",#C0xFF5B545B#【อันดับ 1 สงครามห้อง】#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B#ออนไลน์แล้ว รีบไปขอลายเซ็นเขากันเถอะ~,部屋大作战第一公会的参赛成员,404,Participating member of the No.1 Guild in Room Battle,방 대작전 1위 길드의 참가 멤버,Thành viên tham gia của Bang hội hạng 1 trong Đại chiến Căn phòng,Membro participante da Guilda nº 1 na Batalha de Quartos,สมาชิกผู้เข้าร่วมของกิลด์อันดับ 1 ในสงครามห้อง,,,,,,,,0,17,100,0,0,,0,0,
901,初级捕捉者,初級捕捉者,Junior Catcher,Người bắt đầu cấp thấp,초급 포획가,Apanhador Júnior,นักจับมือใหม่,,txt,<92;153;112>,config/title/img_green@.png,,,2,,1,,,,,,1,0,,,,,,,,,捕捉等级达到3,捕捉等級達到3,Reach Capture Level 3,포획 레벨 3 달성,Đạt Cấp độ Bắt 3,Alcançar Nível de Captura 3,ถึงระดับการจับ 3,80,3,,,,,,0,1,800,0,0,,0,0,
902,高级捕捉者,高級捕捉者,Senior Catcher,Người bắt đầu cấp cao,고급 포획가,Apanhador Sênior,นักจับขั้นสูง,,txt,<61;138;153>,config/title/img_blue@.png,,,2,,1,,,,,,1,0,,,,,,,,,捕捉等级达到7,捕捉等級達到7,Reach Capture Level 7,포획 레벨 7 달성,Đạt Cấp độ Bắt 7,Alcançar Nível de Captura 7,ถึงระดับการจับ 7,80,7,,,,,,0,9,80,0,10,80,0,0,
903,捕捉专家,捕捉專家,Expert Catcher,Chuyên gia bắt Pokémon,포획 전문가,Especialista em Captura,ผู้เชี่ยวชาญการจับ,,txt,<138;92;153>,config/title/img_purple@.png,,,2,,1,,,,,,1,0,,,,,,,,,捕捉等级达到11,捕捉等級達到11,Reach Capture Level 11,포획 레벨 11 달성,Đạt Cấp độ Bắt 11,Alcançar Nível de Captura 11,ถึงระดับการจับ 11,80,11,,,,,,0,1,1600,0,0,,0,0,
904,传奇捕捉者,傳奇捕捉者,Legendary Catcher,Người bắt đầu huyền thoại,전설의 포획가,Apanhador Lendário,นักจับในตำนาน,,txt,<228;94;76>,config/title/img_red@.png,,,2,,1,,,,,,1,0,,,,,,,,,捕捉等级达到14,捕捉等級達到14,Reach Capture Level 14,포획 레벨 14 달성,Đạt Cấp độ Bắt 14,Alcançar Nível de Captura 14,ถึงระดับการจับ 14,80,14,,,,,,0,9,1%,0,10,1%,0,0,
1000,圣诞快乐,聖誕快樂,Merry Christmas,Giáng sinh vui vẻ,메리 크리스마스,Feliz Natal,สุขสันต์วันคริสต์มาส,,pic,<92;153;112>,,config/title/img_sdkl.png,,3,,1,,2400,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,9,120,0,10,120,0,0,
1001,新春快乐,新春快樂,Happy New Year,Năm mới vui vẻ,새해 복 많이 받으세요,Feliz Ano Novo,สุขสันต์วันปีใหม่,,pic,<92;153;112>,,config/title/img_xckl.png,,3,,1,,2401,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,80,0,8,80,0,0,
1002,通行证S1,通行證S1,Pass S1,Thẻ thông hành S1,패스 S1,Passe S1,พาส S1,,pic,<92;153;112>,,config/title/img_txzs1.png,,3,,1,,2402,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1003,劳动最光荣,勞動最光榮,Labor is Most Glorious,Lao động là vinh quang nhất,노동은 가장 영광스러운 것,O Trabalho é Mais Glorioso,แรงงานคือสิ่งรุ่งโรจน์ที่สุด,,pic,<92;153;112>,,config/title/img_ldzgr.png,,3,,1,,2403,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,1,500,0,0,,0,0,
1004,熊孩子,熊孩子,Naughty Kid,Đứa trẻ gấu,말썽꾸러기,Criança Travessa,เด็กแสบ,,pic,<92;153;112>,,config/title/img_xhz.png,,3,,1,,2404,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,9,60,0,10,60,0,0,
1005,粽情端午,粽情端午,Zongzi Love for Dragon Boat Festival,Tình cảm bánh chưng ngày Tết Đoan Ngọ,쫑쯔와 함께하는 단오절,Amor de Zongzi no Festival do Barco-Dragão,เทศกาลไหว้บ๊ะจ่างแห่งความรัก,,pic,<92;153;112>,,config/title/img_zqdw.png,,3,,1,,2405,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,100,0,8,100,0,0,
1006,月圆佳时,月圓佳時,Full Moon Good Times,Thời điểm trăng tròn tốt lành,달이 둥근 좋은 때,Bons Tempos de Lua Cheia,ช่วงเวลาดีๆ ในคืนจันทร์เต็มดวง,,pic,<92;153;112>,,config/title/img_yyjs.png,,3,,1,,2406,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,9,80,0,10,80,0,0,
1007,庆典见证者,慶典見證者,Celebration Witness,Nhân chứng Lễ kỷ niệm,축제의 증인,Testemunha da Celebração,พยานแห่งการเฉลิมฉลอง,,pic,<92;153;112>,,config/title/img_qdjzz.png,,3,,1,,2407,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1008,Skr小机灵鬼,Skr小機靈鬼,Skr Little Smarty,Skr Tiểu linh quỷ,Skr 꼬마 귀염둥이,Pequeno Esperto Skr,เจ้าหนูอัจฉริยะ Skr,,pic,<92;153;112>,,config/title/img_wsj.png,,3,,1,,2408,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1009,2020圣诞限定,2020聖誕限定,2020 Christmas Limited,Giới hạn Giáng sinh 2020,2020 크리스마스 한정,Limitado de Natal 2020,ลิมิเต็ดคริสต์มาส 2020,,pic,<92;153;112>,,config/title/img_lexdd.png,,3,,1,,2409,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,9,80,0,10,80,0,0,
1010,2021元旦快乐,2021元旦快樂,Happy 2021 New Year's Day,Năm mới 2021 vui vẻ,2021 새해 복 많이 받으세요,Feliz Ano Novo de 2021,สุขสันต์วันปีใหม่ 2021,,pic,<92;153;112>,,config/title/img_2021.png,,3,,1,,2410,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1011,圆圆满满,圓圓滿滿,Round and Full,Tròn đầy viên mãn,원만함,Redondo e Completo,กลมเกลียวสมบูรณ์,,pic,<92;153;112>,,config/title/img_yymm.png,,3,,1,,2411,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,9,80,0,10,80,0,0,
1012,新年伊始,新年伊始,Beginning of the New Year,Đầu năm mới,새해의 시작,Início do Ano Novo,การเริ่มต้นปีใหม่,,pic,<92;153;112>,,config/title/img_xnys.png,,3,,1,,2412,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1013,撒粮专业户,撒糧專業戶,PDA Specialist,Chuyên gia撒狗粮,사랑꾼,Especialista em Exibir Afeição,ผู้เชี่ยวชาญด้านการอวดความรัก,,pic,<92;153;112>,,config/title/img_qrj.png,,3,,1,,2413,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,9,80,0,10,80,0,0,
1014,感恩有你,感恩有你,Grateful to Have You,Cảm ơn vì đã có bạn,당신이 있어 감사합니다,Grato por Ter Você,ขอบคุณที่มีคุณ,,pic,<92;153;112>,,config/title/img_1zn.png,,3,,1,,2414,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1015,勇者觉醒,勇者覺醒,Hero's Awakening,Dũng sĩ thức tỉnh,용사의 각성,Despertar do Herói,การตื่นขึ้นของผู้กล้า,,pic,<92;153;112>,,config/title/img_yzjx.png,,3,,1,,2415,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,9,80,0,10,80,0,0,
1016,打工人最可爱,打工人最可愛,Workers are the Cutest,Người lao động đáng yêu nhất,노동자가 제일 귀여워,Trabalhadores São os Mais Fofos,คนทำงานน่ารักที่สุด,,pic,<92;153;112>,,config/title/icon_wy.png,,3,,1,,2416,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,16,100,0,0,,0,0,
1017,童心未泯,童心未泯,Childlike Heart,Tâm hồn trẻ thơ,동심을 잃지 않은 자,Coração de Criança,หัวใจที่ไม่เคยแก่,,pic,<92;153;112>,,config/title/img_txwm.png,,3,,1,,2417,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1018,放粽一夏,放粽一夏,Zongzi Fun in Summer,Vui vẻ ngày hè,쫑쯔와 함께하는 여름,Diversão de Verão com Zongzi,สนุกสุดเหวี่ยงกับบ๊ะจ่าง,,pic,<92;153;112>,,config/title/img_dwj2.png,,3,,1,,2418,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,9,80,0,10,80,0,0,
1019,宝藏猎人,寶藏獵人,Treasure Hunter,Thợ săn kho báu,보물 사냥꾼,Caçador de Tesouros,นักล่าสมบัติ,,pic,<92;153;112>,,config/title/img_bzlr.png,,3,,1,,2419,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1020,盛夏光年,盛夏光年,Midsummer Light Year,Năm tháng mùa hè rực rỡ,한여름의 빛나는 해,Anos de Luz de Meio do Verão,แสงสว่างแห่งฤดูร้อน,,pic,<92;153;112>,,config/title/img_sxgn@.png,,3,,1,,2420,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,9,80,0,10,80,0,0,
1021,私奔到月球,私奔到月球,Eloping to the Moon,Cùng nhau trốn đến mặt trăng,달로의 도피,Fugindo para a Lua,หนีไปดวงจันทร์,,pic,<92;153;112>,,config/title/img_sbdyq.png,,3,,1,,2421,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1022,狂欢盛宴,狂歡盛宴,Rave Party,Tiệc tùng cuồng nhiệt,광란의 향연,Festa de Carnaval,งานเลี้ยงสุดเหวี่ยง,,pic,<92;153;112>,,config/title/img_khsy.png,,3,,1,,2422,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,9,80,0,10,80,0,0,
1101,通行证S2,通行證S2,Pass S2,Thẻ thông hành S2,패스 S2,Passe S2,พาส S2,,pic,<92;153;112>,,config/title/imag_ch_txzs2.png,,3,,1,,2471,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1102,通行证S3,通行證S3,Pass S3,Thẻ thông hành S3,패스 S3,Passe S3,พาส S3,,pic,<92;153;112>,,config/title/img_txzs3.png,,3,,1,,2472,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1103,通行证S4,通行證S4,Pass S4,Thẻ thông hành S4,패스 S4,Passe S4,พาส S4,,pic,<92;153;112>,,config/title/img_txzs4.png,,3,,1,,2473,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1104,通行证S5,通行證S5,Pass S5,Thẻ thông hành S5,패스 S5,Passe S5,พาส S5,,pic,<92;153;112>,,config/title/img_txzs5.png,,3,,1,,2474,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1105,通行证S6,通行證S6,Pass S6,Thẻ thông hành S6,패스 S6,Passe S6,พาส S6,,pic,<92;153;112>,,config/title/img_txzs6.png,,3,,1,,2475,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1106,通行证S7,通行證S7,Pass S7,Thẻ thông hành S7,패스 S7,Passe S7,พาส S7,,pic,<92;153;112>,,config/title/img_txzs7.png,,3,,1,,2476,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1107,通行证S8,通行證S8,Pass S8,Thẻ thông hành S8,패스 S8,Passe S8,พาส S8,,pic,<92;153;112>,,config/title/img_txzs8.png,,3,,1,,2477,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1108,通行证S9,通行證S9,Pass S9,Thẻ thông hành S9,패스 S9,Passe S9,พาส S9,,pic,<92;153;112>,,config/title/img_txzs9.png,,3,,1,,2478,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1109,通行证S10,通行證S10,Pass S10,Thẻ thông hành S10,패스 S10,Passe S10,พาส S10,,pic,<92;153;112>,,config/title/img_txzs10.png,,3,,1,,2479,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1110,通行证S11,通行證S11,Pass S11,Thẻ thông hành S11,패스 S11,Passe S11,พาส S11,,pic,<92;153;112>,,config/title/img_txzs11.png,,3,,1,,2480,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1111,通行证S12,通行證S12,Pass S12,Thẻ thông hành S12,패스 S12,Passe S12,พาส S12,,pic,<92;153;112>,,config/title/img_txzs12.png,,3,,1,,2481,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1112,通行证S13,通行證S13,Pass S13,Thẻ thông hành S13,패스 S13,Passe S13,พาส S13,,pic,<92;153;112>,,config/title/img_txzs13.png,,3,,1,,2482,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1113,通行证S14,通行證S14,Pass S14,Thẻ thông hành S14,패스 S14,Passe S14,พาส S14,,pic,<92;153;112>,,config/title/img_txzs14.png,,3,,1,,2483,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1114,通行证S15,通行證S15,Pass S15,Thẻ thông hành S15,패스 S15,Passe S15,พาส S15,,pic,<92;153;112>,,config/title/img_txzs15.png,,3,,1,,2484,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1115,通行证S16,通行證S16,Pass S16,Thẻ thông hành S16,패스 S16,Passe S16,พาส S16,,pic,<92;153;112>,,config/title/img_txzs16.png,,3,,1,,2485,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1116,通行证S17,通行證S17,Pass S17,Thẻ thông hành S17,패스 S17,Passe S17,พาส S17,,pic,<92;153;112>,,config/title/img_txzs17.png,,3,,1,,2486,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1117,通行证S18,通行證S18,Pass S18,Thẻ thông hành S18,패스 S18,Passe S18,พาส S18,,pic,<92;153;112>,,config/title/img_txzs18.png,,3,,1,,2487,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1118,通行证S19,通行證S19,Pass S19,Thẻ thông hành S19,패스 S19,Passe S19,พาส S19,,pic,<92;153;112>,,config/title/img_txzs19.png,,3,,1,,2488,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1119,通行证S20,通行證S20,Pass S20,Thẻ thông hành S20,패스 S20,Passe S20,พาส S20,,pic,<92;153;112>,,config/title/img_txzs20.png,,3,,1,,2489,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1120,通行证S21,通行證S21,Pass S21,Thẻ thông hành S21,패스 S21,Passe S21,พาส S21,,pic,<92;153;112>,,config/title/img_txzs21.png,,3,,1,,2490,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1121,通行证S22,通行證S22,Pass S22,Thẻ thông hành S22,패스 S22,Passe S22,พาส S22,,pic,<92;153;112>,,config/title/img_txzs22.png,,3,,1,,2491,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
